player_name,player_key,school,school_key,position_raw,position,year,ras_score,source_url
Natrell Jamerson,natrell jamerson,Wisconsin,wisconsin,FS,S,2018,8.23,https://ras.football/ras-information/?PlayerID=16757
Nicholas Parisotto,nicholas parisotto,Guelph,guelph,FS,S,2018,0.13,https://ras.football/ras-information/?PlayerID=16766
Nick Ruffin,nick ruffin,Auburn,auburn,FS,S,2018,0.98,https://ras.football/ras-information/?PlayerID=16786
Nick Washington,nick washington,Florida,florida,FS,S,2018,5.62,https://ras.football/ras-information/?PlayerID=16792
Niko Gonzalez,niko gonzalez,Florida International,florida international,SS,S,2018,2.93,https://ras.football/ras-information/?PlayerID=16798
Quin Blanding,quin blanding,Virginia,virginia,FS,S,2018,7.34,https://ras.football/ras-information/?PlayerID=16861
Ramon Patton,ramon patton,West Georgia,west georgia,SS,S,2018,4.18,https://ras.football/ras-information/?PlayerID=16873
Ramon Richards,ramon richards,Oklahoma State,oklahoma state,FS,S,2018,1.77,https://ras.football/ras-information/?PlayerID=16874
Raven Greene,raven greene,James Madison,james madison,FS,S,2018,4.51,https://ras.football/ras-information/?PlayerID=16885
Roland Jenkins,roland jenkins,Louisiana Monroe,louisiana monroe,SS,S,2018,0.61,https://ras.football/ras-information/?PlayerID=16938
Ronald Kinga,ronald kinga,Laurier,laurier,FS,S,2018,0.05,https://ras.football/ras-information/?PlayerID=16941
Ronald Lewis,ronald lewis,Louisiana Tech,louisiana tech,FS,S,2018,1.26,https://ras.football/ras-information/?PlayerID=16942
Ronnie Harrison,ronnie harrison,Alabama,alabama,FS,S,2018,7.49,https://ras.football/ras-information/?PlayerID=16943
Ross Douglas,ross douglas,Rutgers,rutgers,SS,S,2018,2.19,https://ras.football/ras-information/?PlayerID=16946
Royce Metchie,royce metchie,Guelph,guelph,FS,S,2018,1.29,https://ras.football/ras-information/?PlayerID=16950
Ryan Moeller,ryan moeller,Colorado,colorado,SS,S,2018,6.48,https://ras.football/ras-information/?PlayerID=16964
Ryan Williamson,ryan williamson,Buffalo,buffalo,SS,S,2018,0.56,https://ras.football/ras-information/?PlayerID=16971
Sean Chandler,sean chandler,Temple,temple,FS,S,2018,2.48,https://ras.football/ras-information/?PlayerID=16994
Secdrick Cooper,secdrick cooper,Louisiana Tech,louisiana tech,FS,S,2018,4.33,https://ras.football/ras-information/?PlayerID=16999
Shaquille Vereen,shaquille vereen,Air Force,air force,SS,S,2018,1.49,https://ras.football/ras-information/?PlayerID=17020
Shawn Boone,shawn boone,North Carolina State,north carolina state,SS,S,2018,1.36,https://ras.football/ras-information/?PlayerID=17024
Soloman Warfield,soloman warfield,Youngstown State,youngstown state,SS,S,2018,0.16,https://ras.football/ras-information/?PlayerID=17042
Stephen Roberts,stephen roberts,Auburn,auburn,FS,S,2018,3.93,https://ras.football/ras-information/?PlayerID=17058
Steven Parker,steven parker,Oklahoma,oklahoma,SS,S,2018,6.85,https://ras.football/ras-information/?PlayerID=17063
Tae Martin,tae martin,Tennessee-Martin,tennesseemartin,SS,S,2018,0.43,https://ras.football/ras-information/?PlayerID=17074
Tajee Fullwood,tajee fullwood,South Florida,south florida,FS,S,2018,0.58,https://ras.football/ras-information/?PlayerID=17078
Tarvarius Moore,tarvarius moore,Southern Mississippi,southern mississippi,FS,S,2018,9.24,https://ras.football/ras-information/?PlayerID=17089
Terrell Edmunds,terrell edmunds,Virginia Tech,virginia tech,SS,S,2018,9.89,https://ras.football/ras-information/?PlayerID=17111
Terrell Williams,terrell williams,Houston,houston,FS,S,2018,6.47,https://ras.football/ras-information/?PlayerID=17114
Thomas Wilson,thomas wilson,Missouri,missouri,SS,S,2018,3.44,https://ras.football/ras-information/?PlayerID=17129
Tim Kamana,tim kamana,Wyoming,wyoming,SS,S,2018,3.17,https://ras.football/ras-information/?PlayerID=17135
Tim Roberts,tim roberts,Buffalo,buffalo,SS,S,2018,4.0,https://ras.football/ras-information/?PlayerID=17136
Tony Fields,tony fields,Indiana,indiana,SS,S,2018,3.65,https://ras.football/ras-information/?PlayerID=17154
Tracy Walker,tracy walker,Louisiana,louisiana,FS,S,2018,6.89,https://ras.football/ras-information/?PlayerID=17162
Tray Matthews,tray matthews,Auburn,auburn,FS,S,2018,8.26,https://ras.football/ras-information/?PlayerID=17172
Tray Mitchell,tray mitchell,Eastern Illinois,eastern illinois,FS,S,2018,6.25,https://ras.football/ras-information/?PlayerID=17173
Trayvon Henderson,trayvon henderson,Hawaii,hawaii,FS,S,2018,8.15,https://ras.football/ras-information/?PlayerID=17174
Tre Bell,tre bell,Connecticut,connecticut,FS,S,2018,0.53,https://ras.football/ras-information/?PlayerID=17175
Tre Flowers,tre flowers,Oklahoma State,oklahoma state,FS,S,2018,8.55,https://ras.football/ras-information/?PlayerID=17176
Trevian Hicks,trevian hicks,East Carolina,east carolina,SS,S,2018,2.7,https://ras.football/ras-information/?PlayerID=17193
Trey Lomax,trey lomax,San Diego State,san diego state,SS,S,2018,0.75,https://ras.football/ras-information/?PlayerID=17203
Trey Marshall,trey marshall,Florida State,florida state,SS,S,2018,7.9,https://ras.football/ras-information/?PlayerID=17205
Troy Apke,troy apke,Penn State,penn state,FS,S,2018,9.94,https://ras.football/ras-information/?PlayerID=17211
Tyler Foreman,tyler foreman,Portland State,portland state,SS,S,2018,0.1,https://ras.football/ras-information/?PlayerID=17234
Tyquae Russell,tyquae russell,Troy,troy,SS,S,2018,1.02,https://ras.football/ras-information/?PlayerID=17244
Tyree Robinson,tyree robinson,Oregon,oregon,FS,S,2018,6.28,https://ras.football/ras-information/?PlayerID=17247
Van Smith,van smith,Clemson,clemson,FS,S,2018,0.6,https://ras.football/ras-information/?PlayerID=17261
Victor Gamboa,victor gamboa,Eastern Washington,eastern washington,FS,S,2018,5.23,https://ras.football/ras-information/?PlayerID=17265
Vincent Jacques,vincent jacques,Montreal,montreal,SS,S,2018,0.05,https://ras.football/ras-information/?PlayerID=17270
Wes Cook,wes cook,Purdue,purdue,SS,S,2018,1.1,https://ras.football/ras-information/?PlayerID=17279
Will Johnson,will johnson,Oklahoma,oklahoma,FS,S,2018,0.47,https://ras.football/ras-information/?PlayerID=17288
Xavier Smith,xavier smith,East Carolina,east carolina,SS,S,2018,1.94,https://ras.football/ras-information/?PlayerID=17305
Zed Brown,zed brown,West Georgia,west georgia,SS,S,2018,8.37,https://ras.football/ras-information/?PlayerID=17327
Zykiesis Cannon,zykiesis cannon,Louisville,louisville,FS,S,2018,2.14,https://ras.football/ras-information/?PlayerID=17329
Alec Bloom,alec bloom,Connecticut,connecticut,TE,TE,2018,2.39,https://ras.football/ras-information/?PlayerID=15207
Andrew Caskin,andrew caskin,William & Mary,william & mary,TE,TE,2018,2.96,https://ras.football/ras-information/?PlayerID=15244
Andrew Vollert,andrew vollert,Weber State,weber state,TE,TE,2018,8.57,https://ras.football/ras-information/?PlayerID=15256
Austin Roberts,austin roberts,UCLA,ucla,TE,TE,2018,3.24,https://ras.football/ras-information/?PlayerID=15330
Ben Johnson,ben johnson,Kansas,kansas,TE,TE,2018,2.78,https://ras.football/ras-information/?PlayerID=15348
Blake Mack,blake mack,Arkansas State,arkansas state,TE,TE,2018,5.39,https://ras.football/ras-information/?PlayerID=15362
Brandon Whaley,brandon whaley,Delaware,delaware,TE,TE,2018,2.52,https://ras.football/ras-information/?PlayerID=15412
Brett Thompson,brett thompson,Tennessee-Martin,tennesseemartin,TE,TE,2018,3.03,https://ras.football/ras-information/?PlayerID=15422
Cam Serigne,cam serigne,Wake Forest,wake forest,TE,TE,2018,2.12,https://ras.football/ras-information/?PlayerID=15470
Charles Standberry,charles standberry,Louisville,louisville,TE,TE,2018,4.47,https://ras.football/ras-information/?PlayerID=15503
Charlie Callinan,charlie callinan,Boston College,boston college,TE,TE,2018,6.97,https://ras.football/ras-information/?PlayerID=15505
Chris Herndon,chris herndon,Miami,miami,TE,TE,2018,4.96,https://ras.football/ras-information/?PlayerID=15567
Cole Cook,cole cook,North Carolina State,north carolina state,TE,TE,2018,2.09,https://ras.football/ras-information/?PlayerID=15578
Cole Hunt,cole hunt,Texas Christian,texas christian,TE,TE,2018,7.48,https://ras.football/ras-information/?PlayerID=15579
Connor Davis,connor davis,Stony Brook,stony brook,TE,TE,2018,4.11,https://ras.football/ras-information/?PlayerID=15591
Dallas Goedert,dallas goedert,South Dakota State,south dakota state,TE,TE,2018,9.5,https://ras.football/ras-information/?PlayerID=15636
Dalton Schultz,dalton schultz,Stanford,stanford,TE,TE,2018,7.09,https://ras.football/ras-information/?PlayerID=15641
Damion Hobbs,damion hobbs,Utah State,utah state,TE,TE,2018,1.46,https://ras.football/ras-information/?PlayerID=15646
Damon Gibson,damon gibson,Moorehead,moorehead,TE,TE,2018,5.49,https://ras.football/ras-information/?PlayerID=15648
Darryl Richardson,darryl richardson,San Diego State,san diego state,TE,TE,2018,3.42,https://ras.football/ras-information/?PlayerID=15698
David Wells,david wells,San Diego State,san diego state,TE,TE,2018,6.63,https://ras.football/ras-information/?PlayerID=15721
DeAndre Goolsby,deandre goolsby,Florida,florida,TE,TE,2018,5.17,https://ras.football/ras-information/?PlayerID=15736
Deon Yelder,deon yelder,Western Kentucky,western kentucky,TE,TE,2018,6.07,https://ras.football/ras-information/?PlayerID=15767
Derrick Hayward,derrick hayward,Maryland,maryland,TE,TE,2018,6.81,https://ras.football/ras-information/?PlayerID=15778
Devin Pike,devin pike,Wake Forest,wake forest,TE,TE,2018,0.15,https://ras.football/ras-information/?PlayerID=15804
Dillon Salva,dillon salva,Merrimack,merrimack,TE,TE,2018,8.74,https://ras.football/ras-information/?PlayerID=15820
Durham Smythe,durham smythe,Notre Dame,notre dame,TE,TE,2018,6.19,https://ras.football/ras-information/?PlayerID=15868
Ethan Wolf,ethan wolf,Tennessee,tennessee,TE,TE,2018,5.12,https://ras.football/ras-information/?PlayerID=15922
Gabe Schrade,gabe schrade,Texas State,texas state,TE,TE,2018,3.69,https://ras.football/ras-information/?PlayerID=15955
Garrett Hudson,garrett hudson,Richmond,richmond,TE,TE,2018,7.62,https://ras.football/ras-information/?PlayerID=15963
George Frazier,george frazier,Colorado,colorado,TE,TE,2018,0.79,https://ras.football/ras-information/?PlayerID=15978
Harrison Handley,harrison handley,Utah,utah,TE,TE,2018,0.27,https://ras.football/ras-information/?PlayerID=16017
Hayden Hurst,hayden hurst,South Carolina,south carolina,TE,TE,2018,7.57,https://ras.football/ras-information/?PlayerID=16023
Hunter Folkertsma,hunter folkertsma,Bowling Green,bowling green,TE,TE,2018,1.38,https://ras.football/ras-information/?PlayerID=16041
Ian Thomas,ian thomas,Indiana,indiana,TE,TE,2018,9.31,https://ras.football/ras-information/?PlayerID=16047
Ish Wainright,ish wainright,Baylor,baylor,TE,TE,2018,1.39,https://ras.football/ras-information/?PlayerID=16062
Jacob Nesmith,jacob nesmith,Georgia State,georgia state,TE,TE,2018,1.7,https://ras.football/ras-information/?PlayerID=16095
Jaeden Graham,jaeden graham,Yale,yale,TE,TE,2018,5.38,https://ras.football/ras-information/?PlayerID=12422
Jake Roh,jake roh,Boise State,boise state,TE,TE,2018,0.92,https://ras.football/ras-information/?PlayerID=16116
Jakob Johnson,jakob johnson,Tennessee,tennessee,TE,TE,2018,0.42,https://ras.football/ras-information/?PlayerID=16120
Jason Reese,jason reese,Missouri,missouri,TE,TE,2018,2.9,https://ras.football/ras-information/?PlayerID=16179
Jaylen Samuels,jaylen samuels,North Carolina State,north carolina state,TE,TE,2018,7.91,https://ras.football/ras-information/?PlayerID=16192
Jeb Blazevich,jeb blazevich,Georgia,georgia,TE,TE,2018,3.21,https://ras.football/ras-information/?PlayerID=16201
Jeff Illies,jeff illies,North Dakota State,north dakota state,TE,TE,2018,3.97,https://ras.football/ras-information/?PlayerID=16205
Jordan Akins,jordan akins,Central Florida,central florida,TE,TE,2018,6.91,https://ras.football/ras-information/?PlayerID=16291
Jordan Davis,jordan davis,Georgia,georgia,TE,TE,2018,5.52,https://ras.football/ras-information/?PlayerID=16297
Jordan Thomas,jordan thomas,Mississippi State,mississippi state,TE,TE,2018,3.91,https://ras.football/ras-information/?PlayerID=16312
Kevin Rader,kevin rader,Youngstown State,youngstown state,TE,TE,2018,3.28,https://ras.football/ras-information/?PlayerID=16465
Marcus Baugh,marcus baugh,Ohio State,ohio state,TE,TE,2018,4.53,https://ras.football/ras-information/?PlayerID=16600
Mark Andrews,mark andrews,Oklahoma,oklahoma,TE,TE,2018,7.28,https://ras.football/ras-information/?PlayerID=16611
Matt Flanagan,matt flanagan,Pittsburgh,pittsburgh,TE,TE,2018,7.25,https://ras.football/ras-information/?PlayerID=16643
Metuisela Unga,metuisela unga,Hawaii,hawaii,TE,TE,2018,4.34,https://ras.football/ras-information/?PlayerID=16677
Mike Gesicki,mike gesicki,Penn State,penn state,TE,TE,2018,9.97,https://ras.football/ras-information/?PlayerID=16703
Myles Nash,myles nash,Rutgers,rutgers,TE,TE,2018,0.93,https://ras.football/ras-information/?PlayerID=16737
Nate Wozniak,nate wozniak,Minnesota,minnesota,TE,TE,2018,1.78,https://ras.football/ras-information/?PlayerID=16753
Nathan Marcus,nathan marcus,Vanderbilt,vanderbilt,TE,TE,2018,6.68,https://ras.football/ras-information/?PlayerID=16755
Nick Keizer,nick keizer,Grand Valley State,grand valley state,TE,TE,2018,7.33,https://ras.football/ras-information/?PlayerID=16780
Pharoah McKever,pharoah mckever,Florida International,florida international,TE,TE,2018,5.61,https://ras.football/ras-information/?PlayerID=16844
Quan Jones,quan jones,Baylor,baylor,TE,TE,2018,4.8,https://ras.football/ras-information/?PlayerID=16855
Ryan Izzo,ryan izzo,Florida State,florida state,TE,TE,2018,4.5,https://ras.football/ras-information/?PlayerID=16961
Ryan Smith,ryan smith,Miami OH,miami oh,TE,TE,2018,2.27,https://ras.football/ras-information/?PlayerID=16969
Shane Wimann,shane wimann,Northern Illinois,northern illinois,TE,TE,2018,1.99,https://ras.football/ras-information/?PlayerID=17012
Shaq Williams,shaq williams,UTSA,utsa,TE,TE,2018,0.17,https://ras.football/ras-information/?PlayerID=17017
Stephen Baggett,stephen baggett,East Carolina,east carolina,TE,TE,2018,5.31,https://ras.football/ras-information/?PlayerID=17054
Tanner Balderee,tanner balderee,BYU,byu,TE,TE,2018,7.2,https://ras.football/ras-information/?PlayerID=17080
Thomas Sirk,thomas sirk,East Carolina,east carolina,TE,TE,2018,2.58,https://ras.football/ras-information/?PlayerID=17128
Tom Pancoast,tom pancoast,Penn State,penn state,TE,TE,2018,4.27,https://ras.football/ras-information/?PlayerID=17147
Tommy Myers,tommy myers,Connecticut,connecticut,TE,TE,2018,4.37,https://ras.football/ras-information/?PlayerID=17149
Troy Mangen,troy mangen,Ohio,ohio,TE,TE,2018,4.85,https://ras.football/ras-information/?PlayerID=17215
Ty Quick,ty quick,Mississippi,mississippi,TE,TE,2018,0.63,https://ras.football/ras-information/?PlayerID=17227
Tyler Cogswell,tyler cogswell,Cincinnati,cincinnati,TE,TE,2018,1.12,https://ras.football/ras-information/?PlayerID=17231
Tyler Conklin,tyler conklin,Central Michigan,central michigan,TE,TE,2018,7.68,https://ras.football/ras-information/?PlayerID=17232
Tyler Hoppes,tyler hoppes,Nebraska,nebraska,TE,TE,2018,6.14,https://ras.football/ras-information/?PlayerID=17235
Will Dissly,will dissly,Washington,washington,TE,TE,2018,3.78,https://ras.football/ras-information/?PlayerID=17292
A.J. Conley,aj conley,Akron,akron,WR,WR,2018,0.64,https://ras.football/ras-information/?PlayerID=15170
Adonis Jennings,adonis jennings,Temple,temple,WR,WR,2018,3.7,https://ras.football/ras-information/?PlayerID=15194
Alejandro Marenco,alejandro marenco,West Virginia,west virginia,WR,WR,2018,6.16,https://ras.football/ras-information/?PlayerID=15212
Alfonso Onunwor,alfonso onunwor,Idaho,idaho,WR,WR,2018,1.18,https://ras.football/ras-information/?PlayerID=15222
Allen Lazard,allen lazard,Iowa State,iowa state,WR,WR,2018,8.56,https://ras.football/ras-information/?PlayerID=15224
Allenzae Staggers,allenzae staggers,Southern Mississippi,southern mississippi,WR,WR,2018,4.63,https://ras.football/ras-information/?PlayerID=15225
Alonge Brooks,alonge brooks,South Dakota,south dakota,WR,WR,2018,1.28,https://ras.football/ras-information/?PlayerID=15226
Alvin Bailey,alvin bailey,Youngstown State,youngstown state,WR,WR,2018,0.73,https://ras.football/ras-information/?PlayerID=15228
Ammon Barker,ammon barker,Hawaii,hawaii,WR,WR,2018,0.61,https://ras.football/ras-information/?PlayerID=15232
Andre Levrone,andre levrone,Virginia,virginia,WR,WR,2018,6.47,https://ras.football/ras-information/?PlayerID=15237
Anthony Mahoungou,anthony mahoungou,Purdue,purdue,WR,WR,2018,2.8,https://ras.football/ras-information/?PlayerID=15266
Anthony Miller,anthony miller,Memphis,memphis,WR,WR,2018,9.27,https://ras.football/ras-information/?PlayerID=15268
Anthony Young,anthony young,Akron,akron,WR,WR,2018,3.56,https://ras.football/ras-information/?PlayerID=15280
Antoine Porter,antoine porter,Eastern Michigan,eastern michigan,WR,WR,2018,0.43,https://ras.football/ras-information/?PlayerID=15283
Antonio Callaway,antonio callaway,Florida,florida,WR,WR,2018,6.2,https://ras.football/ras-information/?PlayerID=15284
Antonio Messick,antonio messick,Georgia Tech,georgia tech,WR,WR,2018,2.15,https://ras.football/ras-information/?PlayerID=15285
