player_name,player_key,school,school_key,position_raw,position,year,ras_score,source_url
James Toland,james toland,Southern California,southern california,RB,RB,2018,4.81,https://ras.football/ras-information/?PlayerID=16152
Jarred Craft,jarred craft,Louisiana Tech,louisiana tech,RB,RB,2018,5.05,https://ras.football/ras-information/?PlayerID=16167
Jarvion Franklin,jarvion franklin,Western Michigan,western michigan,RB,RB,2018,5.24,https://ras.football/ras-information/?PlayerID=16170
Jay Roberson,jay roberson,Central Michigan,central michigan,FB,RB,2018,6.53,https://ras.football/ras-information/?PlayerID=16189
Jeff Wilson,jeff wilson,North Texas,north texas,RB,RB,2018,5.44,https://ras.football/ras-information/?PlayerID=16207
Joel Houle,joel houle,McGill,mcgill,RB,RB,2018,0.54,https://ras.football/ras-information/?PlayerID=16243
John David Moore,john david moore,Louisiana State,louisiana state,FB,RB,2018,3.16,https://ras.football/ras-information/?PlayerID=16253
John Kelly,john kelly,Tennessee,tennessee,RB,RB,2018,4.43,https://ras.football/ras-information/?PlayerID=16260
Johnnie Niupalau,johnnie niupalau,Eastern Michigan,eastern michigan,FB,RB,2018,0.47,https://ras.football/ras-information/?PlayerID=16270
Jonathan Kloosterman,jonathan kloosterman,James Madison,james madison,FB,RB,2018,0.31,https://ras.football/ras-information/?PlayerID=16285
Jordan Chunn,jordan chunn,Troy,troy,RB,RB,2018,3.12,https://ras.football/ras-information/?PlayerID=16294
Jordan Franks,jordan franks,Central Florida,central florida,FB,RB,2018,7.62,https://ras.football/ras-information/?PlayerID=16300
Jordan Howard,jordan howard,Utah,utah,RB,RB,2018,2.53,https://ras.football/ras-information/?PlayerID=16303
Jordan Socholotiuk,jordan socholotiuk,Saint Francis,saint francis,RB,RB,2018,0.12,https://ras.football/ras-information/?PlayerID=16311
Jordan Wilkins,jordan wilkins,Mississippi,mississippi,RB,RB,2018,7.74,https://ras.football/ras-information/?PlayerID=16318
Josh Adams,josh adams,Notre Dame,notre dame,RB,RB,2018,9.52,https://ras.football/ras-information/?PlayerID=16328
Josh Anderson,josh anderson,Troy,troy,FB,RB,2018,1.12,https://ras.football/ras-information/?PlayerID=16330
Josh Cleveland,josh cleveland,Bowling Green,bowling green,RB,RB,2018,3.76,https://ras.football/ras-information/?PlayerID=16332
Josh Hale,josh hale,South Dakota,south dakota,FB,RB,2018,2.66,https://ras.football/ras-information/?PlayerID=16336
Josh Hicks,josh hicks,Rutgers,rutgers,RB,RB,2018,4.4,https://ras.football/ras-information/?PlayerID=16337
Josh McPhearson,josh mcphearson,Penn State,penn state,RB,RB,2018,7.34,https://ras.football/ras-information/?PlayerID=16341
Julian Allen,julian allen,Southern Mississippi,southern mississippi,FB,RB,2018,9.74,https://ras.football/ras-information/?PlayerID=16364
Justin Crawford,justin crawford,West Virginia,west virginia,RB,RB,2018,3.34,https://ras.football/ras-information/?PlayerID=16373
Justin Jackson,justin jackson,Northwestern,northwestern,RB,RB,2018,8.84,https://ras.football/ras-information/?PlayerID=16377
Justin Stockton,justin stockton,Texas Tech,texas tech,RB,RB,2018,8.25,https://ras.football/ras-information/?PlayerID=16387
Kalen Ballage,kalen ballage,Arizona State,arizona state,RB,RB,2018,9.12,https://ras.football/ras-information/?PlayerID=16405
Kamel Greene,kamel greene,BYU,byu,RB,RB,2018,0.44,https://ras.football/ras-information/?PlayerID=16411
Kamryn Pettway,kamryn pettway,Auburn,auburn,RB,RB,2018,5.42,https://ras.football/ras-information/?PlayerID=16416
Kani Benoit,kani benoit,Oregon,oregon,RB,RB,2018,2.49,https://ras.football/ras-information/?PlayerID=16417
Keith Ford,keith ford,Texas A&M,texas a&m,RB,RB,2018,7.72,https://ras.football/ras-information/?PlayerID=16426
Kendrick Foster,kendrick foster,Illinois,illinois,RB,RB,2018,6.85,https://ras.football/ras-information/?PlayerID=16440
Kerryon Johnson,kerryon johnson,Auburn,auburn,RB,RB,2018,7.09,https://ras.football/ras-information/?PlayerID=16455
Kobe McCrary,kobe mccrary,Minnesota,minnesota,RB,RB,2018,3.9,https://ras.football/ras-information/?PlayerID=16482
Kyle Hicks,kyle hicks,Texas Christian,texas christian,RB,RB,2018,5.51,https://ras.football/ras-information/?PlayerID=16497
Kyle White,kyle white,Oregon State,oregon state,RB,RB,2018,4.29,https://ras.football/ras-information/?PlayerID=16506
LaJuan Hunt,lajuan hunt,Utah State,utah state,RB,RB,2018,0.04,https://ras.football/ras-information/?PlayerID=16512
Lamar Jordan,lamar jordan,New Mexico,new mexico,RB,RB,2018,5.28,https://ras.football/ras-information/?PlayerID=16516
Larry Rose III,larry rose iii,New Mexico State,new mexico state,RB,RB,2018,6.34,https://ras.football/ras-information/?PlayerID=16523
Lavon Coleman,lavon coleman,Washington,washington,RB,RB,2018,5.34,https://ras.football/ras-information/?PlayerID=16527
Lavonte Robinson,lavonte robinson,Eastern Michigan,eastern michigan,FB,RB,2018,0.24,https://ras.football/ras-information/?PlayerID=16530
Lawrence Pittman,lawrence pittman,Wingate,wingate,RB,RB,2018,3.71,https://ras.football/ras-information/?PlayerID=16533
Logan Larson,logan larson,Southeast Missouri,southeast missouri,FB,RB,2018,2.85,https://ras.football/ras-information/?PlayerID=16548
Luke McNitt,luke mcnitt,Nebraska,nebraska,FB,RB,2018,6.32,https://ras.football/ras-information/?PlayerID=16564
Malik Lee,malik lee,Massachusetts,massachusetts,FB,RB,2018,0.57,https://ras.football/ras-information/?PlayerID=16580
Malik Williams,malik williams,Louisville,louisville,RB,RB,2018,0.84,https://ras.football/ras-information/?PlayerID=16585
Manny Morgan,manny morgan,Akron,akron,RB,RB,2018,0.25,https://ras.football/ras-information/?PlayerID=16591
Marcus Martin,marcus martin,Slippery Rock,slippery rock,FB,RB,2018,8.62,https://ras.football/ras-information/?PlayerID=16605
Mark Thompson,mark thompson,Florida,florida,RB,RB,2018,6.46,https://ras.football/ras-information/?PlayerID=16615
Mark Walton,mark walton,Miami,miami,RB,RB,2018,4.55,https://ras.football/ras-information/?PlayerID=16616
Martez Carter,martez carter,Grambling State,grambling state,RB,RB,2018,1.8,https://ras.football/ras-information/?PlayerID=16625
Marvin Gaynor,marvin gaynor,Windsor,windsor,RB,RB,2018,0.88,https://ras.football/ras-information/?PlayerID=16627
Max Mickey,max mickey,Sioux Falls,sioux falls,RB,RB,2018,5.23,https://ras.football/ras-information/?PlayerID=16666
Melvin Vaughn,melvin vaughn,Old Dominion,old dominion,FB,RB,2018,4.57,https://ras.football/ras-information/?PlayerID=16675
Michael Adkins,michael adkins,Colorado,colorado,RB,RB,2018,0.98,https://ras.football/ras-information/?PlayerID=16682
Mike Boone,mike boone,Cincinnati,cincinnati,RB,RB,2018,9.11,https://ras.football/ras-information/?PlayerID=16700
Mitch Kernick,mitch kernick,Waterloo,waterloo,RB,RB,2018,0.85,https://ras.football/ras-information/?PlayerID=16721
Nick Bawden,nick bawden,San Diego State,san diego state,FB,RB,2018,7.96,https://ras.football/ras-information/?PlayerID=16768
Nick Chubb,nick chubb,Georgia,georgia,RB,RB,2018,9.15,https://ras.football/ras-information/?PlayerID=16770
Nick LaSane,nick lasane,Montana State,montana state,RB,RB,2018,4.5,https://ras.football/ras-information/?PlayerID=16781
Nick Sharga,nick sharga,Temple,temple,FB,RB,2018,3.76,https://ras.football/ras-information/?PlayerID=16788
Nick Wilson,nick wilson,Arizona,arizona,RB,RB,2018,1.71,https://ras.football/ras-information/?PlayerID=16794
Nyheim Hines,nyheim hines,North Carolina State,north carolina state,RB,RB,2018,5.68,https://ras.football/ras-information/?PlayerID=16806
Osharmar Abercrombie,osharmar abercrombie,Coastal Carolina,coastal carolina,RB,RB,2018,4.09,https://ras.football/ras-information/?PlayerID=16817
Phillip Lindsay,phillip lindsay,Colorado,colorado,RB,RB,2018,5.77,https://ras.football/ras-information/?PlayerID=16846
Quinton Flowers,quinton flowers,South Florida,south florida,RB,RB,2018,4.33,https://ras.football/ras-information/?PlayerID=16863
Rachid Ibrahim,rachid ibrahim,Wisconsin,wisconsin,RB,RB,2018,5.78,https://ras.football/ras-information/?PlayerID=16867
Ralph Webb,ralph webb,Vanderbilt,vanderbilt,RB,RB,2018,8.44,https://ras.football/ras-information/?PlayerID=16872
Rashaad Penny,rashaad penny,San Diego State,san diego state,RB,RB,2018,7.26,https://ras.football/ras-information/?PlayerID=16877
Ray Lawry III,ray lawry iii,Old Dominion,old dominion,RB,RB,2018,4.06,https://ras.football/ras-information/?PlayerID=16887
Reggie Bonnafon,reggie bonnafon,Louisville,louisville,RB,RB,2018,8.02,https://ras.football/ras-information/?PlayerID=16892
Reshaud Henry,reshaud henry,Louisiana State,louisiana state,RB,RB,2018,0.07,https://ras.football/ras-information/?PlayerID=16901
Richard McQuarley,richard mcquarley,New Mexico,new mexico,RB,RB,2018,2.44,https://ras.football/ras-information/?PlayerID=16905
Richmond Nketiah,richmond nketiah,Waterloo,waterloo,RB,RB,2018,0.59,https://ras.football/ras-information/?PlayerID=16907
Robert Martin,robert martin,Rutgers,rutgers,RB,RB,2018,3.25,https://ras.football/ras-information/?PlayerID=16922
Roc Thomas,roc thomas,Jacksonville State,jacksonville state,RB,RB,2018,4.57,https://ras.football/ras-information/?PlayerID=16929
Royce Freeman,royce freeman,Oregon,oregon,RB,RB,2018,8.26,https://ras.football/ras-information/?PlayerID=16949
Ryan Green,ryan green,Florida State,florida state,RB,RB,2018,9.35,https://ras.football/ras-information/?PlayerID=16959
Ryan Nall,ryan nall,Oregon State,oregon state,RB,RB,2018,8.2,https://ras.football/ras-information/?PlayerID=16965
Ryan Tuiasoa,ryan tuiasoa,Hawaii,hawaii,RB,RB,2018,1.47,https://ras.football/ras-information/?PlayerID=16970
Ryan Wolpin,ryan wolpin,Boise State,boise state,RB,RB,2018,2.6,https://ras.football/ras-information/?PlayerID=16973
Ryan Yurachek,ryan yurachek,Marshall,marshall,FB,RB,2018,4.96,https://ras.football/ras-information/?PlayerID=16974
Ryder Stone,ryder stone,Dartmouth,dartmouth,RB,RB,2018,1.91,https://ras.football/ras-information/?PlayerID=16975
Saquon Barkley,saquon barkley,Penn State,penn state,RB,RB,2018,9.97,https://ras.football/ras-information/?PlayerID=16991
Shane Tucker,shane tucker,Middle Tennessee State,middle tennessee state,RB,RB,2018,2.19,https://ras.football/ras-information/?PlayerID=17011
Shaun Wilson,shaun wilson,Duke,duke,RB,RB,2018,7.53,https://ras.football/ras-information/?PlayerID=17023
Sherman Badie,sherman badie,Tulane,tulane,RB,RB,2018,7.3,https://ras.football/ras-information/?PlayerID=17030
Sony Michel,sony michel,Georgia,georgia,RB,RB,2018,8.95,https://ras.football/ras-information/?PlayerID=17044
Stacey Bedell,stacey bedell,Stony Brook,stony brook,RB,RB,2018,6.26,https://ras.football/ras-information/?PlayerID=17048
Tanner Fink,tanner fink,North Alabama,north alabama,FB,RB,2018,6.16,https://ras.football/ras-information/?PlayerID=17082
Taylor Woods,taylor woods,James Madison,james madison,RB,RB,2018,0.1,https://ras.football/ras-information/?PlayerID=17102
Terrence Harris,terrence harris,Tennessee State,tennessee state,FB,RB,2018,0.71,https://ras.football/ras-information/?PlayerID=17118
Terry Swanson,terry swanson,Toledo,toledo,RB,RB,2018,5.02,https://ras.football/ras-information/?PlayerID=17120
Todd Macon,todd macon,Liberty,liberty,RB,RB,2018,0.36,https://ras.football/ras-information/?PlayerID=17145
Tonny Lindsey,tonny lindsey,Utah State,utah state,RB,RB,2018,3.92,https://ras.football/ras-information/?PlayerID=17151
Travis Custis,travis custis,West Georgia,west georgia,RB,RB,2018,2.68,https://ras.football/ras-information/?PlayerID=17166
Trenton Cannon,trenton cannon,Virginia State,virginia state,RB,RB,2018,9.07,https://ras.football/ras-information/?PlayerID=17187
Treshawn Favors,treshawn favors,Montana,montana,RB,RB,2018,0.05,https://ras.football/ras-information/?PlayerID=17190
Troy McCormick,troy mccormick,Utah,utah,RB,RB,2018,4.78,https://ras.football/ras-information/?PlayerID=17216
Tyrell Maxwell,tyrell maxwell,Gardner-Webb,gardnerwebb,RB,RB,2018,3.23,https://ras.football/ras-information/?PlayerID=17251
Tyshon Dye,tyshon dye,East Carolina,east carolina,RB,RB,2018,0.8,https://ras.football/ras-information/?PlayerID=17255
Vic Enwere,vic enwere,California,california,RB,RB,2018,3.84,https://ras.football/ras-information/?PlayerID=17264
Vincent Alarie-Tardif,vincent alarie-tardif,Laval,laval,RB,RB,2018,0.13,https://ras.football/ras-information/?PlayerID=17266
Warren Long,warren long,Northwestern,northwestern,RB,RB,2018,9.67,https://ras.football/ras-information/?PlayerID=17276
Will Altema,will altema,Montreal,montreal,RB,RB,2018,1.87,https://ras.football/ras-information/?PlayerID=17282
Zach Green,zach green,Arizona,arizona,FB,RB,2018,2.56,https://ras.football/ras-information/?PlayerID=17314
A.J. Howard,aj howard,Appalachian State,appalachian state,FS,S,2018,6.46,https://ras.football/ras-information/?PlayerID=15171
A.J. Moore,aj moore,Mississippi,mississippi,FS,S,2018,5.83,https://ras.football/ras-information/?PlayerID=15174
Adam Harris,adam harris,South Dakota,south dakota,FS,S,2018,0.23,https://ras.football/ras-information/?PlayerID=15190
Afolabi Laguda,afolabi laguda,Colorado,colorado,FS,S,2018,3.78,https://ras.football/ras-information/?PlayerID=15196
Anthony Sherrils,anthony sherrils,Missouri,missouri,FS,S,2018,7.42,https://ras.football/ras-information/?PlayerID=15275
Asantay Brown,asantay brown,Western Michigan,western michigan,FS,S,2018,8.97,https://ras.football/ras-information/?PlayerID=15306
Billy Nicoe Hurst,billy nicoe hurst,Youngstown State,youngstown state,SS,S,2018,0.88,https://ras.football/ras-information/?PlayerID=15355
Brandon Arnold,brandon arnold,Oregon State,oregon state,FS,S,2018,4.64,https://ras.football/ras-information/?PlayerID=15388
Brandon Jenning,brandon jenning,Acadia,acadia,SS,S,2018,0.42,https://ras.football/ras-information/?PlayerID=15397
Brandon Moss,brandon moss,Texas-El Paso,texasel paso,FS,S,2018,1.64,https://ras.football/ras-information/?PlayerID=15401
Bryan Williams,bryan williams,Georgia State,georgia state,SS,S,2018,1.42,https://ras.football/ras-information/?PlayerID=15442
Bryce Canady,bryce canady,Florida International,florida international,FS,S,2018,7.41,https://ras.football/ras-information/?PlayerID=15446
Bryson McCabe,bryson mccabe,Montana State,montana state,FS,S,2018,8.33,https://ras.football/ras-information/?PlayerID=15451
C.J. Hampton,cj hampton,Mississippi,mississippi,FS,S,2018,0.21,https://ras.football/ras-information/?PlayerID=15458
C.J. Reavis,cj reavis,Marshall,marshall,SS,S,2018,2.85,https://ras.football/ras-information/?PlayerID=15460
Carter Jacobs,carter jacobs,Cincinnati,cincinnati,SS,S,2018,5.9,https://ras.football/ras-information/?PlayerID=15485
Chad Adams,chad adams,Arizona State,arizona state,FS,S,2018,0.16,https://ras.football/ras-information/?PlayerID=15493
Chance Waz,chance waz,Baylor,baylor,FS,S,2018,0.08,https://ras.football/ras-information/?PlayerID=15498
Chase Dutra,chase dutra,Indiana,indiana,SS,S,2018,2.02,https://ras.football/ras-information/?PlayerID=15508
Chauncey Scissum,chauncey scissum,UNLV,unlv,SS,S,2018,4.62,https://ras.football/ras-information/?PlayerID=15511
Chris Hawkins,chris hawkins,Southern California,southern california,FS,S,2018,1.58,https://ras.football/ras-information/?PlayerID=15527
Chucky Williams,chucky williams,Louisville,louisville,FS,S,2018,2.27,https://ras.football/ras-information/?PlayerID=15568
Cole Reyes,cole reyes,North Dakota,north dakota,FS,S,2018,6.23,https://ras.football/ras-information/?PlayerID=15584
Corey Griffin,corey griffin,Georgia Tech,georgia tech,FS,S,2018,6.76,https://ras.football/ras-information/?PlayerID=15604
D.J. Smith,dj smith,South Carolina,south carolina,SS,S,2018,0.37,https://ras.football/ras-information/?PlayerID=15629
DaeShaun Hurley,daeshaun hurley,Grand Valley State,grand valley state,SS,S,2018,3.23,https://ras.football/ras-information/?PlayerID=15632
Dallas Hart,dallas hart,New Mexico State,new mexico state,FS,S,2018,5.35,https://ras.football/ras-information/?PlayerID=15637
Damarion King,damarion king,Louisiana Tech,louisiana tech,SS,S,2018,3.97,https://ras.football/ras-information/?PlayerID=15645
Damon Webb,damon webb,Ohio State,ohio state,SS,S,2018,4.96,https://ras.football/ras-information/?PlayerID=15651
Davin Pierce,davin pierce,Cincinnati,cincinnati,FS,S,2018,0.18,https://ras.football/ras-information/?PlayerID=15724
Davion Hall,davion hall,Baylor,baylor,FS,S,2018,1.72,https://ras.football/ras-information/?PlayerID=15725
DeAndre Coley,deandre coley,Arkansas,arkansas,FS,S,2018,1.16,https://ras.football/ras-information/?PlayerID=15735
DeShon Elliott,deshon elliott,Texas,texas,FS,S,2018,5.19,https://ras.football/ras-information/?PlayerID=15787
Dee Bulkman,dee bulkman,North Texas,north texas,SS,S,2018,1.57,https://ras.football/ras-information/?PlayerID=15741
Denzel Conyers,denzel conyers,Maryland,maryland,SS,S,2018,3.55,https://ras.football/ras-information/?PlayerID=15762
Deon Newsome,deon newsome,Virginia Tech,virginia tech,FS,S,2018,3.57,https://ras.football/ras-information/?PlayerID=15766
Derwin James,derwin james,Florida State,florida state,SS,S,2018,9.34,https://ras.football/ras-information/?PlayerID=15783
Destri White,destri white,Rice,rice,SS,S,2018,0.69,https://ras.football/ras-information/?PlayerID=15791
Devan Stringer,devan stringer,Appalachian State,appalachian state,SS,S,2018,3.58,https://ras.football/ras-information/?PlayerID=15794
Devin Abraham,devin abraham,South Florida,south florida,FS,S,2018,0.14,https://ras.football/ras-information/?PlayerID=15798
Devin Butler,devin butler,Syracuse,syracuse,FS,S,2018,3.29,https://ras.football/ras-information/?PlayerID=15799
Devin Cockrell,devin cockrell,Texas-El Paso,texasel paso,SS,S,2018,1.31,https://ras.football/ras-information/?PlayerID=15801
Dominick Sanders,dominick sanders,Georgia,georgia,FS,S,2018,2.33,https://ras.football/ras-information/?PlayerID=15830
Donnie Miles,donnie miles,North Carolina,north carolina,FS,S,2018,1.05,https://ras.football/ras-information/?PlayerID=15838
Dylan Bell,dylan bell,Saint Francis,saint francis,SS,S,2018,0.08,https://ras.football/ras-information/?PlayerID=15873
Emmanuel Smith,emmanuel smith,Vanderbilt,vanderbilt,FS,S,2018,8.07,https://ras.football/ras-information/?PlayerID=15906
Erick Smith,erick smith,Ohio State,ohio state,SS,S,2018,0.66,https://ras.football/ras-information/?PlayerID=15915
Ermon Lane,ermon lane,Florida State,florida state,SS,S,2018,5.07,https://ras.football/ras-information/?PlayerID=15919
Evan Berry,evan berry,Tennessee,tennessee,FS,S,2018,3.25,https://ras.football/ras-information/?PlayerID=15925
Ezekiel Turner,ezekiel turner,Washington,washington,FS,S,2018,4.98,https://ras.football/ras-information/?PlayerID=15933
Garrett Pougnet,garrett pougnet,Grand Valley State,grand valley state,SS,S,2018,5.14,https://ras.football/ras-information/?PlayerID=15969
Godfrey Onyeka,godfrey onyeka,Wilfrid Laurier,wilfrid laurier,SS,S,2018,2.46,https://ras.football/ras-information/?PlayerID=15989
Godwin Igwebuike,godwin igwebuike,Northwestern,northwestern,FS,S,2018,9.65,https://ras.football/ras-information/?PlayerID=15990
Hiva Lee,hiva lee,BYU,byu,FS,S,2018,0.35,https://ras.football/ras-information/?PlayerID=16032
Isaiah Guzlyak-Messam,isaiah guzlyak-messam,Wilfrid Laurier,wilfrid laurier,FS,S,2018,2.09,https://ras.football/ras-information/?PlayerID=16057
JMarcus Rhodes,jmarcus rhodes,Arizona State,arizona state,FS,S,2018,4.38,https://ras.football/ras-information/?PlayerID=16234
Jackson Finch,jackson finch,Fresno State,fresno state,SS,S,2018,1.66,https://ras.football/ras-information/?PlayerID=16082
Jacob Anderson,jacob anderson,California,california,SS,S,2018,0.53,https://ras.football/ras-information/?PlayerID=16087
Jacob Firlotte,jacob firlotte,Queens,queens,SS,S,2018,2.98,https://ras.football/ras-information/?PlayerID=16091
Jaden Sawyer,jaden sawyer,Nevada,nevada,SS,S,2018,3.68,https://ras.football/ras-information/?PlayerID=16102
Jaden Wright,jaden wright,New Mexico State,new mexico state,SS,S,2018,4.69,https://ras.football/ras-information/?PlayerID=16103
Jake Hoffman,jake hoffman,Eastern Washington,eastern washington,FS,S,2018,0.26,https://ras.football/ras-information/?PlayerID=16111
Jaleel Wadood,jaleel wadood,UCLA,ucla,FS,S,2018,2.61,https://ras.football/ras-information/?PlayerID=16124
Jalen Ortiz,jalen ortiz,Wyoming,wyoming,FS,S,2018,3.61,https://ras.football/ras-information/?PlayerID=16129
Jalyn Powell,jalyn powell,Youngstown State,youngstown state,SS,S,2018,2.03,https://ras.football/ras-information/?PlayerID=16134
Jamar Summers,jamar summers,Connecticut,connecticut,FS,S,2018,7.79,https://ras.football/ras-information/?PlayerID=16139
Jamerson Blount,jamerson blount,Samford,samford,SS,S,2018,0.59,https://ras.football/ras-information/?PlayerID=16142
Jarvis McCall,jarvis mccall,Arizona,arizona,SS,S,2018,1.06,https://ras.football/ras-information/?PlayerID=16173
Jason Hall,jason hall,Texas,texas,FS,S,2018,6.14,https://ras.football/ras-information/?PlayerID=16177
Jason Smith,jason smith,Auburn,auburn,SS,S,2018,1.17,https://ras.football/ras-information/?PlayerID=16181
Jerel Morrow,jerel morrow,Oklahoma State,oklahoma state,SS,S,2018,3.6,https://ras.football/ras-information/?PlayerID=16208
Jeremy Reaves,jeremy reaves,South Alabama,south alabama,FS,S,2018,1.4,https://ras.football/ras-information/?PlayerID=16214
Jermaine Antoine,jermaine antoine,McNeese State,mcneese state,FS,S,2018,1.03,https://ras.football/ras-information/?PlayerID=16215
Jessie Bates III,jessie bates iii,Wake Forest,wake forest,FS,S,2018,7.2,https://ras.football/ras-information/?PlayerID=16227
Jessse Moneiro,jessse moneiro,Massachusetts,massachusetts,SS,S,2018,0.45,https://ras.football/ras-information/?PlayerID=16228
Joe Ferguson,joe ferguson,Wisconsin,wisconsin,FS,S,2018,3.37,https://ras.football/ras-information/?PlayerID=16238
John Marshall,john marshall,Troy,troy,FS,S,2018,4.03,https://ras.football/ras-information/?PlayerID=16263
Johnathan Alston,johnathan alston,North Carolina State,north carolina state,FS,S,2018,3.4,https://ras.football/ras-information/?PlayerID=16268
Johnathan Harris,johnathan harris,Central Oklahoma,central oklahoma,SS,S,2018,0.62,https://ras.football/ras-information/?PlayerID=16269
Jon Owens,jon owens,Missouri Western,missouri western,FS,S,2018,9.69,https://ras.football/ras-information/?PlayerID=16277
Jonathan Cook,jonathan cook,Memphis,memphis,FS,S,2018,0.85,https://ras.football/ras-information/?PlayerID=16282
Jonathan Hagler,jonathan hagler,Jacksonville State,jacksonville state,FS,S,2018,4.61,https://ras.football/ras-information/?PlayerID=16284
Jordan Brown,jordan brown,James Madison,james madison,SS,S,2018,2.96,https://ras.football/ras-information/?PlayerID=16293
Jordan Martin,jordan martin,Syracuse,syracuse,FS,S,2018,9.23,https://ras.football/ras-information/?PlayerID=16308
Jordan Whitehead,jordan whitehead,Pittsburgh,pittsburgh,SS,S,2018,5.15,https://ras.football/ras-information/?PlayerID=16317
Joseph Este,joseph este,Tennessee-Martin,tennesseemartin,SS,S,2018,5.62,https://ras.football/ras-information/?PlayerID=16323
Josh Bekoe,josh bekoe,Maryland,maryland,SS,S,2018,1.47,https://ras.football/ras-information/?PlayerID=16331
Josh Liddell,josh liddell,Arkansas,arkansas,FS,S,2018,7.02,https://ras.football/ras-information/?PlayerID=16340
Josh Woods,josh woods,Maryland,maryland,FS,S,2018,2.0,https://ras.football/ras-information/?PlayerID=16351
Joshua Kalu,joshua kalu,Nebraska,nebraska,FS,S,2018,8.99,https://ras.football/ras-information/?PlayerID=16354
Justin Reid,justin reid,Stanford,stanford,SS,S,2018,9.63,https://ras.football/ras-information/?PlayerID=16384
Juwan Gardner,juwan gardner,Western Kentucky,western kentucky,SS,S,2018,2.69,https://ras.football/ras-information/?PlayerID=16392
Kamari Cotton-Moya,kamari cotton-moya,Iowa State,iowa state,FS,S,2018,3.64,https://ras.football/ras-information/?PlayerID=16409
Kelsey Douglas,kelsey douglas,Southern Mississippi,southern mississippi,SS,S,2018,7.15,https://ras.football/ras-information/?PlayerID=16433
Kenneth Maxwell,kenneth maxwell,New Mexico,new mexico,SS,S,2018,0.5,https://ras.football/ras-information/?PlayerID=16444
Kenny James,kenny james,Ferris State,ferris state,SS,S,2018,3.36,https://ras.football/ras-information/?PlayerID=16446
Kevin Ward,kevin ward,Iowa,iowa,FS,S,2018,3.85,https://ras.football/ras-information/?PlayerID=16469
Khalil Williams,khalil williams,Houston,houston,SS,S,2018,5.98,https://ras.football/ras-information/?PlayerID=16475
Kieron Williams,kieron williams,Nebraska,nebraska,FS,S,2018,0.81,https://ras.football/ras-information/?PlayerID=16477
Kishawn McClain,kishawn mcclain,North Texas,north texas,FS,S,2018,2.72,https://ras.football/ras-information/?PlayerID=16480
Korrin Wiggins,korrin wiggins,Clemson,clemson,SS,S,2018,1.46,https://ras.football/ras-information/?PlayerID=16486
Kris Weatherspoon,kris weatherspoon,Troy,troy,SS,S,2018,0.58,https://ras.football/ras-information/?PlayerID=16489
Kyle Queiro,kyle queiro,Northwestern,northwestern,FS,S,2018,4.96,https://ras.football/ras-information/?PlayerID=16503
Kyzir White,kyzir white,West Virginia,west virginia,FS,S,2018,7.57,https://ras.football/ras-information/?PlayerID=16511
Landry Payne,landry payne,Oregon State,oregon state,SS,S,2018,2.94,https://ras.football/ras-information/?PlayerID=16519
Lawrence Austin,lawrence austin,Georgia Tech,georgia tech,FS,S,2018,3.38,https://ras.football/ras-information/?PlayerID=16531
Lemond Johnson,lemond johnson,Richmond,richmond,SS,S,2018,0.48,https://ras.football/ras-information/?PlayerID=16537
Malik Rucker,malik rucker,Western Michigan,western michigan,FS,S,2018,0.64,https://ras.football/ras-information/?PlayerID=16583
Mandella Loggale,mandella loggale,Saint Marys,saint marys,FS,S,2018,0.06,https://ras.football/ras-information/?PlayerID=16589
Marcus Allen,marcus allen,Penn State,penn state,SS,S,2018,8.21,https://ras.football/ras-information/?PlayerID=16599
Marcus Smith,marcus smith,Maryland,maryland,SS,S,2018,0.9,https://ras.football/ras-information/?PlayerID=16609
Marvin Gross,marvin gross,West Virginia,west virginia,FS,S,2018,5.57,https://ras.football/ras-information/?PlayerID=16628
Matt Lopes,matt lopes,Southern California,southern california,SS,S,2018,0.74,https://ras.football/ras-information/?PlayerID=16648
Max Redfield,max redfield,Indiana PA,indiana pa,FS,S,2018,1.59,https://ras.football/ras-information/?PlayerID=16668
Micah Hannemann,micah hannemann,BYU,byu,FS,S,2018,8.34,https://ras.football/ras-information/?PlayerID=16679
Michael Downing,michael downing,Texas Christian,texas christian,SS,S,2018,0.03,https://ras.football/ras-information/?PlayerID=16687
Mike Basile,mike basile,Monmouth,monmouth,FS,S,2018,4.59,https://ras.football/ras-information/?PlayerID=16699
Minkah Fitzpatrick,minkah fitzpatrick,Alabama,alabama,FS,S,2018,8.49,https://ras.football/ras-information/?PlayerID=16719
Montrel Meander,montrel meander,Grambling State,grambling state,FS,S,2018,9.86,https://ras.football/ras-information/?PlayerID=16732
Mossi Johnson,mossi johnson,UCLA,ucla,FS,S,2018,0.29,https://ras.football/ras-information/?PlayerID=16733
Mycial Allen,mycial allen,Northern Illinois,northern illinois,SS,S,2018,1.92,https://ras.football/ras-information/?PlayerID=16735
Nate Andrews,nate andrews,Florida State,florida state,FS,S,2018,0.45,https://ras.football/ras-information/?PlayerID=16743
Nate Gaines,nate gaines,UTSA,utsa,SS,S,2018,1.09,https://ras.football/ras-information/?PlayerID=16745
Nate Gesualdi,nate gesualdi,Colgate,colgate,SS,S,2018,1.76,https://ras.football/ras-information/?PlayerID=16746
Nate Rostek,nate rostek,Mount Allison,mount allison,FS,S,2018,0.1,https://ras.football/ras-information/?PlayerID=16748
