player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Jordan Hall,102309,T,LIBERTY,11,0,206,51.9,1,6,140,100.0,100.0,96.1,1,9,2,155,155,54.7,1,2,42,100.0,100.0,94.0,4,1,44,44
Dominick Giudice,144942,C,MICHIGAN,7,0,222,71.0,2,3,148,100.0,100.0,98.3,2,5,0,154,154,48.0,2,3,65,100.0,100.0,96.2,5,0,67,67
Chris Smith,173282,C,TEMPLE,5,0,306,41.9,1,7,145,100.0,100.0,96.6,0,9,1,154,154,28.4,1,5,47,100.0,100.0,93.6,6,0,48,48
Isaiah Montgomery,162771,T,PITTSBURGH,5,1,268,21.2,5,15,140,100.0,100.0,91.4,3,22,2,154,154,0.0,4,11,62,100.0,100.0,84.7,17,2,66,66
Paula Vaipulu,122500,G,N TEXAS,5,0,251,75.9,0,2,147,100.0,100.0,98.6,0,3,1,154,154,59.5,0,0,24,100.0,100.0,95.8,1,1,27,27
Frank Poso,128243,T,NEVADA,8,0,239,51.9,0,12,148,100.0,100.0,95.3,0,13,1,153,153,41.4,0,9,83,100.0,100.0,93.4,10,1,86,86
Tyler Stephens,138468,G,INDIANA,10,0,190,53.8,1,4,141,100.0,100.0,97.5,0,6,1,153,153,39.7,1,4,62,100.0,100.0,96.0,5,0,68,68
Malik McGowan,122842,G,N CAROLINA,9,0,245,75.2,0,3,143,100.0,100.0,99.0,1,3,0,151,151,67.5,0,3,51,100.0,100.0,97.1,3,0,52,52
Brody Meadows,157643,G,VA TECH,10,0,337,60.0,0,3,143,100.0,100.0,98.3,0,4,1,150,150,61.9,0,1,45,100.0,100.0,98.9,1,0,50,50
Kaden Sieracki,158571,T,BAYLOR,7,0,118,56.1,3,7,137,100.0,100.0,96.4,0,10,0,150,150,51.1,2,3,45,100.0,100.0,94.4,5,0,49,49
Brody Duffel,190720,T,TULSA,8,0,320,21.1,4,8,138,100.0,100.0,92.8,0,16,4,149,149,5.6,4,7,56,100.0,100.0,86.6,13,2,60,60
Brock Robey,163975,C,JVILLE ST,5,0,196,60.9,0,7,133,100.0,100.0,97.4,0,7,0,149,149,64.7,0,4,30,100.0,100.0,93.3,4,0,39,39
Matt Schooley,130578,C,N ILLINOIS,13,0,254,56.1,2,6,141,100.0,100.0,96.5,0,9,1,148,148,46.1,1,5,41,100.0,100.0,92.7,6,0,44,44
Sonny Makasini,72324,G,BYU,7,0,128,63.1,0,3,134,100.0,100.0,98.9,0,3,0,148,148,46.6,0,2,41,100.0,100.0,97.6,2,0,46,46
Cade Briggs,73582,G,ARIZONA ST,7,0,110,58.6,3,4,142,100.0,100.0,97.5,0,7,0,148,148,27.6,2,4,46,100.0,100.0,93.5,6,0,46,46
Richie Leonard IV,124386,G,FLORIDA ST,4,0,167,71.0,1,3,140,100.0,100.0,97.9,0,5,1,148,148,68.1,0,2,50,100.0,100.0,96.0,3,1,51,51
Sioape Vatikani,158334,G,CAL,5,0,130,66.0,1,3,139,100.0,100.0,97.8,0,5,1,146,146,39.4,0,3,33,100.0,100.0,95.5,3,0,33,33
Solatoa Moea'i,174216,G,UTAH,8,0,328,60.7,0,2,138,100.0,100.0,97.1,0,5,3,145,145,42.1,0,2,64,100.0,100.0,93.7,5,3,64,64
Ma'Kyi Lee,157176,T,N TEXAS,4,0,251,68.4,0,3,133,100.0,100.0,98.1,1,4,1,145,145,72.0,0,2,26,100.0,100.0,96.2,2,0,31,31
Joey Capra,98230,T,ARIZONA,5,0,109,54.2,2,7,140,100.0,100.0,93.2,0,14,5,144,144,43.1,1,5,56,100.0,100.0,89.3,9,3,58,58
LeQuint Allen,158290,HB,SYRACUSE,13,1,304,80.7,0,1,130,24.2,24.8,99.6,2,1,0,142,573,73.2,0,1,45,27.1,29.1,98.9,1,0,52,179
Michael Wooten,157250,T,ARIZONA,5,2,109,53.4,1,7,129,100.0,100.0,94.6,3,11,3,140,140,44.5,1,6,49,100.0,100.0,88.8,9,2,56,56
Connor McLaughlin,131771,T,STANFORD,8,0,300,61.0,1,4,130,100.0,100.0,95.0,0,9,4,138,138,47.4,1,3,44,100.0,100.0,88.6,7,3,46,46
Robert Scott Jr.,122415,T,FLORIDA ST,6,1,167,65.6,1,8,130,100.0,100.0,95.8,3,10,1,138,138,65.1,0,5,51,100.0,100.0,93.1,6,1,54,54
Jeremy James,98423,G,OLE MISS,6,0,226,63.0,0,4,132,100.0,100.0,98.5,0,4,0,138,138,53.4,0,2,37,100.0,100.0,97.3,2,0,39,39
Mason Maddox,157721,G,KENT STATE,4,0,201,17.7,1,11,129,100.0,100.0,94.6,0,13,1,138,138,26.1,0,6,43,100.0,100.0,93.0,6,0,44,44
Brady Wayburn,158638,G,UCONN,7,0,146,55.3,0,2,135,100.0,100.0,97.8,0,4,2,138,138,48.7,0,2,46,100.0,100.0,95.7,3,1,47,47
Joseph Harbert,157842,C,S JOSE ST,3,0,285,40.8,1,5,121,100.0,100.0,97.5,1,6,0,137,137,19.6,1,4,44,100.0,100.0,94.3,5,0,49,49
Patrick Kutas,163635,G,ARKANSAS,4,0,111,73.6,1,4,132,100.0,100.0,98.1,0,5,0,137,137,63.7,1,3,55,100.0,100.0,96.4,4,0,58,58
Saipale Fuimaono,184198,G,S DIEGO ST,5,0,284,33.0,1,4,128,100.0,100.0,96.5,3,7,2,136,136,36.6,0,2,44,100.0,100.0,95.5,3,1,47,47
Erik Russell,144203,T,WAKE,8,0,339,56.7,1,3,128,100.0,100.0,96.1,0,7,3,136,136,62.1,0,2,52,100.0,100.0,94.2,4,2,58,58
Laurence Seymore,143949,G,AKRON,8,0,102,78.9,0,1,129,100.0,100.0,99.6,0,1,0,136,136,76.6,0,0,42,100.0,100.0,100.0,0,0,44,44
Tamarus Walker,170210,G,MARYLAND,8,0,215,41.8,4,3,128,100.0,100.0,95.7,0,9,2,136,136,27.7,3,3,62,100.0,100.0,93.5,7,1,67,67
Brady Small,171015,C,ARMY,14,0,114,76.4,1,1,125,100.0,100.0,98.4,0,3,1,136,136,58.2,1,0,30,100.0,100.0,98.3,1,0,35,35
Wilkin Formby,172376,T,ALABAMA,8,1,103,61.0,1,8,125,100.0,100.0,95.6,3,10,1,135,135,54.1,1,7,60,100.0,100.0,93.3,8,0,65,65
Jerrod Burrell,184141,G,AKRON,10,0,102,43.0,1,4,130,100.0,100.0,96.5,0,7,2,135,135,15.6,1,3,33,100.0,100.0,90.9,5,1,36,36
Ben Sparks,121949,G,SMU,9,0,287,69.4,2,1,122,100.0,100.0,98.8,0,3,0,134,134,36.6,2,1,37,100.0,100.0,95.9,3,0,38,38
Marquez Cooper,130489,HB,S DIEGO ST,12,0,284,63.4,1,5,121,31.0,31.8,96.7,1,7,1,134,422,52.4,1,3,47,45.2,47.0,93.6,5,1,55,117
Campbell McHarg,147569,G,FRESNO ST,5,0,169,76.9,0,2,128,100.0,100.0,98.4,0,3,1,134,134,75.7,0,1,37,100.0,100.0,98.6,1,0,40,40
Stacey Wilkins,99431,T,W KENTUCKY,4,1,346,72.1,0,4,122,100.0,100.0,98.4,2,4,0,134,134,60.9,0,0,38,100.0,100.0,100.0,0,0,43,43
Dylan Sampson,163772,HB,TENNESSEE,13,0,307,64.4,1,5,118,41.1,42.8,96.6,1,7,1,133,311,51.9,1,2,34,54.0,58.3,92.6,4,1,42,72
Bill Katsigiannis,147319,G,ARMY,14,0,114,61.8,1,3,121,100.0,100.0,98.3,0,4,0,132,132,67.3,1,1,30,100.0,100.0,96.7,2,0,35,35
Connor Finucane,121569,T,ARMY,14,0,114,65.7,1,4,122,100.0,100.0,98.0,0,5,0,132,132,69.9,0,3,30,100.0,100.0,95.0,3,0,35,35
Yutaka Mahe,146393,T,UCLA,3,0,324,23.5,2,15,128,100.0,100.0,91.8,0,19,2,131,131,3.2,1,10,49,100.0,100.0,86.7,12,1,51,51
TJ Shanahan Jr.,172597,G,TEXAS A&M,9,0,312,53.2,2,5,125,100.0,100.0,95.6,1,9,2,131,131,39.9,1,4,66,100.0,100.0,93.2,7,2,66,66
Andre Otto,170351,G,FLORIDA ST,6,0,167,39.0,2,4,123,100.0,100.0,95.9,2,8,2,131,131,30.8,1,3,65,100.0,100.0,95.4,5,1,68,68
Lucas Scott,147358,T,ARMY,14,0,114,72.7,0,4,121,100.0,100.0,98.3,0,4,0,131,131,59.2,0,2,30,100.0,100.0,96.7,2,0,35,35
Greg Smith Jr.,171292,G,MIAMI OH,10,0,221,59.3,1,1,127,100.0,100.0,98.4,0,3,1,131,131,37.7,1,1,36,100.0,100.0,97.2,2,0,38,38
Kamryn Waites,147153,G,FLORIDA,11,1,163,60.1,1,5,120,100.0,100.0,97.5,1,6,0,130,130,20.0,1,5,39,100.0,100.0,92.3,6,0,44,44
Cam Nichols,175253,G,NAVY,9,0,237,53.7,1,4,124,100.0,100.0,98.0,0,5,0,130,130,44.4,0,0,18,100.0,100.0,100.0,0,0,18,18
Renato Brown,98232,G,LOUISVILLE,8,1,210,57.4,1,5,127,100.0,100.0,97.6,1,6,0,129,129,44.3,0,3,41,100.0,100.0,96.3,3,0,42,42
John Long,145399,G,RICE,4,0,275,44.3,4,3,126,100.0,100.0,97.2,0,7,0,129,129,14.8,4,3,38,100.0,100.0,90.8,7,0,38,38
Que McBroom,190018,T,LA MONROE,8,0,209,73.0,0,4,122,100.0,100.0,98.4,0,4,0,129,129,78.4,0,1,23,100.0,100.0,97.8,1,0,24,24
Mason Cook,123852,G,GA STATE,9,0,175,60.7,2,5,119,100.0,100.0,97.1,0,7,0,129,129,63.3,1,2,34,100.0,100.0,95.6,3,0,40,40
Emmit Bohle,156074,T,ARIZONA ST,13,1,110,74.7,0,5,122,100.0,100.0,98.0,1,5,0,129,129,63.0,0,4,41,100.0,100.0,95.1,4,0,44,44
Johnny Williams IV,173193,T,W VIRGINIA,6,0,343,84.5,1,2,115,100.0,100.0,97.8,0,4,1,127,127,69.3,1,2,37,100.0,100.0,93.2,4,1,43,43
Luke Montgomery,170261,G,OHIO STATE,10,0,260,61.3,0,3,120,100.0,100.0,97.1,0,5,2,126,126,36.6,0,3,46,100.0,100.0,94.6,4,1,46,46
Kam Dewberry,158645,G,TEXAS A&M,9,0,312,51.4,0,5,120,100.0,100.0,97.1,0,6,1,126,126,47.3,0,3,60,100.0,100.0,95.8,4,1,62,62
Riley McGehee,188347,T,ARK STATE,6,1,113,32.7,0,10,118,100.0,100.0,92.4,1,14,4,125,125,60.2,0,3,46,100.0,100.0,94.6,4,1,51,51
Jaison Patterson,145654,HB,BOWL GREEN,13,0,122,79.3,0,2,121,45.0,44.1,98.3,0,3,1,124,281,78.8,0,1,59,55.7,55.9,97.5,2,1,62,111
Caelan Williams,122466,T,GA SOUTHRN,7,0,174,69.4,0,3,110,100.0,100.0,96.8,0,5,2,124,124,55.2,0,2,31,100.0,100.0,93.5,3,1,36,36
Quali Conley,141259,HB,ARIZONA,12,1,109,66.6,3,3,115,32.7,33.6,95.7,1,8,2,124,369,60.6,3,2,58,41.1,42.8,94.0,6,1,65,152
Dayne Shor,158632,T,AKRON,11,0,102,24.0,1,13,118,100.0,100.0,93.2,1,15,1,124,124,36.3,1,6,38,100.0,100.0,90.8,7,0,41,41
Austin Boyd,174066,G,UNLV,10,0,325,85.4,0,1,117,100.0,100.0,99.6,1,1,0,124,124,87.7,0,0,22,100.0,100.0,100.0,0,0,25,25
Ryan Stewart,146171,G,ARIZONA,6,0,109,61.5,3,3,113,100.0,100.0,96.5,0,7,1,121,121,64.1,2,1,40,100.0,100.0,93.7,4,1,44,44
Keleki Latu,146291,TE,WASHINGTON,13,0,340,61.0,1,7,116,26.0,26.1,95.7,0,9,1,121,463,71.4,0,1,15,10.8,11.7,96.7,1,0,17,145
Drew Bobo,163736,C,GEORGIA,6,0,173,75.8,1,3,118,99.2,99.2,98.3,0,4,0,121,122,84.3,0,0,23,100.0,100.0,100.0,0,0,23,23
Sam Roush,157270,TE,STANFORD,12,1,300,67.1,0,6,110,25.1,25.7,97.3,3,6,0,121,470,71.0,0,2,32,21.6,22.2,96.9,2,0,36,162
Demetris Allen,98082,G,UTSA,8,0,331,68.9,1,3,113,100.0,100.0,96.5,0,6,2,120,120,59.2,0,3,30,100.0,100.0,88.3,5,2,35,35
Tate Carney,157522,HB,WAKE,12,0,339,27.6,2,8,112,58.6,58.8,91.1,0,15,5,120,204,28.7,2,4,51,82.3,82.9,86.3,10,4,58,70
Ashton Jeanty,157196,HB,BOISE ST,14,0,120,49.0,0,8,111,30.3,31.2,95.5,1,9,1,119,382,34.7,0,5,49,37.1,37.3,92.9,6,1,53,142
Jack Bailey,98061,C,NWESTERN,4,0,256,73.7,0,3,112,100.0,100.0,98.7,0,3,0,118,118,74.5,0,2,52,100.0,100.0,98.1,2,0,56,56
Paolo Gennarelli,170976,G,ARMY,14,0,114,62.1,0,1,109,100.0,100.0,99.5,0,1,0,118,118,38.2,0,0,25,100.0,100.0,100.0,0,0,28,28
Tanner Arkin,146008,TE,ILLINOIS,13,1,187,60.8,4,2,106,29.7,30.2,96.2,1,7,1,117,388,68.1,0,0,24,21.6,22.6,95.8,1,1,28,124
Tahj Brooks,123133,HB,TEXAS TECH,11,0,315,65.6,3,4,111,28.5,28.7,95.9,0,8,1,117,408,44.6,2,2,45,36.3,35.9,95.6,4,0,47,131
Branson Hickman,121928,C,OKLAHOMA,5,0,261,67.0,0,4,103,100.0,100.0,97.1,1,5,1,117,117,50.6,0,2,29,100.0,100.0,93.1,3,1,34,34
Reuben Unije,81675,T,UCLA,4,2,324,48.8,3,5,104,100.0,100.0,94.2,5,10,2,116,116,38.5,1,4,47,100.0,100.0,92.6,6,1,57,57
Tautai Li'o Marks,128158,G,TULSA,4,0,320,70.5,0,2,112,100.0,100.0,98.2,0,3,1,115,115,57.4,0,2,41,100.0,100.0,95.1,3,1,42,42
Jordan Hall,173328,T,UAB,4,3,321,62.5,3,6,109,100.0,100.0,95.9,3,9,0,114,114,58.9,2,3,45,100.0,100.0,94.4,5,0,47,47
Mason Randolph,145991,C,BOISE ST,4,0,120,57.7,0,3,106,100.0,100.0,98.6,0,3,0,114,114,40.4,0,1,38,100.0,100.0,98.7,1,0,45,45
Joe Cruz,158295,G,SYRACUSE,8,0,304,66.9,0,3,103,100.0,100.0,98.5,0,3,0,114,114,67.9,0,2,34,100.0,100.0,97.1,2,0,37,37
Keiondre Jones,99072,G,FLORIDA ST,8,0,167,59.4,1,3,110,100.0,100.0,96.4,0,6,2,114,114,43.6,0,2,41,100.0,100.0,92.7,4,2,44,44
Michael Hershey,188250,C,MARYLAND,7,0,215,32.2,2,4,105,100.0,100.0,97.1,1,6,0,114,114,49.1,1,2,50,100.0,100.0,97.0,3,0,56,56
Daylon Metoyer,190992,T,BOISE ST,6,0,120,45.3,0,6,107,100.0,100.0,96.3,0,7,1,113,113,44.2,0,3,43,100.0,100.0,96.5,3,0,48,48
Shamar Hobdy-Lee,98421,T,HOUSTON,9,0,182,41.3,0,10,104,100.0,100.0,93.3,0,12,2,111,111,42.2,0,6,30,100.0,100.0,86.7,7,1,33,33
Joseph Immediato,145493,G,UTEP,7,1,330,45.6,2,3,104,100.0,100.0,97.6,1,5,0,111,111,20.9,1,2,40,100.0,100.0,96.2,3,0,42,42
Tanner Welch,176432,T,SO MISS,9,1,296,30.7,6,3,105,100.0,100.0,92.9,1,12,3,111,111,28.9,2,2,38,100.0,100.0,86.8,7,3,39,39
Turner Corcoran,129684,T,NEBRASKA,4,0,238,52.2,2,2,98,100.0,100.0,98.0,0,4,0,110,110,37.0,2,2,43,100.0,100.0,95.3,4,0,49,49
Jordan Herman,157738,T,CHARLOTTE,10,0,136,65.9,0,2,105,97.2,97.3,98.1,0,3,1,110,113,45.1,0,2,40,100.0,100.0,95.0,3,1,41,41
Jabari Bates,157835,HB,S JOSE ST,13,0,285,53.1,2,5,102,77.9,76.4,95.6,0,8,1,110,144,22.6,2,5,44,91.7,88.7,89.8,8,1,47,53
Kyle Monangai,129891,HB,RUTGERS,11,0,278,51.2,4,3,103,37.5,37.2,94.7,0,9,2,109,293,46.7,2,2,60,40.3,40.3,95.0,5,1,64,159
Andrew Chamblee,157025,T,SMU,10,0,287,65.9,0,7,99,100.0,100.0,94.4,0,9,2,108,108,56.0,0,3,34,100.0,100.0,92.6,4,1,36,36
Jonah Coleman,158717,HB,WASHINGTON,13,0,340,76.9,1,3,101,35.6,36.5,98.0,0,4,0,108,296,61.8,0,2,27,34.6,36.1,96.3,2,0,30,83
Tyler Cappi,163571,C,TROY,5,0,318,53.2,1,4,102,100.0,100.0,97.5,0,5,0,108,108,54.6,0,2,36,100.0,100.0,97.2,2,0,41,41
Venly Tatafu,158830,G,UTSA,3,2,331,70.4,0,4,104,100.0,100.0,98.1,2,4,0,107,107,58.1,0,2,35,100.0,100.0,97.1,2,0,35,35
Scarlee Jean,160961,T,FAU,8,0,165,70.5,3,1,100,100.0,100.0,98.0,0,4,0,107,107,71.6,1,1,28,100.0,100.0,96.4,2,0,32,32
Trey Andersen,144011,T,UTAH ST,7,0,329,39.4,4,3,94,100.0,100.0,95.2,0,8,1,107,107,24.3,0,1,12,100.0,100.0,87.5,2,1,14,14
Walker Baty,123299,G,UTSA,5,0,331,54.3,1,4,102,100.0,100.0,97.5,0,5,0,106,106,21.0,0,2,23,100.0,100.0,95.7,2,0,25,25
Dakota White,122688,T,HOUSTON,7,0,182,57.6,1,4,103,100.0,100.0,96.6,1,6,1,106,106,53.5,0,2,27,100.0,100.0,92.6,3,1,29,29
Jackson Lampley,99047,G,TENNESSEE,9,0,307,44.6,0,5,94,100.0,100.0,97.3,1,5,0,106,106,17.7,0,3,13,100.0,100.0,88.5,3,0,16,16
Dylan Downing,128352,HB,MIAMI OH,10,0,221,77.5,0,3,100,70.9,71.6,98.5,0,3,0,106,148,73.4,0,2,50,83.3,84.4,98.0,2,0,54,64
Micah Ford,188865,HB,STANFORD,9,0,300,68.6,2,2,100,38.6,39.0,96.0,0,6,2,105,269,63.3,0,2,36,45.0,46.5,94.4,3,1,40,86
Victor Stoffel,98528,T,CAL,7,0,130,49.8,2,6,93,100.0,100.0,92.5,0,11,3,105,105,36.4,1,5,27,100.0,100.0,81.5,8,2,31,31
Bryan Felter,129877,G,RUTGERS,4,0,278,73.5,1,2,101,100.0,100.0,98.5,0,3,0,105,105,79.4,0,1,38,100.0,100.0,98.7,1,0,39,39
Wyatt Lawson,145220,C,FIU,10,0,166,75.1,0,1,97,100.0,100.0,99.5,0,1,0,103,103,72.0,0,0,22,100.0,100.0,100.0,0,0,24,24
John Bock II,156549,C,FIU,3,0,166,60.7,1,1,97,100.0,100.0,99.0,0,2,0,103,103,80.9,0,0,11,100.0,100.0,100.0,0,0,12,12
Billie Roberts,130379,T,BOWL GREEN,4,0,122,54.2,1,1,96,100.0,100.0,96.9,0,4,2,103,103,36.6,0,1,27,100.0,100.0,94.4,2,1,28,28
Delbert Mimms III,99609,HB,E MICHIGAN,12,0,160,74.1,0,6,96,36.4,36.8,96.9,0,6,0,103,280,61.0,0,5,36,32.1,33.1,93.1,5,0,39,118
Thomas Paasch,171322,T,N ILLINOIS,6,1,254,68.3,1,0,96,100.0,100.0,99.5,1,1,0,103,103,77.3,0,0,23,100.0,100.0,100.0,0,0,23,23
Alec Falk,186417,G,AIR FORCE,10,0,101,66.1,0,1,94,100.0,100.0,98.4,0,2,1,103,103,66.9,0,0,36,100.0,100.0,100.0,0,0,40,40
Trent Howard,122150,G,CLEMSON,7,0,140,62.1,0,3,95,100.0,100.0,97.4,0,4,1,102,102,72.8,0,1,26,100.0,100.0,98.1,1,0,28,28
Eric Meeks,53398,G,MARSHALL,8,0,214,60.6,1,1,95,100.0,100.0,98.9,0,2,0,102,102,26.7,0,1,25,100.0,100.0,98.0,1,0,29,29
Conner Muldowney,184078,TE,KENT STATE,12,0,201,51.5,0,6,100,40.3,39.8,96.0,0,7,1,102,256,49.6,0,2,38,43.7,42.7,94.7,3,1,38,89
Trevor Tate,173885,T,AIR FORCE,9,0,101,33.9,1,3,93,100.0,100.0,94.6,0,7,3,101,101,36.5,1,2,37,100.0,100.0,93.2,4,1,40,40
Daniel Gonzalez,141268,T,MIDDLE TN,4,0,224,11.9,0,8,99,100.0,100.0,93.9,1,10,2,101,101,0.0,0,5,26,100.0,100.0,86.5,6,1,27,27
Dave Iuli,163294,G,OREGON,5,0,264,53.4,0,4,98,100.0,100.0,98.0,0,4,0,101,101,71.8,0,1,33,100.0,100.0,98.5,1,0,34,34
Tristian Smith,163472,G,ARK STATE,6,0,113,76.0,0,2,93,100.0,100.0,97.8,1,3,1,100,100,60.1,0,1,29,100.0,100.0,94.8,2,1,35,35
Corey Kiner,86392,HB,CINCINNATI,12,0,138,47.4,2,5,93,35.0,35.6,96.2,0,7,0,100,281,65.6,0,1,31,38.3,39.5,98.4,1,0,34,86
Malik Aliane,184643,C,NEW MEXICO,5,0,241,75.7,0,0,89,98.9,99.0,100.0,0,0,0,100,101,65.5,0,0,18,94.7,95.2,100.0,0,0,20,21
Keanon McNally,158420,T,DOMINION,5,0,263,40.0,2,5,93,100.0,100.0,93.0,1,10,3,100,100,48.4,2,1,31,100.0,100.0,91.9,4,1,35,35
Kingsley Ugwu,144587,T,FRESNO ST,8,1,169,39.0,2,5,92,100.0,100.0,94.0,1,9,2,99,99,14.0,2,3,37,100.0,100.0,87.8,7,2,39,39
Jake Taylor,158086,T,OKLAHOMA,4,0,261,62.6,2,6,90,100.0,100.0,93.3,0,10,2,99,99,54.2,0,3,21,100.0,100.0,88.1,4,1,25,25
Luke McGary,173303,TE,TULSA,12,0,320,78.5,0,0,91,32.0,32.1,100.0,2,0,0,98,305,77.7,0,0,20,17.9,19.2,100.0,0,0,23,120
Gunnar Helm,144726,TE,TEXAS,16,0,311,66.9,2,1,93,16.0,16.1,97.3,3,4,1,98,609,67.7,0,1,16,10.2,9.7,96.9,1,0,16,165
Caleb Thomas,98077,G,TULANE,12,0,319,87.5,0,0,87,96.7,97.0,100.0,0,0,0,97,100,83.1,0,0,25,100.0,100.0,100.0,0,0,31,31
Jayden Williams,146815,T,OLE MISS,5,0,226,74.3,1,1,90,100.0,100.0,98.9,1,2,0,97,97,54.9,0,1,13,100.0,100.0,96.2,1,0,16,16
Weston Wallace,124043,G,GA SOUTHRN,11,0,174,79.3,0,3,89,100.0,100.0,98.3,1,3,0,97,97,70.4,0,2,26,100.0,100.0,96.2,2,0,29,29
Zaire Flournoy,121488,G,UAB,6,0,321,47.8,0,6,89,100.0,100.0,95.5,1,7,1,96,96,43.4,0,1,37,100.0,100.0,95.9,2,1,41,41
Okino King,156526,G,FAU,7,0,165,54.8,1,4,94,100.0,100.0,97.3,0,5,0,96,96,54.0,0,2,33,100.0,100.0,97.0,2,0,34,34
Jay Ducker,130550,HB,SM HOUSTON,13,0,281,59.9,1,2,91,40.6,40.9,96.2,0,5,2,96,235,27.9,1,1,17,47.2,48.6,82.4,4,2,18,37
Thornton Gentry,143993,G,APP STATE,5,0,108,56.9,0,3,89,100.0,100.0,97.2,0,4,1,95,95,67.6,0,1,27,100.0,100.0,94.4,2,1,28,28
Tobias Raymond,176641,T,USC,7,0,326,23.1,1,6,90,100.0,100.0,95.0,0,8,1,95,95,0.0,1,3,24,100.0,100.0,87.5,5,1,27,27
Cody Smith,176132,T,BALL ST,2,0,117,35.0,1,8,89,100.0,100.0,92.7,0,11,2,95,95,14.4,1,4,27,100.0,100.0,87.0,6,1,27,27
Klabron Pollard,163566,G,SO MISS,10,0,296,69.2,0,2,87,100.0,98.9,97.7,0,3,1,94,95,48.2,0,2,26,100.0,100.0,92.3,3,1,28,28
Omarion Hampton,162750,HB,N CAROLINA,12,0,245,54.8,1,5,85,24.2,24.9,96.5,0,6,0,94,377,53.1,0,2,43,30.9,31.1,97.7,2,0,46,148
JB Nelson,164180,G,PENN STATE,13,0,266,46.8,1,3,92,100.0,100.0,96.7,0,5,1,94,94,17.2,1,3,40,100.0,100.0,92.5,5,1,41,41
Mata'ava Ta'ase,141701,TE,BYU,13,0,128,56.9,2,3,87,45.5,45.0,97.1,0,5,0,94,209,29.8,2,1,11,21.6,21.1,86.4,3,0,12,57
Luke Rogers,173572,G,SO MISS,8,0,296,39.3,1,7,87,100.0,100.0,95.4,0,8,0,94,94,35.9,0,4,30,100.0,100.0,93.3,4,0,31,31
Jake Steele,157843,G,BOISE ST,7,0,120,65.3,0,1,88,100.0,100.0,98.3,1,2,1,93,93,52.2,0,1,38,100.0,100.0,96.1,2,1,39,39
Jordan Brown,145550,T,GA TECH,5,0,176,30.4,1,4,90,100.0,100.0,97.2,0,5,0,93,93,13.7,0,2,16,100.0,100.0,93.7,2,0,17,17
Jevon Jackson,149110,HB,UTEP,12,0,330,86.0,0,1,87,30.6,31.2,99.4,0,1,0,93,298,85.1,0,0,27,32.1,32.6,100.0,0,0,29,89
Jaiden Credle,158060,HB,MIDDLE TN,12,0,224,52.4,1,4,87,35.7,36.3,93.7,0,8,3,93,256,45.3,0,3,45,50.0,50.5,92.2,5,2,48,95
Mason Taylor,157122,TE,LSU,12,0,211,63.9,1,2,80,15.3,16.7,98.1,1,3,0,93,556,74.0,1,0,20,9.4,10.5,97.5,1,0,24,228
Jordon Jones,164122,T,OHIO,6,0,259,24.6,5,5,87,100.0,100.0,94.3,0,10,0,92,92,12.3,4,3,35,100.0,100.0,90.0,7,0,35,35
Jackson Brown,158312,T,PITTSBURGH,4,0,268,9.5,1,4,86,100.0,100.0,92.4,1,9,4,92,92,2.8,1,2,35,100.0,100.0,87.1,6,3,39,39
Judah Kaio,184168,G,HAWAII,3,0,180,40.1,1,3,87,100.0,100.0,97.7,0,4,0,91,91,49.1,1,2,54,100.0,100.0,97.2,3,0,56,56
Canon Boone,146846,G,MISS STATE,6,0,227,69.6,1,1,86,100.0,100.0,98.8,1,2,0,91,91,74.3,0,0,31,100.0,100.0,100.0,0,0,33,33
Jarquez Hunter,146662,HB,AUBURN,12,0,115,51.1,0,5,86,29.0,29.4,94.8,0,7,2,91,310,50.7,0,1,31,30.7,31.5,95.2,2,1,34,108
Kevin Cline,123537,T,BOSTON COL,7,0,121,73.3,0,3,86,100.0,100.0,95.9,0,5,2,91,91,64.3,0,2,38,100.0,100.0,92.1,4,2,41,41
Ezomo Oratokhai,190888,G,NWESTERN,3,0,256,76.5,0,2,90,100.0,100.0,98.9,0,2,0,91,91,76.0,0,2,57,100.0,100.0,98.2,2,0,57,57
Cameron Kinnie,124027,G,UCF,7,0,323,69.6,1,1,86,100.0,100.0,97.7,0,3,1,90,90,28.7,1,1,22,100.0,100.0,90.9,3,1,22,22
Nick Reimer,142535,T,BOWL GREEN,4,0,122,49.7,1,3,87,100.0,100.0,95.4,1,6,2,90,90,39.6,1,2,27,100.0,100.0,87.0,5,2,29,29
Terrence Moore,144032,C,PITTSBURGH,8,0,268,61.4,0,2,86,100.0,100.0,98.8,0,2,0,90,90,47.1,0,1,37,100.0,100.0,98.6,1,0,38,38
Jaydn Ott,158325,HB,CAL,10,0,130,54.0,1,2,82,30.6,31.3,98.2,1,3,0,90,288,63.6,0,1,36,47.4,48.1,98.6,1,0,38,79
