player,player_id,position,team_name,player_game_count,assists,franchise_id,hits,hurries,lhs_assists,lhs_hits,lhs_hurries,lhs_misses,lhs_pass_rush_percent,lhs_pass_rush_snaps,lhs_pressures,lhs_prp,lhs_sacks,lhs_stops,lhs_tackles,misses,pass_rush_percent,pass_rush_snaps,pass_snaps,pressures,prp,rhs_assists,rhs_hits,rhs_hurries,rhs_misses,rhs_pass_rush_percent,rhs_pass_rush_snaps,rhs_pressures,rhs_prp,rhs_sacks,rhs_stops,rhs_tackles,sacks,stops,tackles
Solomon Tuliaupupu,82562,ED,USC,9,0,326,1,2,0,1,0,0,27.4,17,1,2.9,0,0,0,0,74.1,63,85,3,2.4,0,0,2,0,72.6,45,2,2.2,0,0,0,0,0,0
Kelby Collins,174238,DI,FLORIDA,5,0,163,0,1,0,0,0,0,42.9,9,0,0.0,0,0,0,0,95.5,21,22,1,2.4,0,0,1,0,57.1,12,1,4.2,0,1,1,0,1,1
Jalen Logan-Redding,129661,DI,MINNESOTA,13,0,225,4,10,0,1,7,0,50.7,137,8,2.9,0,1,2,1,100.0,290,290,14,2.4,0,3,2,0,49.3,133,5,1.9,0,0,1,0,1,3
Cole Gustafson,183929,DI,FIU,10,0,166,1,1,0,0,1,0,48.7,19,1,2.6,0,0,1,0,100.0,41,41,2,2.4,0,1,0,0,51.3,20,1,2.5,0,0,0,0,0,1
Zach Kennedy,142186,ED,UC DAVIS,14,1,322,4,13,0,1,6,3,54.4,256,7,1.4,0,1,2,3,98.1,477,486,20,2.4,1,3,7,0,45.6,215,13,3.7,3,4,1,3,5,3
Latrevion Thompson,159632,ED,SE MO ST,13,1,293,0,3,1,0,1,0,48.4,30,1,1.7,0,0,0,0,92.5,62,67,3,2.4,0,0,2,0,51.6,32,2,3.1,0,0,0,0,0,0
Jamal Marshall,142194,DI,PRVIEW A&M,12,0,270,2,9,0,0,3,0,18.3,43,3,3.5,0,0,0,2,100.0,271,271,12,2.4,0,2,2,0,81.7,192,4,1.0,0,0,0,1,1,0
Jacob Moore,172723,ED,VA MILT IN,11,1,336,0,3,1,0,1,0,48.1,89,3,2.8,2,2,0,0,98.4,189,192,6,2.4,0,0,2,0,51.9,96,3,2.1,1,1,0,3,3,0
Ryder Trujillo,170705,DI,MONTANA ST,3,0,233,1,0,0,1,0,0,52.4,11,1,4.5,0,0,0,0,100.0,21,21,1,2.4,0,0,0,0,47.6,10,0,0.0,0,0,0,0,0,0
DJ Taylor,192959,ED,W ILLINOIS,8,0,345,4,0,0,2,0,0,53.1,68,3,2.9,1,1,0,1,98.5,128,130,5,2.3,0,2,0,1,46.9,60,2,1.7,0,0,1,1,1,1
Justin Kirkland,160310,DI,OKLA STATE,12,0,262,0,5,0,0,2,0,55.3,83,3,2.4,1,2,1,1,98.7,155,157,6,2.3,0,0,3,1,44.7,67,3,2.2,0,0,0,1,2,1
Sincere Jackson,160296,LB,SM HOUSTON,13,0,281,0,2,0,0,2,0,40.5,17,2,5.9,0,0,0,0,25.9,43,166,2,2.3,0,0,0,0,59.5,25,0,0.0,0,0,0,0,0,0
Rowan Briggs,160128,ED,SE LA,12,0,294,0,2,0,0,1,0,45.9,61,2,2.5,1,1,0,1,95.7,133,139,4,2.3,0,0,1,1,54.1,72,2,2.1,1,1,0,2,2,0
Tyson Garrett,161318,LB,BUTLER,12,0,127,0,1,0,0,0,0,57.1,12,0,0.0,0,0,0,0,7.8,22,283,1,2.3,0,0,1,0,42.9,9,1,5.6,0,0,0,0,0,0
BJ Williams,144214,ED,WAKE,12,0,339,2,3,0,1,0,0,52.3,81,2,1.9,1,1,0,0,85.6,155,181,6,2.3,0,1,3,0,47.7,74,4,2.7,0,0,0,1,1,0
Caden Camese,159857,DI,MERCER,13,0,219,0,6,0,0,5,0,47.1,120,6,2.9,1,1,1,0,99.6,260,261,9,2.3,0,0,1,0,52.9,135,2,1.1,1,2,1,3,4,2
Quincy Ledet Jr.,123485,DI,TEXAS TECH,11,1,315,1,8,0,1,2,0,51.2,83,3,1.8,0,0,0,0,100.0,196,196,9,2.3,0,0,4,0,48.8,79,4,2.5,0,0,1,0,0,1
Jackson Dowd,159778,S,LEHIGH,12,0,205,1,0,0,0,0,0,45.5,10,0,0.0,0,0,0,0,6.0,22,367,1,2.3,0,1,0,0,54.5,12,1,4.2,0,0,0,0,0,0
DeAndre Jules,99830,DI,S CAROLINA,9,1,289,0,3,0,0,1,0,69.5,41,1,1.2,0,0,1,1,100.0,65,65,3,2.3,1,0,1,1,30.5,18,1,2.8,0,0,0,0,0,1
Henry Davis III,183975,DI,NEW MEX ST,6,0,242,0,2,0,0,0,0,52.6,20,0,0.0,0,0,0,0,100.0,43,43,2,2.3,0,0,1,0,47.4,18,1,2.8,0,0,0,0,0,0
Sawyer Goram-Welch,123116,DI,COAST CAR,12,0,141,2,5,0,2,4,1,49.0,73,6,4.1,0,1,1,2,99.2,240,242,9,2.3,0,0,1,1,51.0,76,2,2.0,1,0,1,2,2,3
Parker Jacobs,100442,ED,ROB MORRIS,11,0,277,0,5,0,0,2,0,68.7,103,3,1.9,1,1,1,1,100.0,150,150,6,2.3,0,0,3,1,31.3,47,3,3.2,0,0,0,1,1,1
EJ Moore Jr.,185907,DI,W CAROLINA,12,1,344,0,4,1,0,2,1,55.8,72,3,2.8,1,0,0,1,100.0,129,129,5,2.3,0,0,2,0,44.2,57,2,1.8,0,1,1,1,1,1
Justin Eklund,157848,LB,BOWL GREEN,11,0,122,0,1,0,0,0,0,59.1,13,0,0.0,0,0,0,0,42.3,22,52,1,2.3,0,0,1,0,40.9,9,1,5.6,0,0,0,0,0,0
Demerick Morris,125335,DI,TEMPLE,11,0,306,2,3,0,0,1,0,63.3,81,1,0.6,0,0,1,0,100.0,150,150,6,2.3,0,2,2,0,36.7,47,5,6.4,1,1,1,1,1,2
Connor Lingren,157293,DI,TCU,7,0,305,0,0,0,0,0,0,67.4,29,1,3.4,1,0,0,0,100.0,44,44,1,2.3,0,0,0,0,32.6,14,0,0.0,0,0,0,1,0,0
Damonic Williams,157291,DI,OKLAHOMA,13,0,261,0,7,0,0,4,0,78.4,134,4,1.5,0,0,1,0,99.5,196,197,8,2.3,0,0,1,0,21.6,37,1,1.4,0,1,1,1,2,2
Zach Garron,142321,ED,NEW HAMP,13,0,240,1,5,0,1,5,0,78.5,102,6,2.9,0,0,1,0,97.7,130,133,6,2.3,0,0,0,0,21.5,28,0,0.0,0,0,0,0,0,1
Eric Hicks Jr.,97967,DI,TULANE,14,0,319,1,6,0,0,4,1,59.3,48,4,4.2,0,0,0,1,100.0,155,155,7,2.3,0,1,2,0,40.7,33,3,4.5,0,0,0,0,0,0
Denzel Lowry,145381,DI,DOMINION,12,1,263,2,11,0,0,1,0,68.9,31,1,1.6,0,0,0,1,99.3,277,279,13,2.3,0,1,1,0,31.1,14,2,7.1,0,0,0,0,2,3
Jaden Robinson,156934,ED,NEW MEX ST,6,0,242,1,1,0,0,1,0,54.5,24,1,2.1,0,0,0,0,65.7,44,67,2,2.3,0,1,0,0,45.5,20,1,2.5,0,0,0,0,0,0
Kiawan Murphy,156887,DI,AKRON,8,0,102,1,2,0,0,1,0,42.4,25,1,2.0,0,0,0,0,100.0,64,64,3,2.3,0,1,1,0,57.6,34,2,2.9,0,0,0,0,0,0
Luke Wagner,165134,ED,E ILLINOIS,12,1,158,0,4,0,0,2,0,54.0,47,2,2.1,0,0,0,0,100.0,87,87,4,2.3,1,0,2,0,46.0,40,2,2.5,0,0,0,0,0,0
Luka Sarac,142182,ED,UC DAVIS,14,0,322,0,9,0,0,5,0,45.8,88,5,2.8,0,1,1,0,86.9,192,221,9,2.3,0,0,4,0,54.2,104,4,1.9,0,2,2,0,3,3
Kyler Drake,128260,DI,NEW MEXICO,8,0,241,0,6,0,0,4,0,49.6,58,4,3.4,0,0,0,1,99.2,130,131,6,2.3,0,0,1,1,50.4,59,1,0.8,0,0,0,0,0,0
Mo Omonode,156497,DI,PURDUE,10,0,273,3,3,0,0,2,0,48.7,37,2,2.7,0,1,1,0,100.0,131,131,6,2.3,0,1,0,0,51.3,39,1,1.3,0,0,0,0,1,1
E.J. Thomas,172635,DI,CHATTNOOGA,11,0,137,1,3,0,0,2,0,43.8,56,2,1.8,0,0,0,0,100.0,132,132,5,2.3,0,1,1,0,56.3,72,3,2.8,1,1,1,1,1,1
Devon Anderson,166607,LB,BRYANT,12,0,124,0,2,0,0,1,0,42.9,18,1,2.8,0,0,0,0,14.2,43,303,2,2.3,0,0,1,0,57.1,24,1,2.1,0,0,0,0,0,0
Jalen Pugh,167222,DI,CHARLES SO,11,0,135,0,3,0,0,1,0,50.0,22,1,2.3,0,0,0,0,98.5,66,67,3,2.3,0,0,1,0,50.0,22,1,2.3,0,0,0,0,0,0
Grady Kelly,146014,DI,FLORIDA ST,12,0,167,0,2,0,0,1,0,81.8,63,2,2.4,1,1,1,0,100.0,88,88,3,2.3,0,0,0,0,18.2,14,0,0.0,0,0,0,1,1,1
Bernadin Fleurima Jr.,141383,DI,ROB MORRIS,12,0,277,0,4,0,0,3,0,54.0,68,4,3.7,1,1,0,0,100.0,128,128,5,2.3,0,0,1,0,46.0,58,1,0.9,0,0,0,1,1,0
Ejiroghene Egodogbare,169133,DI,YALE,8,0,352,0,8,0,0,6,0,56.1,88,6,3.4,0,1,1,0,99.4,171,172,8,2.3,0,0,2,0,43.9,69,2,1.4,0,1,3,0,2,4
Emerson Martin,154749,DI,HOWARD,12,0,184,0,6,0,0,2,0,25.5,35,2,2.9,0,0,0,0,100.0,174,174,7,2.3,0,0,2,0,74.5,102,3,2.0,1,1,0,1,2,1
Bo Maile,146227,DI,UTAH ST,12,0,329,0,4,0,0,1,0,53.8,70,1,0.7,0,0,0,0,100.0,133,133,5,2.3,0,0,3,0,46.2,60,4,4.2,1,1,0,1,1,0
Vililami Wolfgramm,192481,DI,TARLETON,14,4,401,1,7,2,0,3,0,55.4,72,3,2.1,0,1,1,0,99.4,171,172,8,2.3,1,0,3,0,44.6,58,3,2.6,0,0,1,0,1,2
CeeDee Doby,192742,LB,BRYANT,9,0,124,1,0,0,0,0,0,60.0,12,0,0.0,0,1,1,0,25.6,22,86,1,2.3,0,1,0,0,40.0,8,1,6.3,0,0,0,0,2,2
Tyler Thompson,170111,ED,N CAROLINA,8,0,245,1,2,0,0,2,1,47.0,31,2,3.2,0,0,0,1,88.0,66,75,3,2.3,0,1,0,0,53.0,35,1,1.4,0,1,1,0,1,1
Walter Bob Jr.,193149,ED,OHIO,9,0,259,0,2,0,0,1,1,48.8,21,1,2.4,0,1,1,1,89.6,43,48,2,2.3,0,0,1,0,51.2,22,1,2.3,0,0,0,0,1,1
Jacolbe Cowan,129743,ED,N CAROLINA,13,2,245,1,4,0,0,3,1,44.7,68,4,3.7,1,2,1,1,92.1,152,165,6,2.3,2,1,1,0,55.3,84,2,1.2,0,0,0,1,2,1
Corey Kelly,174632,ED,BAYLOR,7,0,118,0,1,0,0,0,0,54.5,12,0,0.0,0,1,1,0,75.9,22,29,1,2.3,0,0,1,0,45.5,10,1,5.0,0,0,0,0,1,1
Gabe Long,151393,DI,INWSLY,1,0,1451,0,1,0,0,0,0,33.3,7,0,0.0,0,0,0,0,100.0,22,22,1,2.3,0,0,1,0,66.7,14,1,3.6,0,0,0,0,0,0
Nick Thome,193506,DI,AVEMAR,2,0,1450,0,0,0,0,0,0,31.0,13,1,7.7,1,1,0,0,95.6,43,45,1,2.3,0,0,0,0,69.0,29,0,0.0,0,1,1,1,2,1
Ebenezer Dibula,150855,DI,BETH COOK,10,0,119,0,4,0,0,0,0,55.0,71,0,0.0,0,0,0,1,100.0,132,132,5,2.3,0,0,4,1,45.0,58,5,5.2,1,3,3,1,3,3
Gerald Williams,170951,DI,WM & MARY,9,0,348,2,2,0,0,1,0,51.4,37,1,1.4,0,0,0,0,100.0,88,88,4,2.3,0,2,1,0,48.6,35,3,4.3,0,0,0,0,0,0
Kyran Montgomery,146890,DI,BALL ST,6,1,117,0,2,0,0,1,0,38.9,14,1,3.6,0,0,0,0,100.0,44,44,2,2.3,1,0,0,0,61.1,22,0,0.0,0,0,0,0,0,0
Jacob Ferguson,138274,ED,GA SOUTHRN,10,1,174,1,2,0,0,1,0,54.2,58,1,0.9,0,0,0,0,84.3,107,127,4,2.3,1,1,1,0,45.8,49,3,4.1,1,2,1,1,2,1
Aneesh Vyas,75285,DI,BUCKNELL,12,0,125,2,10,0,0,2,0,38.2,60,2,1.7,0,0,0,1,100.0,262,262,12,2.3,0,2,6,1,61.8,97,8,4.1,0,0,0,0,0,0
Brad Vislisel,171484,ED,N IOWA,12,0,255,1,8,0,1,2,0,31.7,63,3,2.4,0,1,1,0,98.5,200,203,9,2.3,0,0,6,0,68.3,136,6,2.2,0,1,1,0,2,2
Joshua Williams,149427,DI,HOLY CROSS,3,0,181,0,1,0,0,1,0,31.8,7,1,7.1,0,0,0,0,100.0,22,22,1,2.3,0,0,0,0,68.2,15,0,0.0,0,0,0,0,0,0
Cam Jones,196135,DI,LANECOL,1,0,942,0,1,0,0,0,0,50.0,10,0,0.0,0,0,0,0,100.0,22,22,1,2.3,0,0,1,0,50.0,10,1,5.0,0,0,0,0,0,0
Mack Marrone,149300,LB,COLGATE,12,0,142,0,1,0,0,1,0,35.0,7,1,7.1,0,0,0,0,23.4,22,94,1,2.3,0,0,0,0,65.0,13,0,0.0,0,0,0,0,0,0
Cade Rooney,149275,DI,BUCKNELL,12,1,125,1,8,1,1,2,0,58.3,84,4,3.0,1,0,0,1,99.6,241,242,10,2.3,0,0,1,0,41.7,60,1,0.8,0,0,0,1,0,0
Keanu Mailoto,171860,DI,ARIZONA,8,0,109,0,2,0,0,0,0,50.0,21,0,0.0,0,0,0,1,100.0,44,44,2,2.3,0,0,2,1,50.0,21,2,4.8,0,1,1,0,1,1
Sam Carlson,148941,ED,PENN,10,1,267,3,9,0,1,7,0,53.4,140,8,2.9,0,0,0,0,99.6,263,264,12,2.3,1,2,2,0,46.6,122,4,1.6,0,0,0,0,0,0
Joseph Mutombo,173245,ED,RICE,11,1,275,1,2,1,0,1,0,36.4,24,1,2.1,0,1,1,1,98.5,66,67,3,2.3,0,1,1,1,63.6,42,2,2.4,0,0,0,0,1,1
Jamarious Brown,172508,DI,OLE MISS,13,2,226,0,4,1,0,3,1,64.6,82,4,3.0,1,1,0,1,100.0,130,130,5,2.3,1,0,1,0,35.4,45,1,1.1,0,1,2,1,2,2
Jake Louro,148329,DI,ELON,11,1,162,2,5,1,2,5,1,100.0,196,8,2.3,1,1,0,1,98.0,196,200,8,2.3,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Richard Kwete,147708,ED,N ARIZONA,8,0,252,0,1,0,0,0,0,31.3,20,1,5.0,1,0,0,0,97.0,65,67,2,2.3,0,0,1,0,68.8,44,1,1.1,0,0,0,1,0,0
Trystan Anderson,160485,ED,DRAKE,12,1,153,1,9,0,0,4,1,27.8,74,5,4.1,1,2,1,3,99.3,266,268,11,2.3,1,1,5,2,72.2,192,6,1.6,0,2,2,1,4,3
Danny Norocea,160473,DI,COLGATE,9,0,142,1,4,0,1,3,0,95.5,85,4,2.4,0,0,0,0,100.0,108,108,5,2.3,0,0,0,0,4.5,4,0,0.0,0,0,0,0,0,0
Isaiah Johnson,182465,ED,VA LYNCHBU,4,0,406,0,0,0,0,0,0,29.5,13,1,7.7,1,1,0,0,100.0,44,44,1,2.3,0,0,0,0,70.5,31,0,0.0,0,0,0,1,1,0
Nehemiah Jones,197062,LB,LINCOK,3,0,1452,0,1,0,0,1,1,47.8,11,1,4.5,0,0,0,1,48.9,23,47,1,2.2,0,0,0,0,52.2,12,0,0.0,0,0,0,0,0,0
Nate Hess,149541,DI,DAYTON,11,0,150,0,2,0,0,1,0,55.0,60,2,2.5,1,1,0,0,99.3,138,139,4,2.2,0,0,1,0,45.0,49,2,3.1,1,1,0,2,2,0
Josh Ngaluafe,147584,DI,CAL POLY,8,0,129,0,4,0,0,2,0,57.3,47,2,2.1,0,0,0,1,100.0,92,92,4,2.2,0,0,1,0,42.7,35,1,1.4,0,0,0,0,0,0
Buom Jock,173486,LB,COLO STATE,12,0,144,0,2,0,0,1,0,57.5,23,1,2.2,0,0,0,0,11.7,46,394,2,2.2,0,0,1,0,42.5,17,1,2.9,0,0,0,0,0,0
James Kate III,189286,DI,PRVIEW A&M,12,0,270,2,3,0,1,3,0,98.2,108,4,1.9,0,0,1,0,100.0,115,115,5,2.2,0,1,0,0,1.8,2,1,25.0,0,0,0,0,0,1
Rocco Marcelino,173902,DI,PRINCETON,9,1,272,0,4,0,0,3,1,53.7,73,4,3.4,1,1,0,1,100.0,136,136,5,2.2,1,0,1,0,46.3,63,1,0.8,0,1,1,1,2,1
Mike Kennedy,160441,DI,VILLANOVA,13,1,334,0,3,0,0,0,0,44.4,4,0,0.0,0,0,0,0,100.0,67,67,3,2.2,0,0,0,0,55.6,5,0,0.0,0,0,0,0,0,0
Matt Herron,159075,DI,WEBER ST,12,0,342,0,9,0,0,5,0,91.3,146,5,1.7,0,1,1,0,99.5,204,205,9,2.2,0,0,1,0,8.8,14,1,3.6,0,0,0,0,1,1
Cooper Webb,163522,DI,UNLV,6,1,325,1,1,1,1,0,0,54.8,40,2,3.8,1,1,0,0,100.0,92,92,3,2.2,0,0,1,0,45.2,33,1,1.5,0,0,0,1,1,0
Ryan Capasso,103669,DI,N COLORADO,11,0,253,0,4,0,0,2,1,48.9,45,2,2.2,0,0,0,2,100.0,93,93,4,2.2,0,0,2,1,51.1,47,2,2.1,0,1,1,0,1,1
Keller Patterson,191598,DI,COLUMBIA,10,0,145,0,3,0,0,0,0,51.0,50,1,2.0,1,1,0,0,100.0,112,112,4,2.2,0,0,2,0,49.0,48,2,2.1,0,0,0,1,1,0
Grant Reeder,149493,DI,DAVIDSON,8,0,149,0,7,0,0,2,1,53.7,80,2,1.3,0,0,0,1,100.0,158,158,7,2.2,0,0,4,0,46.3,69,4,2.9,0,0,1,0,0,1
Hector Cazares,152363,ED,W OREGON,2,0,411,0,1,0,0,1,0,72.7,16,1,3.1,0,0,0,0,100.0,23,23,1,2.2,0,0,0,0,27.3,6,0,0.0,0,0,0,0,0,0
Terrell Elliott,185994,DI,INCAR WORD,14,0,189,0,4,0,0,1,0,52.6,90,3,2.8,2,0,0,1,99.5,182,183,6,2.2,0,0,2,0,47.4,81,2,1.2,0,0,0,2,0,0
Aliki Vimahi,131883,DI,UTAH,4,1,328,1,2,0,1,2,0,56.3,36,3,4.2,0,0,0,0,100.0,69,69,3,2.2,0,0,0,0,43.8,28,0,0.0,0,0,0,0,0,0
Kyler Jordan,158561,ED,BAYLOR,13,0,118,1,3,0,1,2,2,48.9,45,3,3.3,0,0,0,2,63.0,92,146,4,2.2,0,0,1,0,51.1,47,1,1.1,0,0,1,0,0,1
CJ McCray,144091,ED,VA TECH,6,0,337,0,1,0,0,0,0,52.2,12,0,0.0,0,0,0,0,92.0,23,25,1,2.2,0,0,1,0,47.8,11,1,4.5,0,1,1,0,1,1
Cody Carlson,188635,DI,UTAHTC,12,0,1285,2,4,0,1,1,1,30.8,36,2,2.8,0,0,0,1,100.0,135,135,6,2.2,0,1,1,0,69.2,81,2,1.2,0,2,2,0,2,2
Caldwell Bussey,172639,DI,FURMAN,11,0,170,2,2,0,2,2,0,46.9,83,5,3.6,1,1,0,0,100.0,178,178,6,2.2,0,0,0,0,53.1,94,1,1.1,1,2,1,2,3,1
Jonah Rubadue,177575,DI,LNDNWD,12,0,949,0,4,0,0,0,0,4.7,8,1,12.5,1,1,0,0,99.4,180,181,6,2.2,0,0,4,0,95.3,161,5,1.9,1,1,0,2,2,0
Ryan Meed,101501,LB,ILLINOIS,12,0,187,1,0,0,0,0,0,63.6,14,0,0.0,0,0,0,0,13.2,23,174,1,2.2,0,1,0,0,36.4,8,1,6.3,0,0,0,0,0,0
Dalton Johnson,146252,S,ARIZONA,11,0,109,0,1,0,0,1,1,45.5,10,1,5.0,0,1,1,1,6.5,23,356,1,2.2,0,0,0,0,54.5,12,0,0.0,0,0,0,0,1,1
Jack Hemmert,165270,DI,SAN DIEGO,11,0,283,0,4,0,0,0,0,61.3,19,0,0.0,0,0,0,0,97.8,181,185,6,2.2,0,0,1,0,38.7,12,1,4.2,0,0,0,2,1,1
Ethan Williamson,176758,DI,E WASHGTON,8,0,161,0,2,0,0,0,0,29.0,9,0,0.0,0,0,0,0,100.0,46,46,2,2.2,0,0,2,0,71.0,22,2,4.5,0,0,0,0,0,0
Chuck Nnaeto,159105,DI,ELON,12,0,162,0,9,0,0,0,0,0.0,0,0,,0,0,0,1,100.0,209,209,9,2.2,0,0,9,1,100.0,207,9,2.2,0,0,0,0,0,0
James Walton Jr.,195924,ED,ED WATERS,1,0,372,0,1,0,0,0,1,95.7,22,0,0.0,0,0,0,1,100.0,23,23,1,2.2,0,0,1,0,4.3,1,1,50.0,0,0,0,0,0,0
Ositadinma Ekwonu,102788,ED,CHARLOTTE,12,1,136,0,3,1,0,1,0,50.7,34,1,1.5,0,0,0,0,70.8,68,96,3,2.2,0,0,2,0,49.3,33,2,3.0,0,0,0,0,0,0
Garret Ollendieck,159392,LB,INDIANA ST,8,1,191,0,2,0,0,2,0,44.2,19,2,5.3,0,0,0,0,16.3,45,276,2,2.2,1,0,0,0,55.8,24,0,0.0,0,0,0,0,0,0
Hunter Sloan,148780,DI,CORNELL,10,1,147,2,5,0,1,2,0,42.7,105,5,3.3,2,2,0,0,99.2,246,248,9,2.2,1,1,3,0,57.3,141,4,1.4,0,0,0,2,2,0
Jermayne Lole,82212,DI,TEXAS,16,1,311,3,6,0,2,3,1,66.2,100,5,2.5,0,0,0,1,99.5,208,209,9,2.2,0,0,2,0,33.8,51,2,2.0,0,0,0,0,0,0
John Scott III,172011,ED,FORDHAM,12,2,168,1,9,0,1,5,0,50.5,138,7,2.9,1,2,2,1,94.9,278,293,11,2.2,2,0,4,1,49.5,135,4,1.5,0,2,2,1,4,4
Jordan Marks,149861,DI,CITADEL,12,0,139,0,0,0,0,0,0,46.3,25,0,0.0,0,0,0,0,100.0,93,93,2,2.2,0,0,0,0,53.7,29,1,3.4,1,0,0,2,1,0
Reginald Pearson,150974,DI,NWESTERN,12,0,256,1,4,0,0,3,1,48.1,99,4,2.5,1,0,0,1,100.0,207,207,7,2.2,0,1,1,0,51.9,107,3,1.9,1,1,1,2,1,1
Nick Campbell,157412,DI,APP STATE,5,0,108,0,1,0,0,0,0,61.5,8,0,0.0,0,0,1,0,100.0,23,23,1,2.2,0,0,1,0,38.5,5,1,10.0,0,0,1,0,0,2
Makius Scott,124255,DI,GA TECH,13,0,176,0,5,0,0,4,0,48.5,100,6,4.0,2,1,0,0,99.0,206,208,7,2.2,0,0,1,0,51.5,106,1,0.5,0,0,1,2,1,1
Tre'Von McAlpine,157324,DI,TEXAS TECH,11,1,315,1,3,1,1,1,0,49.1,56,2,1.8,0,0,0,1,100.0,137,137,5,2.2,0,0,1,0,50.9,58,2,2.6,1,2,3,1,3,4
Adam Cohen,100498,LB,E WASHGTON,12,0,161,0,2,0,0,0,0,33.3,15,0,0.0,0,0,0,0,17.7,45,254,2,2.2,0,0,2,0,66.7,30,2,3.3,0,0,0,0,0,0
Tyson Pirtle,178880,DI,MS VLY ST,10,1,228,2,2,1,2,1,1,70.8,63,3,2.4,0,0,0,1,100.0,91,91,4,2.2,0,0,1,0,29.2,26,1,1.9,0,0,0,0,0,0
Anthony Franklin,146379,DI,STANFORD,12,1,300,0,10,0,0,0,0,7.1,16,0,0.0,0,0,0,1,100.0,227,227,10,2.2,1,0,10,1,92.9,208,10,2.4,0,0,2,0,0,2
Atavious Weaver,175576,ED,FIU,6,1,166,0,1,1,0,1,0,47.8,11,1,4.5,0,0,0,0,79.3,23,29,1,2.2,0,0,0,0,52.2,12,0,0.0,0,0,0,0,0,0
Adonis Friloux,123216,DI,TULANE,14,0,319,0,4,0,0,0,0,42.6,23,0,0.0,0,0,0,0,100.0,136,136,5,2.2,0,0,1,0,57.4,31,1,1.6,0,0,0,1,1,0
Jeremiah Warren,175960,DI,ILLINOIS,13,1,187,0,4,0,0,0,0,39.1,18,0,0.0,0,0,0,0,100.0,92,92,4,2.2,1,0,2,0,60.9,28,2,3.6,0,0,0,0,0,1
London Robinson,173911,DI,PRINCETON,3,0,272,1,1,0,1,0,0,44.2,19,1,2.6,0,1,1,0,100.0,46,46,2,2.2,0,0,1,0,55.8,24,1,2.1,0,0,0,0,1,1
Jack Barnes,149282,ED,BUCKNELL,12,0,125,2,3,0,2,2,0,60.1,95,4,2.1,0,1,1,0,100.0,159,159,6,2.2,0,0,1,0,39.9,63,2,2.4,1,0,0,1,1,1
Felix Hixon,158107,DI,MIDDLE TN,11,0,224,0,1,0,0,0,0,37.5,18,0,0.0,0,0,0,0,100.0,67,67,2,2.2,0,0,1,0,62.5,30,1,1.7,0,0,0,1,0,0
Jake Siegal,100426,DI,ILL STATE,12,0,188,0,4,0,0,1,0,65.1,28,1,1.8,0,0,0,0,100.0,136,136,5,2.2,0,0,2,0,34.9,15,2,6.7,0,0,0,1,1,0
Jabaree Dawkins,171836,ED,TENN MARTN,3,0,310,0,1,0,0,1,0,8.7,2,1,25.0,0,0,0,0,100.0,23,23,1,2.2,0,0,0,0,91.3,21,0,0.0,0,0,0,0,0,0
Vincent Carroll-Jackson,170219,DI,NEBRASKA,8,0,238,0,1,0,0,0,0,44.4,4,0,0.0,0,0,0,0,100.0,23,23,1,2.2,0,0,0,0,55.6,5,0,0.0,0,0,0,0,0,0
Aidan Swartz,173884,DI,AIR FORCE,12,0,101,1,8,0,0,3,2,49.2,123,3,1.2,0,0,0,3,100.0,251,251,10,2.2,0,1,5,1,50.8,127,7,3.1,1,1,0,1,1,0
Keveion'ta Spears,122687,DI,MEMPHIS,11,0,218,0,3,0,0,0,0,66.7,12,0,0.0,0,0,0,0,98.6,69,70,3,2.2,0,0,1,0,33.3,6,1,8.3,0,0,0,0,0,0
Evan Bearden,104039,DI,UC DAVIS,14,0,322,0,17,0,0,6,0,47.9,161,6,1.9,0,0,1,0,100.0,384,384,17,2.2,0,0,9,0,52.1,175,9,2.6,0,1,1,0,1,3
Miles Bailey,163394,DI,MURRAY ST,11,0,236,1,3,0,0,1,0,30.8,36,2,4.2,1,0,0,2,99.3,134,135,5,2.2,0,1,0,2,69.2,81,1,0.6,0,1,2,1,1,2
Ian Mathews,146679,ED,GA STATE,11,1,175,1,6,0,1,6,1,60.3,88,7,4.0,0,2,2,2,100.0,156,156,7,2.2,1,0,0,0,39.7,58,0,0.0,0,0,0,0,2,2
Ravonte Blowe,185978,DI,HOUCHR,12,4,183,0,8,3,0,5,1,53.2,99,5,2.5,0,2,3,2,99.5,186,187,8,2.2,1,0,3,1,46.8,87,3,1.7,0,0,2,0,2,5
Eric Thomas Jr,182315,ED,ALCORN ST,12,0,107,1,5,0,1,3,0,38.3,51,4,3.9,0,1,1,0,98.6,136,138,6,2.2,0,0,2,0,61.7,82,2,1.2,0,0,1,0,1,2
Siale Taupaki,100432,DI,UCLA,12,2,324,1,3,0,1,0,0,33.1,42,1,1.2,0,0,1,1,100.0,139,139,5,2.2,2,0,3,1,66.9,85,4,2.9,1,1,1,1,1,2
Patrick Lucas Jr.,99039,DI,MEMPHIS,13,1,218,0,10,0,0,3,0,77.1,54,3,2.8,0,0,0,1,99.6,267,268,11,2.2,0,0,1,0,22.9,16,1,3.1,0,0,0,1,1,0
Travis Nesbitt,147103,DI,COAST CAR,6,0,141,0,2,0,0,1,0,51.2,21,1,2.4,0,0,0,0,100.0,46,46,2,2.2,0,0,0,0,48.8,20,0,0.0,0,0,0,0,0,0
