player,player_id,position,team_name,player_game_count,assists,franchise_id,hits,hurries,lhs_assists,lhs_hits,lhs_hurries,lhs_misses,lhs_pass_rush_percent,lhs_pass_rush_snaps,lhs_pressures,lhs_prp,lhs_sacks,lhs_stops,lhs_tackles,misses,pass_rush_percent,pass_rush_snaps,pass_snaps,pressures,prp,rhs_assists,rhs_hits,rhs_hurries,rhs_misses,rhs_pass_rush_percent,rhs_pass_rush_snaps,rhs_pressures,rhs_prp,rhs_sacks,rhs_stops,rhs_tackles,sacks,stops,tackles
Christian Harrison,163763,CB,TENNESSEE,12,0,307,1,2,0,0,1,1,43.8,7,2,21.4,1,1,0,1,10.3,16,156,4,15.6,0,1,1,0,56.3,9,2,11.1,0,0,0,1,1,0
Oscar McWood,145800,LB,MIAMI OH,14,0,221,1,2,0,0,0,0,66.7,10,1,10.0,1,1,0,0,7.4,16,216,4,15.6,0,1,2,0,33.3,5,3,30.0,0,0,0,1,1,0
Isaiah Washburn,159837,ED,MERCER,3,0,219,1,4,0,0,0,0,25.0,4,0,0.0,0,0,0,0,100.0,16,16,5,15.6,0,1,4,0,75.0,12,5,20.8,0,0,0,0,0,0
Benny Radicia,166546,LB,WOFFORD,11,1,350,4,6,1,2,3,1,56.3,18,5,13.9,0,0,0,1,18.2,32,176,10,15.6,0,2,3,0,43.8,14,5,17.9,0,1,1,0,1,1
Zakari Tillman,172559,LB,MISS STATE,11,0,227,0,4,0,0,4,0,59.4,19,6,21.1,2,2,0,0,27.8,32,115,7,15.6,0,0,0,0,40.6,13,1,7.7,1,1,1,3,3,1
Jaydn Harris-Ervin,177731,LB,PRESBYTERN,6,0,271,1,4,0,0,4,0,62.5,10,4,20.0,0,0,0,0,16.5,16,97,5,15.6,0,1,0,0,37.5,6,1,8.3,0,0,0,0,0,0
K.J. Wallace,102686,S,UCLA,12,0,324,1,2,0,1,1,1,62.5,10,2,10.0,0,0,0,1,4.0,16,398,4,15.6,0,0,1,0,37.5,6,2,25.0,1,1,0,1,1,0
Ty Morris,173225,LB,RICE,12,1,275,2,3,1,1,2,0,50.0,20,6,22.5,3,3,0,0,21.9,42,192,9,15.5,0,0,1,0,50.0,20,2,7.5,1,2,1,4,5,1
Hayden Shaheen,139480,LB,NICHOLLS,12,0,243,3,12,0,1,3,0,44.4,16,4,12.5,0,0,0,2,14.2,55,386,16,15.5,0,0,7,2,55.6,20,7,17.5,0,0,0,1,1,0
Antonio Stevens,129833,LB,PURDUE,10,0,273,2,2,0,0,1,0,38.5,5,1,10.0,0,0,0,0,4.5,13,287,4,15.4,0,2,1,0,61.5,8,3,18.8,0,0,0,0,0,0
Nasir Hill,167650,S,PRINCETON,10,0,272,1,1,0,0,1,0,53.8,7,1,7.1,0,0,0,0,4.7,13,279,3,15.4,0,1,0,0,46.2,6,2,25.0,1,0,0,1,0,0
Luke Hackett,177293,LB,SACR HEART,10,0,280,1,3,0,1,2,0,45.5,5,3,30.0,0,0,0,0,14.9,13,87,4,15.4,0,0,1,0,54.5,6,1,8.3,0,0,0,0,0,0
Derek Ganter Jr.,170679,S,E WASHGTON,12,0,161,0,2,0,0,1,0,53.8,7,2,21.4,1,1,0,0,4.4,13,298,3,15.4,0,0,1,0,46.2,6,1,8.3,0,0,0,1,1,0
Keyshawn Cobb,157962,CB,NEVADA,11,0,239,1,1,0,1,0,0,69.2,9,2,16.7,1,1,0,1,6.3,13,208,3,15.4,0,0,1,1,30.8,4,1,12.5,0,0,0,1,1,0
Connor Shay,128430,LB,WYOMING,12,0,351,2,8,0,0,3,0,58.1,18,3,8.3,0,0,0,0,10.3,39,380,11,15.4,0,1,3,0,41.9,13,5,23.1,1,0,0,1,0,0
Will Hicks,178234,S,HAMPTON,12,0,178,1,1,0,1,0,0,53.8,7,1,7.1,0,0,0,0,5.4,13,240,3,15.4,0,0,1,0,46.2,6,2,25.0,1,1,0,1,1,0
James Djonkam,163264,LB,E MICHIGAN,10,0,160,4,9,0,0,1,0,44.2,19,2,7.9,1,1,0,0,33.5,68,203,17,15.4,0,3,5,0,55.8,24,9,20.8,1,1,0,4,3,0
Blaise Tita,165778,LB,RICE,12,0,275,2,6,0,1,4,0,46.2,18,5,13.9,0,0,0,0,41.9,39,93,10,15.4,0,1,2,0,53.8,21,5,16.7,2,1,0,2,1,0
Elijah Deravil,162618,S,TEMPLE,12,0,306,0,2,0,0,0,0,38.5,5,0,0.0,0,0,0,0,4.9,13,267,3,15.4,0,0,2,0,61.5,8,3,25.0,1,1,1,1,1,1
Tyler Grubbs,122674,LB,TULANE,14,0,319,1,5,0,0,2,1,60.0,12,3,16.7,1,1,0,3,8.8,26,296,7,15.4,0,0,2,1,40.0,8,2,12.5,0,0,0,1,1,0
Rolijah Hardy,188665,LB,INDIANA,11,0,190,0,2,0,0,1,0,53.8,7,1,7.1,0,0,0,0,16.7,13,78,3,15.4,0,0,1,0,46.2,6,2,25.0,1,1,0,1,1,0
Kent Robinson,158669,CB,W KENTUCKY,14,0,346,0,0,0,0,0,0,46.2,6,2,33.3,2,2,0,0,4.6,13,285,2,15.4,0,0,0,0,53.8,7,0,0.0,0,0,0,2,2,0
Terrence Williams,147144,LB,LA LAFAYET,10,1,207,1,3,0,1,0,0,54.5,6,1,8.3,0,0,0,0,16.5,13,79,4,15.4,1,0,2,0,45.5,5,2,20.0,0,0,0,0,0,0
Jaylen Stinson,122389,S,DUKE,13,0,154,2,4,0,2,2,0,69.2,18,5,16.7,1,0,0,0,6.3,26,413,7,15.4,0,0,2,0,30.8,8,2,12.5,0,0,0,1,0,0
Armani Itote,171711,LB,WAGNER,12,0,338,1,4,0,1,0,0,45.5,10,2,15.0,1,1,0,0,14.9,23,154,6,15.2,0,0,4,0,54.5,12,4,16.7,0,0,0,1,1,0
Nalu Emerson,97701,LB,HAWAII,12,0,180,1,4,0,1,2,0,52.2,12,4,20.8,1,1,0,0,12.9,23,178,6,15.2,0,0,2,0,47.8,11,2,9.1,0,1,0,1,2,0
Tylan Hollis,142853,LB,CHARLES SO,12,0,135,1,5,0,0,4,2,53.6,15,6,26.7,2,2,1,2,16.6,33,199,8,15.2,0,1,0,0,46.4,13,1,3.8,0,0,0,2,2,1
Travion Barnes,183924,LB,FIU,11,0,166,2,8,0,1,2,1,46.5,20,4,12.5,1,1,0,2,13.7,46,336,12,15.2,0,1,6,1,53.5,23,8,19.6,1,1,0,2,2,0
Jake Golday,150178,LB,CINCINNATI,12,0,138,1,5,0,1,1,0,45.2,14,4,21.4,2,2,0,1,14.1,33,234,8,15.2,0,0,4,1,54.8,17,4,11.8,0,1,1,2,3,1
Angelo Grose,129618,S,MICH STATE,12,1,223,2,3,0,1,2,1,59.1,13,3,11.5,0,0,0,2,8.1,23,284,6,15.2,1,1,1,1,40.9,9,3,22.2,1,1,0,1,1,0
Brandon Howard,162112,LB,CHARLES SO,9,0,135,1,2,0,1,2,0,60.0,6,3,25.0,0,0,0,0,15.2,10,66,3,15.0,0,0,0,0,40.0,4,0,0.0,0,0,0,0,0,0
Blake Fletcher,186420,LB,AIR FORCE,7,0,101,2,4,0,1,1,0,53.3,8,2,12.5,0,0,0,0,18.2,20,110,6,15.0,0,0,3,0,46.7,7,3,21.4,0,0,0,0,0,0
Dallas Westhoff,159395,LB,INDIANA ST,4,0,191,0,1,0,0,0,0,70.0,7,1,14.3,1,1,0,0,15.4,10,65,2,15.0,0,0,1,0,30.0,3,1,16.7,0,0,0,1,1,0
Naim Muhammad,99253,CB,KENT STATE,7,0,201,0,1,0,0,1,0,50.0,5,1,10.0,0,0,0,0,5.4,10,186,2,15.0,0,0,0,0,50.0,5,1,20.0,1,1,0,1,1,0
Dathan Peterson,196890,CB,SCAR STATE,8,0,290,0,3,0,0,1,0,60.0,6,1,8.3,0,0,0,0,4.8,10,208,3,15.0,0,0,2,0,40.0,4,2,25.0,0,0,0,0,0,0
Whit Hobgood,177888,ED,CITADEL,2,0,139,0,1,0,0,1,0,70.0,7,2,21.4,1,1,0,0,62.5,10,16,2,15.0,0,0,0,0,30.0,3,0,0.0,0,0,0,1,1,0
Rabbit Evans,188296,S,UTAH,7,0,328,0,3,0,0,2,0,40.0,4,2,25.0,0,0,0,0,7.1,10,140,3,15.0,0,0,1,0,60.0,6,1,8.3,0,0,0,0,0,0
Durante Jones,147397,S,UCONN,13,0,146,0,3,0,0,2,0,70.0,7,2,14.3,0,0,0,0,3.9,10,257,3,15.0,0,0,1,0,30.0,3,1,16.7,0,0,0,0,0,0
Jordan Vincent,138030,S,UTAH ST,12,0,329,2,1,0,1,1,1,77.8,7,2,14.3,0,0,0,1,2.4,10,410,3,15.0,0,1,0,0,22.2,2,1,25.0,0,0,0,0,0,0
Joshua Mickens,170259,ED,OHIO STATE,4,0,260,0,1,0,0,0,0,40.0,4,0,0.0,0,0,0,0,100.0,10,10,2,15.0,0,0,1,0,60.0,6,2,25.0,1,1,0,1,1,0
Bronson Olevao Jr.,157632,LB,UTAH ST,8,0,329,2,3,0,0,1,0,52.0,13,3,19.2,2,3,1,1,34.9,30,86,7,15.0,0,1,2,1,48.0,12,3,12.5,0,0,0,2,3,1
Jaylen Jackson,77809,LB,MCNEESE,8,0,217,1,0,0,1,0,0,55.6,5,2,30.0,1,1,0,0,9.2,10,109,2,15.0,0,0,0,0,44.4,4,0,0.0,0,0,0,1,1,0
Remi Johnson,148006,LB,MONMOUTH,5,0,231,0,1,0,0,0,0,50.0,5,0,0.0,0,1,1,0,14.7,10,68,2,15.0,0,0,1,0,50.0,5,2,30.0,1,1,0,1,2,1
Siale Esera,175020,LB,BYU,5,0,128,0,1,0,0,0,0,14.3,1,1,100.0,1,1,0,0,28.6,10,35,2,15.0,0,0,1,0,85.7,6,1,8.3,0,0,0,1,1,0
Shelton Quarles Jr.,139089,LB,BETH COOK,7,0,119,0,1,0,0,1,0,60.0,6,2,25.0,1,1,0,0,17.9,10,56,2,15.0,0,0,0,0,40.0,4,0,0.0,0,0,0,1,1,0
Jonathan Thompson,164156,LB,CINCINNATI,11,0,138,0,4,0,0,3,0,50.0,10,4,25.0,1,1,0,1,9.8,20,205,5,15.0,0,0,1,1,50.0,10,1,5.0,0,0,0,1,1,0
Jeremiah Postell,192459,S,TARLETON,14,0,401,0,1,0,0,1,0,50.0,5,1,10.0,0,0,0,0,6.3,10,160,2,15.0,0,0,0,0,50.0,5,1,20.0,1,0,0,1,0,0
Daveren Rayner,130573,LB,KENTUCKY,4,0,202,1,2,0,1,1,0,50.0,5,2,20.0,0,1,1,0,23.8,10,42,3,15.0,0,0,1,0,50.0,5,1,10.0,0,0,0,0,1,1
Sam Schmiesing,177647,LB,DAYTON,10,0,150,1,0,0,1,0,0,55.6,5,1,10.0,0,0,0,0,11.9,10,84,2,15.0,0,0,0,0,44.4,4,1,25.0,1,1,0,1,1,0
Myles Rowser,160351,S,ARIZONA ST,14,0,110,1,3,0,0,2,0,55.6,10,2,10.0,0,0,0,0,4.1,20,491,5,15.0,0,1,1,0,44.4,8,3,25.0,1,1,0,1,1,0
Caldra Williford,165205,CB,TENN TECH,12,0,309,0,1,0,0,0,0,50.0,5,0,0.0,0,0,1,0,2.4,10,411,2,15.0,0,0,1,0,50.0,5,2,30.0,1,1,0,1,1,1
Jarvis Lee,169997,CB,USF,10,0,327,1,3,0,0,3,1,40.0,8,3,18.8,0,0,0,1,15.2,20,132,5,15.0,0,1,0,0,60.0,12,2,12.5,1,1,0,1,1,0
Caleb Blake,97240,CB,BETH COOK,12,0,119,2,1,0,1,1,0,50.0,5,2,20.0,0,0,0,0,4.7,10,211,3,15.0,0,1,0,0,50.0,5,1,10.0,0,0,0,0,0,0
Christian Bodnar,174922,CB,LIBERTY,5,0,206,1,0,0,0,0,0,60.0,6,0,0.0,0,0,0,1,9.5,10,105,2,15.0,0,1,0,1,40.0,4,2,37.5,1,1,0,1,1,0
Jamarius Brown,151592,S,SOUTHERN U,13,0,297,0,1,0,0,0,0,20.0,2,0,0.0,0,0,0,0,4.0,10,247,2,15.0,0,0,1,0,80.0,8,2,18.8,1,1,0,1,1,0
Increase Oputa,165651,ED,TEXAS STHN,1,0,313,0,3,0,0,2,0,60.0,6,2,16.7,0,0,0,0,100.0,10,10,3,15.0,0,0,1,0,40.0,4,1,12.5,0,0,0,0,0,0
Eugene Asante,99748,LB,AUBURN,12,0,115,6,7,0,6,3,1,49.1,28,11,23.2,2,1,0,1,21.6,57,264,15,14.9,0,0,4,0,50.9,29,4,6.9,0,0,0,2,1,0
Ethan Schoville,171481,S,N IOWA,9,0,255,0,4,0,0,2,1,48.1,13,2,7.7,0,0,0,1,20.1,27,134,6,14.8,0,0,2,0,51.9,14,4,21.4,2,2,0,2,2,0
Cam'Ron Silmon-Craig,150938,S,COLORADO,13,0,143,1,5,0,0,2,0,55.6,15,3,13.3,1,1,0,0,6.3,27,427,7,14.8,0,1,3,0,44.4,12,4,16.7,0,0,0,1,1,0
Nickolas Martin,144667,LB,OKLA STATE,5,0,262,3,3,0,2,2,1,50.0,12,5,25.0,1,1,0,1,13.9,27,194,7,14.8,0,1,1,0,50.0,12,2,8.3,0,0,0,1,1,0
Jake Dalmado,150112,ED,NICHOLLS,11,0,243,3,19,0,1,11,2,50.0,66,17,16.7,5,5,1,3,54.0,135,250,31,14.8,0,2,8,1,50.0,66,14,13.6,4,5,1,9,10,2
Cortez Andrews,101493,LB,ALAB A&M,11,0,104,7,4,0,2,2,0,53.6,30,5,10.0,1,1,0,0,23.4,64,273,15,14.8,0,4,2,0,46.4,26,8,19.2,2,2,0,4,4,0
Osaro Aihie,157917,LB,AIR FORCE,12,0,101,3,1,0,2,0,0,59.3,16,4,18.8,2,2,0,0,10.9,27,248,6,14.8,0,1,1,0,40.7,11,2,9.1,0,0,0,2,2,0
Jake Chaney,145167,LB,WISCONSIN,11,0,349,2,4,0,1,1,0,48.0,12,3,16.7,1,1,0,1,11.0,27,246,7,14.8,0,1,2,1,52.0,13,3,11.5,0,0,0,1,1,0
Jake East,158933,CB,CAL POLY,10,0,129,2,1,0,0,1,0,41.2,7,2,21.4,1,1,0,0,6.9,17,246,4,14.7,0,2,0,0,58.8,10,2,10.0,0,1,1,1,2,1
Bam Martin-Scott,146904,LB,S CAROLINA,13,0,289,1,3,0,0,2,1,51.9,14,2,7.1,0,1,1,1,14.0,34,242,7,14.7,0,0,1,0,48.1,13,4,26.9,3,3,0,3,4,1
Tyshon Reed,189390,ED,DUKE,8,0,154,0,1,0,0,1,0,76.5,13,3,19.2,2,2,0,0,77.3,17,22,3,14.7,0,0,0,0,23.5,4,0,0.0,0,0,0,2,2,0
Jace Benesch,164198,LB,CENT ARK,12,0,132,1,5,0,0,4,1,68.8,22,5,13.6,1,1,0,1,9.0,34,376,8,14.7,0,1,1,0,31.3,10,2,10.0,0,0,0,2,2,0
Demarcus Riddick,184410,ED,AUBURN,9,0,115,1,7,0,0,6,1,63.6,21,7,19.0,1,2,1,1,33.7,34,101,9,14.7,0,1,1,0,36.4,12,2,8.3,0,0,0,1,2,1
J.B. Brown,130354,LB,KANSAS,12,0,198,9,4,0,6,4,0,58.5,38,10,13.2,0,0,0,0,20.3,65,320,16,14.6,0,3,0,0,41.5,27,6,16.7,3,3,0,3,3,0
Jackson Benjamin,177688,S,MOREHEAD,12,0,234,1,2,0,0,1,1,54.2,13,3,19.2,2,2,0,1,11.4,24,211,5,14.6,0,1,1,0,45.8,11,2,9.1,0,0,0,2,2,0
DJ Barksdale,172239,CB,JAMES MAD,13,0,197,2,3,0,1,0,0,20.8,5,1,10.0,0,0,0,0,6.0,24,403,6,14.6,0,1,3,0,79.2,19,5,15.8,1,1,0,1,1,0
Bryce Edmondson,144264,LB,MEMPHIS,9,0,218,0,3,0,0,0,0,41.7,10,0,0.0,0,0,0,1,20.9,24,115,5,14.6,0,0,3,1,58.3,14,5,25.0,2,1,0,2,1,0
Malick Sylla,158676,ED,TEXAS A&M,5,0,312,2,1,0,1,0,0,33.3,8,2,18.8,1,1,0,0,100.0,24,24,5,14.6,0,1,1,0,66.7,16,3,12.5,1,1,0,2,2,0
Malachi Langley,97532,LB,FRESNO ST,13,0,169,0,7,0,0,4,1,54.3,19,5,15.8,1,1,0,1,13.5,38,281,9,14.5,0,0,3,0,45.7,16,4,15.6,1,1,0,2,2,0
Jordan Turner,129932,LB,MICH STATE,12,0,223,6,3,0,2,0,0,33.3,10,2,10.0,0,0,0,0,14.7,38,259,10,14.5,0,3,1,0,66.7,20,5,15.0,1,1,0,1,1,0
Branson Combs,105001,LB,WAKE,11,0,339,3,4,0,2,1,0,51.6,16,5,21.9,2,1,0,0,12.2,38,311,9,14.5,0,1,1,0,48.4,15,2,6.7,0,0,0,2,1,0
Ty Howard,161224,LB,DUQUESNE,9,0,155,1,4,0,1,4,0,50.0,20,7,22.5,2,2,0,0,18.4,45,245,9,14.4,0,0,0,0,50.0,20,2,10.0,2,2,0,4,4,0
Brian Nelson II,173211,CB,N TEXAS,12,0,251,1,1,0,1,1,1,71.4,5,2,20.0,0,0,0,1,2.3,7,304,2,14.3,0,0,0,0,28.6,2,0,0.0,0,0,0,0,0,0
Jason Douglas Jr.,190035,DI,NEVADA,1,0,239,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,100.0,7,7,1,14.3,0,0,0,0,100.0,7,1,14.3,1,1,0,1,1,0
Kendrick Simpkins,123466,S,BAYLOR,5,0,118,1,1,0,1,0,0,28.6,2,1,25.0,0,0,0,0,14.3,7,49,2,14.3,0,0,1,0,71.4,5,1,10.0,0,0,0,0,0,0
Xavion Alford,123103,S,ARIZONA ST,14,0,110,0,2,0,0,2,1,50.0,2,2,50.0,0,0,0,1,1.4,7,500,2,14.3,0,0,0,0,50.0,2,0,0.0,0,0,0,0,0,0
OC Brothers,99008,LB,UAB,11,0,321,0,2,0,0,1,0,57.1,4,1,12.5,0,0,0,0,5.0,7,141,2,14.3,0,0,1,0,42.9,3,1,16.7,0,0,0,0,0,0
Lee Molette III,158623,S,UCONN,7,0,146,0,2,0,0,1,1,50.0,3,1,16.7,0,0,0,1,4.5,7,154,2,14.3,0,0,0,0,50.0,3,0,0.0,0,0,0,0,0,0
Will Upshaw,190750,ED,TULSA,2,0,320,1,1,0,0,1,0,28.6,2,1,25.0,0,0,0,0,100.0,7,7,2,14.3,0,1,0,0,71.4,5,1,10.0,0,0,0,0,0,0
Ethan Lee,160841,S,NICHOLLS,12,0,243,0,0,0,0,0,0,33.3,4,0,0.0,0,0,0,0,4.4,14,315,2,14.3,0,0,0,0,66.7,8,1,12.5,1,1,0,2,2,0
Gregory Featherstone III,181622,S,NC A&T,10,0,246,0,2,0,0,1,0,42.9,3,1,16.7,0,0,0,0,3.7,7,190,2,14.3,0,0,1,0,57.1,4,1,12.5,0,0,0,0,0,0
Brandon Givens,195285,LB,CLARK ATL,1,0,369,0,0,0,0,0,0,83.3,5,1,20.0,1,1,0,0,23.3,7,30,1,14.3,0,0,0,0,16.7,1,0,0.0,0,0,0,1,1,0
Anthony Scott,151013,ED,TUSKEGEE,1,0,405,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,87.5,7,8,1,14.3,0,0,0,0,100.0,7,1,14.3,1,0,0,1,0,0
Cameron Martinez,129752,CB,BOSTON COL,10,0,121,0,0,0,0,0,0,42.9,3,1,33.3,1,1,0,0,4.6,7,153,1,14.3,0,0,0,0,57.1,4,0,0.0,0,0,0,1,1,0
Elijah Moffett,123520,S,ABILENE CH,14,0,100,2,2,0,2,2,0,57.1,8,4,25.0,0,0,0,0,2.9,14,487,4,14.3,0,0,0,0,42.9,6,0,0.0,0,0,0,0,0,0
Jayson Coley,105950,S,MURRAY ST,11,0,236,2,4,0,1,4,0,60.0,21,7,21.4,2,2,0,0,22.9,35,153,8,14.3,0,1,0,0,40.0,14,1,3.6,0,0,0,2,2,0
Adrian Wilson,176698,S,WASH STATE,12,0,341,0,2,0,0,0,0,66.7,4,0,0.0,0,0,0,0,2.5,7,282,2,14.3,0,0,1,0,33.3,2,1,25.0,0,0,0,0,0,0
Sonny Styles,162876,LB,OHIO STATE,16,0,260,1,9,0,0,5,0,54.0,34,8,16.2,3,3,0,1,14.5,70,482,15,14.3,0,1,3,1,46.0,29,5,10.3,1,1,0,5,5,0
Tavin Ward,156214,S,USF,13,0,327,0,2,0,0,1,0,71.4,5,1,10.0,0,0,0,0,1.7,7,404,2,14.3,0,0,1,0,28.6,2,1,25.0,0,0,0,0,0,0
Ethan O'Connor,176686,CB,WASH STATE,12,0,341,1,1,0,0,0,0,14.3,1,0,0.0,0,0,0,1,1.6,7,431,2,14.3,0,1,1,1,85.7,6,2,16.7,0,0,0,0,0,0
TJ Metcalf,172415,S,ARKANSAS,12,0,111,0,2,0,0,1,0,42.9,3,1,16.7,0,0,0,0,1.8,7,381,2,14.3,0,0,1,0,57.1,4,1,12.5,0,0,0,0,0,0
Kade Werner,178401,S,MARIST,11,0,213,1,1,0,0,0,0,46.2,6,0,0.0,0,0,0,0,10.7,14,131,3,14.3,0,1,1,0,53.8,7,3,28.6,1,1,0,1,1,0
Jaylin Reese,197882,ED,AIR FORCE,2,0,101,0,0,0,0,0,0,14.3,1,0,0.0,0,0,0,0,77.8,7,9,1,14.3,0,0,0,0,85.7,6,1,16.7,1,1,0,1,1,0
Kenneth Mosley,196589,LB,BSU,1,0,1531,1,1,0,1,1,0,71.4,5,2,20.0,0,0,0,0,18.4,7,38,2,14.3,0,0,0,0,28.6,2,0,0.0,0,0,0,0,0,0
Trevor Moffitt,147036,LB,GARD-WEBB,11,0,171,3,7,0,1,5,1,41.9,26,8,19.2,2,2,0,1,22.7,63,277,14,14.3,0,2,2,0,58.1,36,6,11.1,2,2,0,4,4,0
Brian Bates,175788,LB,DELWARE ST,12,0,152,0,0,0,0,0,0,42.9,3,0,0.0,0,0,0,0,4.5,7,155,1,14.3,0,0,0,0,57.1,4,1,25.0,1,1,0,1,1,0
Damaine Wilson,184300,LB,GA STATE,9,0,175,2,0,0,1,0,0,42.9,6,2,25.0,1,0,0,0,12.7,14,110,3,14.3,0,1,0,0,57.1,8,1,6.3,0,0,0,1,0,0
Austin Chilton,108067,S,VALPO,9,0,332,0,2,0,0,0,0,42.9,3,0,0.0,0,0,0,0,6.1,7,114,2,14.3,0,0,2,0,57.1,4,2,25.0,0,0,0,0,0,0
Jackson Wiegold,145624,LB,BALL ST,7,0,117,0,2,0,0,1,0,57.1,4,1,12.5,0,0,0,0,8.3,7,84,2,14.3,0,0,1,0,42.9,3,1,16.7,0,0,0,0,0,0
Kendal Rowan,139403,ED,LOUCHR,1,0,958,0,0,0,0,0,0,85.7,6,1,16.7,1,1,0,0,100.0,7,7,1,14.3,0,0,0,0,14.3,1,0,0.0,0,0,0,1,1,0
Deshawn McCuin,99502,CB,S DIEGO ST,11,0,284,2,2,0,1,2,0,61.9,13,3,11.5,0,0,0,0,10.9,21,193,5,14.3,0,1,0,0,38.1,8,2,18.8,1,1,0,1,1,0
Ayinde Johnson,142505,CB,RHODE ISLD,14,0,274,1,1,0,0,1,0,71.4,5,1,10.0,0,0,0,0,1.4,7,484,2,14.3,0,1,0,0,28.6,2,1,25.0,0,0,0,0,0,0
Dontae Lunan,142071,LB,ALBANY,12,1,106,4,4,1,1,2,0,39.4,13,3,11.5,0,0,0,1,10.4,35,335,9,14.3,0,2,2,1,60.6,20,5,15.0,1,1,0,1,1,0
Aiden Weber,138399,LB,SCAR STATE,9,0,290,2,0,0,0,0,0,33.3,2,0,0.0,0,0,0,0,8.4,7,83,2,14.3,0,1,0,0,66.7,4,1,12.5,0,0,0,0,0,0
Nick Jackson,98640,LB,IOWA,13,0,192,5,7,0,0,4,0,54.5,30,5,10.0,1,1,1,0,16.0,56,349,14,14.3,0,4,3,0,45.5,25,8,18.0,1,0,0,2,1,1
Devin Vaught,170858,S,MAINE,11,0,212,1,1,0,1,1,0,71.4,5,2,20.0,0,1,1,0,2.3,7,304,2,14.3,0,0,0,0,28.6,2,0,0.0,0,0,0,0,1,1
Eric Gentry,146280,LB,USC,5,1,326,1,3,1,0,2,0,59.3,16,3,12.5,1,1,0,0,31.8,28,88,6,14.3,0,1,1,0,40.7,11,3,18.2,1,1,0,2,2,0
Ayden Hector,131933,S,COLO STATE,12,0,144,0,0,0,0,0,0,71.4,5,1,20.0,1,1,0,0,3.2,7,218,1,14.3,0,0,0,0,28.6,2,0,0.0,0,0,0,1,1,0
Emmanuel McNeil-Warren,163155,S,TOLEDO,8,0,316,0,2,0,0,1,0,57.1,4,1,12.5,0,0,0,0,2.2,7,318,2,14.3,0,0,1,0,42.9,3,1,16.7,0,0,0,0,0,0
JJ Johnson,156702,S,GA STATE,12,0,175,0,2,0,0,0,0,35.7,5,0,0.0,0,0,0,0,4.1,14,339,3,14.3,0,0,2,0,64.3,9,3,22.2,1,1,0,1,1,0
Mac McWilliams,121497,CB,UCF,11,0,323,0,0,0,0,0,0,42.9,3,1,33.3,1,1,0,0,2.4,7,286,1,14.3,0,0,0,0,57.1,4,0,0.0,0,0,0,1,1,0
Ezriel Vasquez,159063,S,PORTLAND,11,0,269,1,1,0,0,1,0,28.6,4,1,12.5,0,0,0,0,6.4,14,219,3,14.3,0,1,0,0,71.4,10,2,15.0,1,1,1,1,1,1
MJ Cannon,159355,CB,ILL STATE,14,0,188,0,2,0,0,0,0,14.3,1,0,0.0,0,0,0,1,1.3,7,524,2,14.3,0,0,2,1,85.7,6,2,16.7,0,0,0,0,0,0
Terian Williams II,157274,S,BUCKNELL,12,0,125,0,0,0,0,0,0,42.9,3,0,0.0,0,0,0,0,3.7,7,189,1,14.3,0,0,0,0,57.1,4,1,25.0,1,1,0,1,1,0
Braxton Myers,174966,CB,SO MISS,12,0,296,1,1,0,1,1,1,85.7,6,2,16.7,0,0,0,1,2.8,7,250,2,14.3,0,0,0,0,14.3,1,0,0.0,0,0,0,0,0,0
Upton Stout,121906,S,W KENTUCKY,12,0,346,2,6,0,1,5,0,54.3,19,7,21.1,1,1,0,0,13.6,35,257,9,14.3,0,1,1,0,45.7,16,2,6.3,0,0,2,1,1,2
Ajani Carter,101343,CB,HOUSTON,11,0,182,0,0,0,0,0,0,85.7,6,0,0.0,0,0,0,0,3.8,7,184,1,14.3,0,0,0,0,14.3,1,1,100.0,1,0,0,1,0,0
Andrew Centofanti,148314,LB,YNGTOWN ST,12,0,353,1,1,0,0,0,0,57.1,4,0,0.0,0,0,1,0,7.5,7,93,2,14.3,0,1,1,0,42.9,3,2,33.3,0,0,0,0,0,1
J.R. Flood,160492,LB,DRAKE,11,0,153,2,2,0,2,2,0,59.3,16,5,18.8,1,1,0,0,17.0,28,165,6,14.3,0,0,0,0,40.7,11,1,9.1,1,0,0,2,1,0
Ryan Alexander,170861,LB,MONMOUTH,4,0,231,0,0,0,0,0,0,85.7,6,1,16.7,1,1,0,0,17.9,7,39,1,14.3,0,0,0,0,14.3,1,0,0.0,0,0,0,1,1,0
Syrus Dumas,147461,CB,UTSA,10,0,331,1,1,0,1,1,1,57.1,4,2,25.0,0,0,0,1,3.3,7,212,2,14.3,0,0,0,0,42.9,3,0,0.0,0,0,0,0,0,0
Jake Held,160196,S,MCNEESE,12,0,217,0,2,0,0,0,0,25.0,1,0,0.0,0,0,0,1,7.0,7,100,2,14.3,0,0,2,1,75.0,3,2,33.3,0,0,0,0,0,0
Dane Motley,97497,LB,ARK STATE,12,0,113,0,4,0,0,0,0,50.0,7,0,0.0,0,1,1,0,15.6,14,90,4,14.3,0,0,4,0,50.0,7,4,28.6,0,0,0,0,1,1
Tah Banda,133231,LB,LAMAR,12,0,204,3,7,0,1,4,0,42.5,17,5,14.7,0,0,0,1,17.9,42,235,11,14.3,0,2,3,1,57.5,23,6,15.2,1,1,0,1,1,0
