player_name,position,school,early_declare,source_url,source,pull_method,status,notes
Ty Simpson,QB,Alabama,1,https://www.nfl.com/news/nfl-combine-full-list-of-draft-prospects-invited-to-2026-scouting-event,nfl_combine_invite_2026,regex_text_extract,ok,
Tyler Onyedim,DL,Texas A&M,0,https://www.nfl.com/news/nfl-combine-full-list-of-draft-prospects-invited-to-2026-scouting-event,nfl_combine_invite_2026,regex_text_extract,ok,
Tyreak Sapp,DL,Florida,0,https://www.nfl.com/news/nfl-combine-full-list-of-draft-prospects-invited-to-2026-scouting-event,nfl_combine_invite_2026,regex_text_extract,ok,
VJ Payne,DB,Kansas State,0,https://www.nfl.com/news/nfl-combine-full-list-of-draft-prospects-invited-to-2026-scouting-event,nfl_combine_invite_2026,regex_text_extract,ok,
Vincent Anthony Jr,DL,Duke,0,https://www.nfl.com/news/nfl-combine-full-list-of-draft-prospects-invited-to-2026-scouting-event,nfl_combine_invite_2026,regex_text_extract,ok,
Vinny Anthony II,WR,Wisconsin,0,https://www.nfl.com/news/nfl-combine-full-list-of-draft-prospects-invited-to-2026-scouting-event,nfl_combine_invite_2026,regex_text_extract,ok,
Wade Woodaz,LB,Clemson,0,https://www.nfl.com/news/nfl-combine-full-list-of-draft-prospects-invited-to-2026-scouting-event,nfl_combine_invite_2026,regex_text_extract,ok,
Wesley Bissainthe,LB,Miami,0,https://www.nfl.com/news/nfl-combine-full-list-of-draft-prospects-invited-to-2026-scouting-event,nfl_combine_invite_2026,regex_text_extract,ok,
Wesley Williams,DL,Duke,1,https://www.nfl.com/news/nfl-combine-full-list-of-draft-prospects-invited-to-2026-scouting-event,nfl_combine_invite_2026,regex_text_extract,ok,
Will Kacmarek,TE,Ohio State,0,https://www.nfl.com/news/nfl-combine-full-list-of-draft-prospects-invited-to-2026-scouting-event,nfl_combine_invite_2026,regex_text_extract,ok,
Will Lee III,DB,Texas A&M,0,https://www.nfl.com/news/nfl-combine-full-list-of-draft-prospects-invited-to-2026-scouting-event,nfl_combine_invite_2026,regex_text_extract,ok,
Xavian Sorey Jr,LB,Arkansas,0,https://www.nfl.com/news/nfl-combine-full-list-of-draft-prospects-invited-to-2026-scouting-event,nfl_combine_invite_2026,regex_text_extract,ok,
Xavier Nwankpa,DB,Iowa,0,https://www.nfl.com/news/nfl-combine-full-list-of-draft-prospects-invited-to-2026-scouting-event,nfl_combine_invite_2026,regex_text_extract,ok,
Zachariah Branch,WR,Georgia,1,https://www.nfl.com/news/nfl-combine-full-list-of-draft-prospects-invited-to-2026-scouting-event,nfl_combine_invite_2026,regex_text_extract,ok,
Zakee Wheatley,DB,Penn State,0,https://www.nfl.com/news/nfl-combine-full-list-of-draft-prospects-invited-to-2026-scouting-event,nfl_combine_invite_2026,regex_text_extract,ok,
Zane Durant,DL,Penn State,0,https://www.nfl.com/news/nfl-combine-full-list-of-draft-prospects-invited-to-2026-scouting-event,nfl_combine_invite_2026,regex_text_extract,ok,
Zavion Thomas,WR,LSU,0,https://www.nfl.com/news/nfl-combine-full-list-of-draft-prospects-invited-to-2026-scouting-event,nfl_combine_invite_2026,regex_text_extract,ok,
Zion Young,DL,Missouri,0,https://www.nfl.com/news/nfl-combine-full-list-of-draft-prospects-invited-to-2026-scouting-event,nfl_combine_invite_2026,regex_text_extract,ok,
Zxavian Harris,DL,Mississippi,0,https://www.nfl.com/news/nfl-combine-full-list-of-draft-prospects-invited-to-2026-scouting-event,nfl_combine_invite_2026,regex_text_extract,ok,
