player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Christopher Gore,176103,WR,N ILLINOIS,4,0,254,61.2,100.0,15,68.2,15,46.6,0,100.0,22,22,61.3,100.0,7,31.8,7
Evan Pryor,145057,HB,CINCINNATI,12,0,138,57.0,33.3,8,36.4,24,55.3,0,28.2,22,78,58.3,17.0,8,36.4,47
Nathan VanTimmeren,171245,TE,C MICHIGAN,7,0,134,68.3,100.0,8,36.4,8,52.3,0,100.0,22,22,42.0,100.0,13,59.1,13
Derek Eusebio,176528,WR,ARIZONA ST,5,0,110,60.0,75.0,6,27.3,8,56.9,0,91.7,22,24,56.6,100.0,16,72.7,16
Freddie Brock IV,142276,HB,GA STATE,12,0,175,58.0,6.5,4,18.2,62,58.6,0,12.8,22,172,60.0,4.3,4,18.2,94
Elijah Gilliam,73621,HB,FRESNO ST,13,0,169,57.1,18.5,5,22.7,27,57.1,0,15.3,22,144,59.3,2.9,3,13.6,103
Fletcher Westphal,184434,T,FLORIDA,3,0,163,56.9,100.0,4,18.2,4,65.3,0,100.0,22,22,67.8,100.0,17,77.3,17
Jacob Coleman,151043,TE,MIDDLE TN,4,0,224,41.3,100.0,6,27.3,6,55.8,1,100.0,22,22,55.8,100.0,16,72.7,16
Joseph Borjon,158713,T,S DIEGO ST,1,0,284,69.7,100.0,6,28.6,6,77.7,0,100.0,21,21,74.7,100.0,15,71.4,15
Jeremy Schleicher,190157,C,W MICHIGAN,4,0,347,57.7,100.0,5,23.8,5,60.1,0,100.0,21,21,61.6,100.0,14,66.7,14
Sam Telesa,108565,G,LA MONROE,8,0,209,63.3,100.0,10,47.6,10,59.8,0,100.0,21,21,57.1,100.0,11,52.4,11
Lucian Anderson III,173364,QB,BOWL GREEN,7,0,122,60.0,55.0,11,52.4,20,60.0,0,52.5,21,40,60.0,75.0,9,42.9,12
Kevin Wigenton II,144952,G,ILLINOIS,3,0,187,55.6,100.0,10,47.6,10,52.7,0,100.0,21,21,53.9,100.0,10,47.6,10
Chris Marshall,158659,WR,BOISE ST,4,0,120,89.9,100.0,7,33.3,7,66.6,0,100.0,21,21,60.9,100.0,14,66.7,14
Todd Justice,97863,TE,S ALABAMA,7,0,288,81.9,100.0,6,28.6,6,81.3,0,100.0,21,21,60.1,100.0,2,9.5,2
Ned Brady,163176,T,ARMY,2,0,114,68.8,100.0,5,23.8,5,74.7,0,100.0,21,21,70.7,100.0,6,28.6,6
Anthony Watkins,99165,HB,TULSA,11,0,320,49.4,35.0,14,66.7,40,60.7,0,19.1,21,110,60.0,6.0,4,19.0,67
Channing Goodwin,190830,WR,MICHIGAN,4,0,222,60.2,100.0,10,47.6,10,61.1,0,100.0,21,21,61.8,100.0,10,47.6,10
Ta'ron Keith,130368,HB,USF,13,0,327,58.4,18.2,8,38.1,44,48.4,0,20.4,21,103,57.9,16.7,9,42.9,54
Noah Dunham,176670,C,WASH STATE,3,0,341,59.6,100.0,11,52.4,11,51.1,0,100.0,21,21,46.8,100.0,7,33.3,7
Chedon James,164073,WR,FRESNO ST,3,0,169,59.2,100.0,7,33.3,7,59.7,0,100.0,21,21,60.2,100.0,14,66.7,14
Carter Nelson,183573,WR,NEBRASKA,9,0,238,44.4,90.9,10,47.6,11,49.1,1,91.3,21,23,62.0,100.0,11,52.4,11
Hollywood Smothers,173719,HB,NC STATE,11,0,248,57.0,15.8,3,14.3,19,68.7,0,18.6,21,113,58.0,9.5,8,38.1,84
Tyler Knaak,158492,T,NEBRASKA,3,0,238,64.9,100.0,7,33.3,7,56.8,0,100.0,21,21,51.6,100.0,13,61.9,13
Connor Moberly,184835,QB,IOWA STATE,4,0,193,60.0,76.2,16,76.2,21,60.0,0,80.8,21,26,60.0,100.0,5,23.8,5
Davon Booth,174754,HB,MISS STATE,12,0,227,56.8,13.7,10,47.6,73,62.9,0,12.0,21,175,58.5,5.3,5,23.8,95
Malik Agbo,163837,T,TEXAS,4,0,311,55.3,100.0,7,33.3,7,54.6,0,100.0,21,21,56.2,100.0,11,52.4,11
Nate Noel,122249,HB,MISSOURI,11,0,229,60.7,22.2,12,57.1,54,51.2,0,11.2,21,187,58.9,2.4,3,14.3,127
Lloyd Avant,190713,HB,TULSA,12,0,320,50.6,34.6,9,42.9,26,41.4,0,21.4,21,98,59.3,11.8,8,38.1,68
Audric Harris,183637,WR,WASHINGTON,6,0,340,60.4,100.0,4,19.0,4,60.6,0,100.0,21,21,60.3,100.0,17,81.0,17
Woody Marks,124179,HB,USC,12,0,326,56.2,4.0,6,28.6,150,63.9,0,9.5,21,221,56.8,12.9,8,38.1,62
Brock Lium,173515,TE,FRESNO ST,6,0,169,54.6,100.0,6,28.6,6,47.4,0,100.0,21,21,47.7,100.0,11,52.4,11
Markus Dixon,170006,TE,CLEMSON,6,0,140,47.5,100.0,5,23.8,5,56.9,0,100.0,21,21,66.1,100.0,13,61.9,13
Keegan Smith,145719,G,UCF,3,0,323,58.1,100.0,5,23.8,5,62.3,0,100.0,21,21,64.5,100.0,13,61.9,13
Zavian Hales,173568,WR,SO MISS,4,0,296,59.3,100.0,6,28.6,6,57.7,0,100.0,21,21,57.7,100.0,15,71.4,15
Terrance Shelton Jr.,188159,HB,BUFFALO,10,0,126,57.9,46.2,6,28.6,13,60.3,0,47.7,21,44,63.4,42.9,12,57.1,28
Carson Smith,171016,HB,ARMY,6,0,114,58.1,80.0,8,38.1,10,56.8,0,61.8,21,34,57.7,90.0,9,42.9,10
Ryan Silver,175763,G,S DIEGO ST,3,0,284,60.0,100.0,6,28.6,6,61.0,0,100.0,21,21,65.7,100.0,13,61.9,13
Jeremiah Salem,157478,QB,E MICHIGAN,3,0,160,60.0,90.0,9,42.9,10,60.0,0,91.3,21,23,60.0,100.0,12,57.1,12
Henry Belin IV,162693,QB,DUKE,3,0,154,60.0,60.0,9,42.9,15,60.0,0,63.6,21,33,60.0,73.3,11,52.4,15
Jeremiah Coney,174777,HB,VA TECH,8,0,337,58.6,36.4,4,19.0,11,59.0,0,39.6,21,53,59.4,19.4,6,28.6,31
Zahir Abdus-Salaam,145933,HB,W MICHIGAN,13,0,347,48.7,17.3,9,42.9,52,58.6,0,15.9,21,132,70.6,11.7,9,42.9,77
Hunter Whitenack,158229,G,ILLINOIS,3,0,187,56.9,100.0,10,47.6,10,60.7,0,100.0,21,21,63.9,100.0,10,47.6,10
Marquis Ashley,71530,WR,NEVADA,5,0,239,59.8,100.0,11,52.4,11,46.8,0,100.0,21,21,61.1,100.0,9,42.9,9
Reese Poffenbarger,145346,QB,MIAMI FL,4,0,220,60.0,100.0,10,47.6,10,60.0,0,91.3,21,23,60.0,84.6,11,52.4,13
Kay'Ron Lynch-Adams,101643,HB,MICH STATE,12,0,223,59.5,4.4,2,9.5,45,55.5,0,13.5,21,155,57.8,8.2,8,38.1,98
Sterling Lockett,157758,WR,KANSAS ST,6,0,199,61.1,100.0,8,38.1,8,57.8,0,100.0,21,21,56.4,100.0,13,61.9,13
Jamal Roberts,175912,HB,MISSOURI,12,0,229,61.9,39.3,11,52.4,28,47.2,0,28.0,21,75,60.0,2.6,1,4.8,38
CJ Harris,130594,QB,CAL,2,0,130,60.0,66.7,10,47.6,15,60.0,0,67.7,21,31,60.0,90.9,10,47.6,11
Clay Nanke,146022,TE,WYOMING,9,0,351,56.1,100.0,11,52.4,11,57.8,0,100.0,21,21,58.9,100.0,3,14.3,3
Dariyan Wiley,97999,WR,VANDERBILT,5,0,333,59.8,100.0,15,71.4,15,59.2,0,100.0,21,21,60.0,100.0,3,14.3,3
Trevor Lauck,170157,T,IOWA,4,0,192,64.3,100.0,4,19.0,4,70.4,0,100.0,21,21,69.5,100.0,17,81.0,17
Wes Dorsey,98513,T,UCF,2,0,323,52.4,100.0,6,28.6,6,54.4,0,100.0,21,21,59.5,100.0,12,57.1,12
Michael Churich,73978,TE,UCLA,8,0,324,48.1,100.0,7,35.0,7,69.0,0,100.0,20,20,77.1,100.0,7,35.0,7
Taylor Spierto,128916,WR,FLORIDA,5,0,163,60.0,100.0,5,25.0,5,61.4,0,100.0,20,20,61.6,100.0,15,75.0,15
Colin Giffen,128354,TE,RICE,3,0,275,58.6,100.0,2,10.0,2,51.9,0,100.0,20,20,51.6,100.0,14,70.0,14
Wayne Harris,184076,WR,KENT STATE,3,0,201,59.2,100.0,10,50.0,10,59.0,0,100.0,20,20,59.4,100.0,7,35.0,7
Alex Taylor,183341,WR,N CAROLINA,4,0,245,61.1,100.0,9,45.0,9,60.5,0,100.0,20,20,59.7,100.0,11,55.0,11
Austin Lawrence,147728,G,WASH STATE,2,0,341,54.1,100.0,11,55.0,11,51.5,0,100.0,20,20,52.9,100.0,6,30.0,6
Mike Mitchell,176656,HB,UTAH,11,0,328,59.0,9.1,2,10.0,22,48.2,0,29.9,20,67,50.3,32.5,13,65.0,40
Bryce Cain,184396,WR,AUBURN,3,0,115,60.9,100.0,8,40.0,8,59.9,0,100.0,20,20,59.6,100.0,11,55.0,11
Sevion Morrison,129705,HB,KANSAS,9,0,198,56.9,36.4,8,40.0,22,60.3,0,41.7,20,48,61.6,36.4,8,40.0,22
John Bragg,176336,T,LA LAFAYET,3,0,207,42.1,100.0,4,20.0,4,62.4,0,100.0,20,20,73.8,100.0,15,75.0,15
Brandon Frazier,123985,TE,AUBURN,3,0,115,53.7,100.0,12,60.0,12,54.1,0,100.0,20,20,58.8,100.0,7,35.0,7
Jake Merklinger,184888,QB,TENNESSEE,2,0,307,60.0,100.0,5,25.0,5,60.0,0,83.3,20,24,60.0,78.9,15,75.0,19
Deion Hankins,97310,HB,TEXAS ST,10,0,314,55.3,21.3,10,50.0,47,58.2,0,24.1,20,83,55.4,10.3,3,15.0,29
Jaylan Bean,184945,WR,WYOMING,5,0,351,55.5,100.0,7,35.0,7,57.9,0,100.0,20,20,61.2,100.0,12,60.0,12
Jalen Grant,130364,G,PURDUE,3,0,273,67.2,100.0,8,40.0,8,81.9,1,100.0,20,20,70.8,100.0,9,45.0,9
Demond Claiborne,157523,HB,WAKE,12,0,339,59.3,1.7,2,10.0,120,55.3,1,8.0,20,250,60.0,1.8,2,10.0,111
Gabe Blair,145323,G,N TEXAS,1,0,251,49.0,100.0,8,40.0,8,55.8,0,100.0,20,20,63.8,100.0,10,50.0,10
Chance Fitzgerald,174781,WR,VA TECH,4,0,337,80.6,100.0,5,25.0,5,73.6,0,100.0,20,20,60.7,100.0,15,75.0,15
Sam Kenerson,122447,WR,GA SOUTHRN,7,0,174,60.9,100.0,13,65.0,13,60.5,0,100.0,20,20,60.0,100.0,3,15.0,3
Jalen Johnson,158057,WR,N ILLINOIS,4,0,254,61.3,100.0,11,55.0,11,75.1,0,100.0,20,20,58.8,100.0,8,40.0,8
Keyon Cox,174344,T,UCF,2,0,323,60.3,100.0,5,25.0,5,64.6,0,100.0,20,20,64.9,100.0,12,60.0,12
Taylor Bradshaw,174176,WR,GA SOUTHRN,5,0,174,60.9,100.0,12,60.0,12,61.5,0,100.0,20,20,60.1,100.0,4,20.0,4
Charlie Becker,188661,WR,INDIANA,4,0,190,60.4,100.0,10,50.0,10,57.8,0,95.2,20,21,56.4,100.0,10,50.0,10
Tyrell Henry,158385,WR,WISCONSIN,4,0,349,60.3,100.0,6,30.0,6,59.9,0,100.0,20,20,59.7,100.0,14,70.0,14
TJ McMillen,174029,C,ILLINOIS,8,0,187,49.3,100.0,9,45.0,9,61.0,0,100.0,20,20,68.1,100.0,9,45.0,9
Tavake Tuikolovatu,173990,G,UCLA,5,0,324,49.9,100.0,11,55.0,11,60.9,0,100.0,20,20,74.0,100.0,9,45.0,9
Turbo Richard,190199,HB,BOSTON COL,8,0,121,56.6,28.8,15,75.0,52,56.2,0,26.3,20,76,60.0,5.0,1,5.0,20
Donielle Hayes,173405,WR,MINNESOTA,4,0,225,61.6,100.0,8,40.0,8,84.7,0,100.0,20,20,87.7,100.0,12,60.0,12
Nate Jones,162959,WR,LA TECH,8,0,208,51.9,100.0,13,65.0,13,42.1,0,100.0,20,20,59.9,100.0,3,15.0,3
Jabari Brooks,139059,G,UCF,2,0,323,71.1,100.0,5,25.0,5,61.3,0,100.0,20,20,53.6,100.0,12,60.0,12
Joshua Wood,163421,QB,FRESNO ST,13,0,169,60.0,25.0,7,35.0,28,60.0,0,37.0,20,54,60.0,57.1,12,60.0,21
Colton Thomasson,172601,T,BAYLOR,4,0,118,64.5,100.0,6,30.0,6,57.9,0,100.0,20,20,53.8,100.0,13,65.0,13
Justin Lynch,144392,HB,N ILLINOIS,10,0,254,55.6,38.9,7,35.0,18,53.9,0,52.6,20,38,59.1,80.0,4,20.0,5
Tyler Crowe,101219,HB,BOISE ST,12,0,120,60.8,52.2,12,60.0,23,65.5,0,40.0,20,50,58.4,14.3,3,15.0,21
Simon Kibbee,190962,T,AIR FORCE,5,0,101,39.6,100.0,10,50.0,10,35.3,0,100.0,20,20,54.9,100.0,1,5.0,1
Myles Montgomery,144232,HB,UCF,10,0,323,89.9,45.5,10,50.0,22,79.8,0,27.4,20,73,60.1,8.9,4,20.0,45
Antonio Meeks,168551,WR,LOUISVILLE,3,0,210,60.1,100.0,6,30.0,6,61.0,0,100.0,20,20,60.9,100.0,13,65.0,13
Nate Frazier,191146,HB,GEORGIA,13,0,173,59.9,3.8,2,10.0,53,56.5,1,12.9,20,155,59.7,2.3,2,10.0,86
Nikola Milovac,169998,T,USF,4,0,327,69.9,100.0,10,50.0,10,65.9,0,100.0,20,20,58.5,100.0,8,40.0,8
Alex Birchmeier,170276,G,PENN STATE,2,0,266,70.0,100.0,7,35.0,7,70.0,0,100.0,20,20,64.8,100.0,10,50.0,10
Malik Phillips,170505,WR,SM HOUSTON,3,0,281,60.7,83.3,5,25.0,6,74.6,0,95.2,20,21,60.1,100.0,15,75.0,15
Ajani Sheppard,170317,QB,RUTGERS,3,0,278,60.0,87.5,7,35.0,8,60.0,0,90.9,20,22,60.0,92.9,13,65.0,14
Ryan Hoerstkamp,146882,TE,MIDDLE TN,3,0,224,44.4,100.0,7,35.0,7,47.8,1,100.0,20,20,56.6,100.0,13,65.0,13
Nick Elksnis,146698,TE,S CAROLINA,5,0,289,56.3,100.0,8,42.1,8,58.4,0,100.0,19,19,61.0,100.0,7,36.8,7
Cedric Melton,124141,T,HOUSTON,7,0,182,42.7,100.0,9,47.4,9,50.8,0,100.0,19,19,66.6,100.0,8,42.1,8
Ahmad Hardy,190013,HB,LA MONROE,12,0,209,57.5,12.0,6,31.6,50,48.3,0,7.4,19,258,57.0,2.6,5,26.3,196
Jaylon Griffin,144457,WR,TEXAS ST,3,0,314,60.0,100.0,3,15.8,3,80.2,0,100.0,19,19,82.7,100.0,12,63.2,12
Jordan Waters,97754,HB,NC STATE,12,0,248,35.4,20.6,7,36.8,34,36.8,1,16.1,19,118,57.4,11.3,9,47.4,80
Reese Clark,162617,TE,TEMPLE,3,0,306,55.2,100.0,8,42.1,8,48.9,0,100.0,19,19,49.9,100.0,9,47.4,9
Jaiden Credle,158060,HB,MIDDLE TN,12,0,224,58.4,11.3,6,31.6,53,65.6,0,14.7,19,129,72.7,10.9,7,36.8,64
Jakobe Sanders,174307,C,OKLA STATE,3,0,262,66.1,100.0,12,63.2,12,73.4,0,100.0,19,19,73.0,100.0,7,36.8,7
Enoch Nawahine,97303,HB,BYU,6,0,128,67.9,38.5,5,26.3,13,66.2,1,38.8,19,49,58.4,15.4,4,21.1,26
Jayden Mandal,173516,QB,FRESNO ST,4,0,169,60.0,100.0,6,31.6,6,60.0,0,95.0,19,20,60.0,100.0,13,68.4,13
Karson Jones,162512,G,E CAROLINA,3,0,156,56.6,100.0,11,57.9,11,57.4,0,100.0,19,19,59.8,100.0,4,21.1,4
Ta'Quan Roberson,101625,QB,KANSAS ST,5,0,199,60.0,100.0,12,63.2,12,60.0,0,90.5,19,21,60.0,87.5,7,36.8,8
Brandon Buckhaulter,146820,WR,UAB,3,0,321,59.6,100.0,6,31.6,6,61.8,0,95.0,19,20,62.6,100.0,13,68.4,13
Hawkins Polley,174638,TE,BAYLOR,7,0,118,53.0,100.0,4,21.1,4,52.3,0,100.0,19,19,55.3,100.0,11,57.9,11
Micah Alejado,184162,QB,HAWAII,4,0,180,60.0,100.0,1,5.3,1,60.0,0,65.5,19,29,60.0,66.7,14,73.7,21
Jared Kelley,176116,WR,KENT STATE,3,0,201,59.5,100.0,4,21.1,4,60.9,0,100.0,19,19,61.4,100.0,15,78.9,15
Cooper Terpstra,175470,C,MICH STATE,2,0,223,65.0,100.0,7,36.8,7,65.0,0,100.0,19,19,62.7,100.0,9,47.4,9
Kaleb Johnson,156419,HB,IOWA,12,0,192,60.0,2.0,1,5.3,49,56.8,0,7.3,19,262,59.7,1.5,3,15.8,197
Reggie Jackson,180915,T,JVILLE ST,4,0,196,56.6,100.0,4,21.1,4,73.9,0,100.0,19,19,78.1,100.0,15,78.9,15
Christian Richter,159769,T,MARSHALL,5,0,214,,,0,0.0,0,57.4,0,100.0,19,19,57.7,100.0,11,57.9,11
Keith Adams Jr.,156236,HB,CLEMSON,9,0,140,51.7,32.0,8,42.1,25,64.0,0,39.6,19,48,60.0,7.7,1,5.3,13
Kerry Kodanko,129922,C,WISCONSIN,4,0,349,60.0,100.0,1,5.3,1,61.9,0,100.0,19,19,62.2,100.0,18,94.7,18
Ashton Locklear,157428,WR,NC STATE,4,0,248,60.0,100.0,3,15.8,3,45.9,0,100.0,19,19,59.6,100.0,16,84.2,16
Tyler Gibson,156301,T,CHARLOTTE,4,0,136,61.6,100.0,10,52.6,10,60.7,0,100.0,19,19,58.2,100.0,6,31.6,6
Bill Davis,176332,HB,LA LAFAYET,14,0,207,58.4,7.7,4,21.1,52,40.0,0,10.3,19,184,43.1,6.4,8,42.1,125
Jaden Muskrat,123256,T,AUBURN,5,0,115,66.3,100.0,6,31.6,6,79.2,0,100.0,19,19,79.9,100.0,9,47.4,9
Graham Uter,189559,C,SMU,1,0,287,59.3,100.0,4,21.1,4,64.0,0,100.0,19,19,64.8,100.0,15,78.9,15
Tennel Bryant,172185,WR,ARK STATE,4,0,113,59.6,100.0,4,21.1,4,57.6,0,100.0,19,19,57.3,100.0,14,73.7,14
Damien McDaniel,184207,WR,UNLV,4,0,325,59.5,100.0,14,73.7,14,60.1,0,100.0,19,19,60.2,100.0,4,21.1,4
Herschel Turner,191372,HB,UTAH ST,11,0,329,56.2,24.1,13,68.4,54,56.7,0,18.6,19,102,60.0,7.1,3,15.8,42
Jalen Buckley,163158,HB,W MICHIGAN,10,0,347,56.3,12.2,5,26.3,41,53.0,0,12.9,19,147,54.6,11.5,12,63.2,104
Kroy Myers,144333,WR,NAVY,7,0,237,60.5,100.0,8,42.1,8,75.7,0,100.0,19,19,60.8,100.0,5,26.3,5
Kyle Maxwell,98110,WR,WASH STATE,6,0,341,60.4,100.0,10,52.6,10,60.5,0,100.0,19,19,60.5,100.0,6,31.6,6
Xavier Bausley,163939,T,W VIRGINIA,7,0,343,66.8,100.0,11,57.9,11,66.3,0,100.0,19,19,60.1,100.0,4,21.1,4
Josh Johnson,186429,QB,AIR FORCE,6,0,101,60.0,58.8,10,52.6,17,60.0,0,63.3,19,30,60.0,100.0,2,10.5,2
Blake Daniels,175047,TE,E MICHIGAN,3,0,160,34.9,100.0,7,36.8,7,55.8,0,100.0,19,19,60.4,100.0,11,57.9,11
Scott Isacks,157748,TE,FLORIDA,6,0,163,58.3,100.0,3,15.8,3,64.0,0,100.0,19,19,64.8,100.0,12,63.2,12
Fred Robertson,189826,HB,LA TECH,9,0,208,48.3,26.9,7,36.8,26,50.5,0,37.3,19,51,59.8,18.8,3,15.8,16
Alex Harris,191007,T,BOWL GREEN,2,0,122,54.8,100.0,7,36.8,7,57.2,0,100.0,19,19,59.3,100.0,6,31.6,6
Garrett Mmahat,158421,WR,TULANE,7,0,319,59.6,100.0,9,47.4,9,58.5,0,100.0,19,19,58.2,100.0,9,47.4,9
Ky Woods,163868,HB,NEVADA,9,0,239,61.0,55.0,11,57.9,20,59.1,0,67.9,19,28,58.0,100.0,7,36.8,7
Julian Dugger,183269,QB,PITTSBURGH,1,0,268,60.0,47.4,9,47.4,19,60.5,0,54.3,19,35,60.1,64.3,9,47.4,14
Brandon Winton,183450,WR,USF,4,0,327,59.3,100.0,7,36.8,7,60.4,0,100.0,19,19,61.2,100.0,12,63.2,12
Marlon Corey,175802,G,COAST CAR,2,0,141,58.1,100.0,5,26.3,5,58.8,0,100.0,19,19,59.5,100.0,12,63.2,12
Isaiah Bullerdick,157966,C,CHARLOTTE,4,0,136,60.6,100.0,10,52.6,10,60.3,0,100.0,19,19,59.1,100.0,6,31.6,6
Danny Edgehille,190190,TE,BOSTON COL,2,0,121,42.0,100.0,10,55.6,10,46.0,0,100.0,18,18,64.7,100.0,7,38.9,7
Isaiah Jacobs,129518,HB,UAB,4,0,321,49.3,27.3,6,33.3,22,53.1,0,30.5,18,59,58.1,26.5,9,50.0,34
Ismael Zamor,162680,WR,BOSTON COL,4,0,121,60.1,100.0,15,83.3,15,75.8,0,100.0,18,18,60.0,100.0,2,11.1,2
Sol-Jay Maiava-Peters,122067,WR,NEW MEXICO,8,0,241,45.0,37.0,10,55.6,27,46.9,0,43.9,18,41,59.7,40.0,4,22.2,10
Chance Robinson,189448,WR,MIAMI FL,3,0,220,60.8,100.0,8,44.4,8,62.3,0,100.0,18,18,62.0,100.0,10,55.6,10
Keldric Luster,175287,QB,SMU,5,0,287,60.0,66.7,2,11.1,3,60.0,0,58.1,18,31,60.0,63.6,14,77.8,22
Justin Olson,99695,WR,CHARLOTTE,2,0,136,88.6,100.0,11,61.1,11,90.9,0,100.0,18,18,88.6,100.0,7,38.9,7
Anthony Carrie,183214,HB,GA TECH,5,0,176,55.9,46.7,14,77.8,30,54.8,0,41.9,18,43,60.0,10.0,1,5.6,10
Antonio Gates Jr.,158381,WR,MICH STATE,2,0,223,60.0,100.0,2,11.1,2,61.3,0,100.0,18,18,61.0,100.0,12,66.7,12
Terence Marshall,190150,WR,W MICHIGAN,3,0,347,60.5,100.0,5,27.8,5,58.0,1,100.0,18,18,56.8,100.0,11,61.1,11
Josiah Freeman,163398,WR,FRESNO ST,3,0,169,55.0,100.0,5,27.8,5,57.6,0,100.0,18,18,61.6,100.0,13,72.2,13
Abu Sama III,174686,HB,IOWA STATE,14,0,193,57.4,8.3,6,33.3,72,57.2,0,12.6,18,143,59.6,6.3,4,22.2,63
Andrew Rappleyea,170294,TE,PENN STATE,1,0,266,70.6,100.0,12,66.7,12,72.1,0,100.0,18,18,54.6,100.0,5,27.8,5
Montavious Cunningham,147281,T,VA TECH,3,0,337,59.3,100.0,3,16.7,3,53.6,0,100.0,18,18,52.5,100.0,11,61.1,11
Lafayette Kaiuway,173141,TE,TCU,4,0,305,60.9,100.0,8,44.4,8,42.2,0,100.0,18,18,35.8,100.0,8,44.4,8
Mana Taimani,128436,G,OLE MISS,3,0,226,55.2,100.0,11,61.1,11,52.8,0,100.0,18,18,54.8,100.0,7,38.9,7
Quali Conley,141259,HB,ARIZONA,12,0,109,71.6,4.4,4,22.2,90,66.1,0,10.4,18,173,60.0,4.2,3,16.7,71
Wyatt Smalley,172529,TE,OLE MISS,5,0,226,53.1,100.0,9,50.0,9,51.0,0,100.0,18,18,54.3,100.0,9,50.0,9
Ryan Brubaker,158104,C,S CAROLINA,4,0,289,60.7,100.0,7,38.9,7,62.5,0,100.0,18,18,62.5,100.0,11,61.1,11
Cole Harrison,188884,FB,TENNESSEE,2,0,307,56.8,100.0,3,16.7,3,53.3,0,100.0,18,18,54.2,100.0,15,83.3,15
D.J. Donovan,144303,T,NAVY,4,0,237,48.0,100.0,6,33.3,6,66.2,0,100.0,18,18,77.2,100.0,4,22.2,4
Dexter Williams II,129457,QB,GA SOUTHRN,5,0,174,60.0,70.6,12,66.7,17,60.0,0,58.1,18,31,60.0,75.0,6,33.3,8
Dash Dorsey,171256,WR,KENT STATE,5,0,201,58.9,100.0,5,27.8,5,45.1,0,100.0,18,18,60.4,100.0,13,72.2,13
Jobi Malary,103979,HB,JAMES MAD,9,0,197,58.7,40.0,8,44.4,20,66.4,0,28.1,18,64,59.6,15.0,6,33.3,40
Dozie Ezukanma,183821,WR,TCU,3,0,305,60.2,100.0,10,55.6,10,61.3,0,100.0,18,18,60.6,100.0,6,33.3,6
Cardell Williams,156190,QB,TULSA,6,0,320,60.0,72.7,8,44.4,11,60.0,0,64.3,18,28,60.0,58.8,10,55.6,17
Teriyan Morman,189614,C,USF,4,0,327,62.2,100.0,5,27.8,5,58.9,0,100.0,18,18,56.4,100.0,9,50.0,9
Daniel Foster-Allen,123984,T,S ALABAMA,3,0,288,80.5,100.0,10,55.6,10,72.0,0,100.0,18,18,68.2,100.0,4,22.2,4
Brad Baur,162989,T,RICE,4,0,275,64.7,100.0,7,38.9,7,76.7,0,100.0,18,18,79.5,100.0,8,44.4,8
Donerio Davenport,134974,HB,LA TECH,4,0,208,58.8,27.8,5,27.8,18,58.2,0,36.7,18,49,59.7,19.0,4,22.2,21
DeAndre Buchannon,174152,WR,GA SOUTHRN,9,0,174,60.8,100.0,13,72.2,13,74.9,0,78.3,18,23,60.0,100.0,2,11.1,2
Zylan Perry,156734,HB,LA LAFAYET,13,0,207,60.0,5.3,1,5.6,19,51.6,0,13.7,18,131,62.9,9.5,10,55.6,105
Will Seiler,106436,FB,DUKE,5,0,154,49.2,100.0,7,38.9,7,49.3,0,100.0,18,18,54.6,100.0,11,61.1,11
Ty Lockwood,172385,TE,ALABAMA,4,0,103,55.0,100.0,4,22.2,4,55.7,0,100.0,18,18,57.7,100.0,12,66.7,12
Robert Henry Jr.,174094,HB,UTSA,11,0,331,60.0,1.9,1,5.6,52,56.3,0,12.2,18,147,60.0,2.5,2,11.1,79
Ashanti Cole,167085,G,LA TECH,3,0,208,83.9,100.0,12,66.7,12,70.5,0,100.0,18,18,55.5,100.0,5,27.8,5
Mojo Dortch,163681,WR,TROY,7,0,318,60.2,81.8,9,50.0,11,59.5,0,85.7,18,21,60.8,100.0,7,38.9,7
Juju McDowell,146909,HB,S CAROLINA,9,0,289,59.2,43.8,7,38.9,16,59.7,0,42.9,18,42,60.8,34.8,8,44.4,23
Daniel Beale,197861,QB,LA LAFAYET,3,0,207,60.0,100.0,4,22.2,4,60.0,0,90.0,18,20,60.0,100.0,13,72.2,13
Titus Rohrer,157612,TE,TENNESSEE,2,0,307,57.5,100.0,3,16.7,3,56.1,0,100.0,18,18,57.1,100.0,15,83.3,15
Kylan Fox,183847,TE,UCF,5,0,323,76.6,100.0,7,38.9,7,75.9,0,100.0,18,18,67.0,100.0,11,61.1,11
Zion Taylor,170079,WR,GA TECH,3,0,176,61.0,100.0,11,61.1,11,45.5,0,100.0,18,18,61.4,100.0,7,38.9,7
Adrian Griffin,172307,C,S ALABAMA,3,0,288,60.2,100.0,9,52.9,9,59.5,0,100.0,17,17,58.6,100.0,4,23.5,4
Isaiah Dent,184587,T,OKLAHOMA,1,0,261,59.8,100.0,5,29.4,5,59.4,0,100.0,17,17,59.4,100.0,12,70.6,12
Jaden Reddell,184572,TE,GEORGIA,3,0,173,56.7,100.0,6,35.3,6,57.8,0,100.0,17,17,59.5,100.0,9,52.9,9
Bennett Galloway,168436,HB,LA MONROE,10,0,209,72.0,85.7,12,70.6,14,68.5,0,65.4,17,26,60.0,12.5,1,5.9,8
