player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
John Ward,100505,ED,S JOSE ST,13,1,0,285,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,28,0,0,0,0,0,0,,,0,2,,,0.5,,,0,0,,64.6,0,,18.2,2,0,0.0,0,1,100.0,213,6,7,0,0,0,0,0.0,
Myles Jernigan,100558,ED,LOUISVILLE,12,11,0,210,0,,,23.5,,,0,0,,61.5,0,,,0,0,0.0,0,4,36.4,17,0,0,0,0,0,0,0.0,,0,0,1.0,100.0,9.0,6.0,6.0,0,0,0.0,63.8,0,9,0.0,0,0,104.2,1,7,63.6,78,2,1,1,0,9,8,1.5,9.0
Curley Young Jr.,100559,LB,JVILLE ST,12,100,0,196,0,,,39.2,,,0,0,,62.7,0,,50.0,1,0,0.0,0,40,40.0,102,2,1,0,0,0,0,0.0,,0,0,2.5,100.0,74.2,7.2,7.2,0,0,0.0,30.3,0,34,25.0,1,0,158.3,6,46,46.0,62,1,3,6,1,106,91,2.5,17.7
Jonathan McGill,100607,S,SMU,14,467,0,287,1,5.4,75.0,94.7,8.7,6.5,0,1,8.3,73.5,1,86,25.0,2,0,104.5,9,89,19.1,94,3,5,12,1,135,107,1.7,15.0,0,3,8.2,55.6,98.0,32.9,18.3,0,3,16.7,73.5,1,17,4.2,1,3,67.8,10,340,72.8,347,6,20,18,1,104,35,0.3,10.4
Craig Woodson,100612,S,CAL,13,472,0,130,2,6.5,75.0,98.1,15.8,11.8,0,4,25.0,80.9,1,32,17.4,4,4,70.1,12,205,43.4,209,7,17,16,0,121,43,0.6,10.1,0,1,7.6,63.2,98.7,17.7,11.2,1,4,21.1,82.2,1,21,4.3,1,2,52.1,12,220,46.6,223,4,21,19,0,88,43,0.4,7.3
Kain Medrano,100655,LB,UCLA,12,370,0,324,2,5.0,50.0,73.2,75.0,37.5,0,1,50.0,64.7,1,5,33.3,2,0,56.3,1,82,22.2,112,2,2,2,1,5,2,0.1,5.0,0,1,3.2,86.7,89.6,7.6,6.6,0,2,6.7,74.2,1,32,34.8,8,1,100.8,26,206,55.7,230,9,14,30,1,266,214,1.3,10.2
Tre'shon Devones,100673,CB,DUKE,7,36,0,154,0,24.0,100.0,100.0,16.0,16.0,0,0,0.0,55.7,0,69,,0,0,158.3,1,16,44.4,16,0,0,1,1,69,45,4.3,69.0,0,1,10.0,100.0,94.1,16.0,16.0,0,0,0.0,59.7,0,26,0.0,0,0,118.8,1,16,44.4,17,0,2,1,0,26,16,1.6,26.0
Marlon Bradley,100692,ED,FAU,12,15,0,165,0,,,11.8,,,0,0,,62.2,0,,100.0,1,0,0.0,0,4,26.7,34,0,0,0,0,0,0,0.0,,0,1,,,6.9,,,0,0,,64.4,0,,33.3,1,0,0.0,0,10,66.7,144,3,1,0,0,0,0,0.0,
Eddie Williams,100742,LB,FAU,12,321,0,165,1,9.7,0.0,75.0,,13.7,0,1,33.3,63.2,0,,0.0,0,0,39.6,0,48,15.0,64,1,1,3,0,0,0,0.0,,0,3,5.0,68.0,95.7,13.8,9.4,0,1,4.0,57.0,0,47,14.3,3,1,107.3,17,244,76.0,255,9,15,25,1,211,147,0.9,12.4
Justin Harris,100902,S,TEXAS ST,9,74,0,314,0,4.0,0.0,83.3,,13.0,0,0,0.0,54.7,0,,0.0,0,0,39.6,0,15,20.3,18,0,1,1,0,0,0,0.0,,0,1,6.8,66.7,88.2,10.8,7.2,0,0,0.0,64.1,0,30,20.0,1,0,127.1,4,45,60.8,51,2,3,6,1,43,17,1.0,10.8
Ja'Len Sims,100987,LB,SO MISS,12,156,0,296,0,8.5,50.0,68.2,15.0,7.5,0,0,0.0,58.0,0,-2,0.0,0,0,56.3,1,15,9.6,22,1,1,2,0,-2,0,-0.1,-2.0,0,1,1.8,70.0,89.8,13.9,9.7,0,1,10.0,63.6,0,16,40.0,4,1,80.8,7,106,67.9,118,3,5,10,0,49,45,0.5,7.0
Mannie Nunnery,101079,LB,TEXAS ST,12,167,0,314,0,-2.0,60.0,78.6,12.7,7.6,0,0,0.0,68.2,1,12,,0,0,25.8,3,44,26.3,56,1,0,5,0,16,25,0.4,5.3,0,1,5.9,60.0,86.7,10.1,6.1,0,1,6.7,49.4,1,37,28.6,2,1,52.6,9,98,58.7,113,3,4,15,0,102,58,1.1,11.3
Jaise Oliver,101091,S,TCU,9,39,0,305,0,,,81.3,,,0,0,,64.6,0,,100.0,1,0,0.0,0,13,33.3,16,0,0,0,0,0,0,0.0,,0,1,12.5,50.0,100.0,19.0,9.5,0,0,0.0,50.5,0,3,33.3,1,0,56.3,1,21,53.8,21,0,1,2,0,3,7,0.2,3.0
Caqavouis Berryhill,101129,S,USF,12,140,0,327,0,33.0,100.0,97.5,35.0,35.0,0,0,0.0,45.8,0,33,0.0,0,0,118.8,1,39,27.9,40,0,3,1,0,33,0,0.9,33.0,0,0,16.5,50.0,98.9,44.5,22.3,0,2,50.0,70.3,0,17,0.0,0,1,66.7,2,94,67.1,95,1,4,4,0,22,-2,0.2,11.0
Markel Reed,101142,CB,BOISE ST,7,27,0,120,0,7.0,100.0,100.0,12.0,12.0,0,0,0.0,67.1,0,5,0.0,0,0,87.5,1,12,44.4,12,0,1,1,0,5,-2,0.4,5.0,0,0,35.0,0.0,100.0,,9.0,0,0,0.0,53.7,0,,,0,0,39.6,0,11,40.7,11,0,0,1,0,0,0,0.0,
Isaiah Bagnah,101162,ED,BYU,13,53,0,128,0,,,11.1,,,0,0,,62.9,0,,0.0,0,0,0.0,0,6,11.3,54,0,1,0,0,0,0,0.0,,0,0,10.5,25.0,32.8,36.0,9.0,0,1,25.0,59.7,0,11,66.7,4,1,39.6,1,39,73.6,119,1,2,4,0,11,-1,0.3,11.0
Jordan Cobbs,101229,LB,S JOSE ST,12,227,0,285,0,,,38.9,,,0,0,,63.0,0,,,0,0,0.0,0,7,3.1,18,0,0,0,0,0,0,0.0,,0,4,2.8,84.6,74.7,14.1,11.9,0,1,7.7,79.7,2,37,21.1,4,1,54.6,11,162,71.4,217,6,11,13,0,86,63,0.6,7.8
Davaughn Celestine,101308,S,SMU,2,22,0,287,0,3.0,100.0,100.0,3.0,3.0,0,0,0.0,52.2,0,13,,0,0,135.4,2,6,27.3,6,0,0,2,1,14,8,2.3,7.0,0,0,0.0,100.0,100.0,16.0,16.0,0,0,0.0,69.4,0,5,0.0,0,0,87.5,1,16,72.7,16,0,3,1,0,5,5,0.3,5.0
Alexander Teubner,101313,LB,BOISE ST,10,245,0,120,0,11.3,100.0,70.8,19.7,19.7,0,0,0.0,66.2,0,16,0.0,0,0,149.3,3,63,25.7,89,3,6,3,1,31,6,0.5,10.3,0,2,6.8,88.9,84.0,19.4,17.2,0,0,0.0,74.3,1,50,14.3,2,0,69.7,8,158,64.5,188,3,10,9,0,92,49,0.6,11.5
Ajani Carter,101343,CB,HOUSTON,11,189,0,182,0,8.9,57.1,97.6,9.0,5.1,0,2,28.6,58.0,0,31,25.0,1,1,82.4,4,40,21.2,41,0,3,7,0,55,21,1.5,13.8,0,1,11.2,58.8,98.2,10.4,6.1,0,0,0.0,49.2,0,40,0.0,0,0,99.6,10,112,59.3,114,2,7,17,1,118,27,1.1,11.8
Javin Wright,101373,LB,NEBRASKA,9,140,0,238,1,2.8,40.0,90.2,22.5,9.0,0,0,0.0,73.8,0,3,0.0,0,0,47.9,2,46,32.9,51,2,3,5,0,6,2,0.1,3.0,0,1,2.0,90.9,100.0,7.6,6.9,0,0,0.0,50.3,0,16,16.7,2,0,96.6,10,78,55.7,78,5,9,11,0,79,60,1.0,7.9
Quinten Johnson,101377,S,MICHIGAN,13,397,0,222,0,5.0,66.7,79.0,21.5,14.3,0,1,33.3,65.3,0,20,20.0,1,1,95.1,2,49,12.3,62,0,4,3,0,27,14,0.6,13.5,0,5,9.4,61.5,95.5,30.4,18.7,1,1,7.7,67.9,0,44,0.0,0,1,86.4,8,255,64.2,267,4,9,13,0,103,49,0.4,12.9
Keshaun Harris,101381,CB,MICHIGAN,2,6,0,222,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,61.8,0,,,0,0,0.0,0,2,33.3,2,0,0,0,0,0,0,0.0,
Josh Sanguinetti,101396,S,INDIANA,10,186,0,190,0,15.0,100.0,100.0,12.0,12.0,0,0,0.0,53.7,0,28,0.0,0,0,118.8,1,14,7.5,14,0,1,1,0,28,13,2.3,28.0,0,3,7.0,75.0,100.0,21.7,16.3,0,0,0.0,64.7,0,38,8.3,1,0,156.3,6,140,75.3,140,4,8,8,1,118,95,0.9,19.7
Da'Raun McKinney,101399,CB,C MICHIGAN,11,276,0,134,1,20.1,61.5,100.0,8.6,5.3,0,2,15.4,52.1,0,48,0.0,0,2,144.6,8,78,28.3,78,2,6,13,2,161,13,2.3,20.1,0,1,11.6,60.0,99.4,8.5,5.1,1,7,23.3,82.7,0,27,4.0,1,4,87.5,18,155,56.2,156,10,23,30,1,175,60,1.1,9.7
Jermari Harris,101401,CB,IOWA,10,328,0,192,0,7.7,33.3,100.0,29.5,9.8,1,2,33.3,77.3,1,33,0.0,0,2,62.5,2,62,18.9,62,0,1,6,1,47,32,0.8,23.5,0,2,10.1,34.6,100.0,24.1,8.3,1,5,19.2,89.5,2,19,16.7,2,4,11.4,9,225,68.6,225,3,8,26,0,73,25,0.3,8.1
Sebastian Castro,101402,S,IOWA,12,397,0,192,1,13.1,50.0,94.0,12.7,6.3,0,1,8.3,54.5,0,30,0.0,0,1,113.5,6,79,19.9,84,0,3,12,2,87,26,1.1,14.5,0,2,4.5,73.9,91.7,7.6,5.6,0,1,2.2,66.4,1,29,22.6,7,1,84.4,34,265,66.8,289,12,22,46,1,249,160,1.0,7.3
Kyler Fisher,101403,LB,IOWA,11,100,0,192,1,4.8,66.7,91.7,8.3,5.5,1,1,16.7,72.8,0,11,20.0,1,1,75.7,4,33,33.0,36,2,3,6,0,26,16,0.8,6.5,0,1,3.0,100.0,85.2,6.3,6.3,0,0,0.0,54.5,0,28,11.1,1,0,149.5,8,52,52.0,61,3,7,8,1,83,63,1.7,10.4
Smith Vilbert,101408,ED,PENN STATE,16,15,0,266,0,,,1.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,6.7,80,0,0,0,0,0,0,0.0,,0,0,2.0,100.0,14.8,12.0,12.0,0,0,0.0,62.0,0,3,,0,0,79.2,1,12,80.0,81,1,0,1,0,3,1,0.3,3.0
Michael Fletcher,101411,ED,APP STATE,10,1,0,108,1,,,2.3,,,0,0,,60.2,0,,0.0,0,0,0.0,0,1,100.0,43,0,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,60.0,0,,33.3,1,0,0.0,0,0,0.0,104,4,2,0,0,0,0,,
Jeramy Passmore,101439,DI,FIU,12,1,0,166,0,-3.0,100.0,0.0,0.0,0.0,0,0,0.0,,0,7,,0,0,95.8,1,0,0.0,43,0,0,1,0,7,10,,7.0,0,1,,,0.6,,,0,0,,57.1,0,,0.0,0,0,0.0,0,1,100.0,162,1,0,0,0,0,0,0.0,
Ty Robinson,101446,DI,NEBRASKA,13,3,0,238,0,,,0.9,,,0,0,,60.1,0,,0.0,0,0,0.0,0,1,33.3,108,2,1,0,0,0,0,0.0,,0,0,,,0.5,,,0,0,,58.7,0,,66.7,2,0,0.0,0,1,33.3,210,5,1,0,0,0,0,0.0,
Jaden McKenzie,101453,DI,E CAROLINA,13,2,0,156,0,,,0.0,,,0,0,,60.0,0,,0.0,0,0,0.0,0,0,0.0,17,1,1,0,0,0,0,,,0,0,,,1.0,,,0,0,,59.3,1,,100.0,1,0,0.0,0,1,50.0,104,0,0,0,0,0,0,0.0,
Joey Velazquez,101480,LB,OHIO STATE,1,1,0,260,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,1,0,0,0,0,0,0,0.0,
Lance Dixon,101496,LB,TOLEDO,12,197,0,316,0,4.6,40.0,79.5,31.0,12.4,0,1,20.0,75.3,0,9,50.0,2,1,47.9,2,62,31.5,78,1,2,5,0,10,14,0.2,5.0,0,1,4.2,66.7,87.5,10.1,6.7,0,2,13.3,69.1,0,22,0.0,0,2,84.0,10,105,53.3,120,4,9,15,0,95,51,0.9,9.5
Ryan Meed,101501,LB,ILLINOIS,12,158,0,187,0,15.6,60.0,73.6,16.3,9.8,0,0,0.0,56.3,0,29,50.0,1,0,126.7,3,53,33.5,72,1,1,5,1,42,11,0.9,14.0,0,3,5.3,80.0,95.4,5.1,4.1,0,1,5.0,59.5,0,24,5.6,1,0,94.8,16,83,52.5,87,3,14,20,0,135,68,1.6,8.4
DJ Gordon IV,101503,LB,USF,11,68,0,327,0,-0.5,100.0,57.1,8.0,8.0,0,0,0.0,76.5,0,8,0.0,0,0,85.4,2,16,23.5,28,3,3,2,0,9,10,0.6,4.5,0,0,0.8,83.3,82.0,8.0,6.7,0,0,0.0,56.6,0,13,33.3,1,0,88.2,5,41,60.3,50,2,2,6,0,31,27,0.8,6.2
Donald Willis,101504,LB,W MICHIGAN,13,290,0,347,1,8.0,62.5,74.6,9.6,6.0,0,1,12.5,61.3,0,13,16.7,1,1,77.6,5,53,18.3,71,2,4,8,0,45,31,0.9,9.0,0,2,5.4,82.4,86.5,13.5,11.1,1,1,5.9,64.7,0,25,22.7,5,1,119.9,14,198,68.3,229,5,15,17,1,137,65,0.7,9.8
Ben McNaboe,101505,ED,OHIO,14,22,0,259,0,,,6.5,,,0,0,,60.6,1,,,0,0,0.0,0,3,13.6,46,1,0,0,0,0,0,0.0,,0,2,6.5,100.0,5.6,8.0,8.0,0,1,50.0,67.7,0,15,11.1,1,1,106.3,2,16,72.7,286,4,6,2,0,19,6,1.2,9.5
Charles Willekes,101510,LB,ARK STATE,13,398,0,113,0,7.0,75.0,77.1,15.7,11.8,0,1,25.0,65.6,0,12,20.0,1,1,77.1,3,54,13.6,70,3,4,4,0,11,19,0.2,3.7,0,5,2.7,87.0,85.3,12.5,10.8,0,0,0.0,60.4,0,35,15.0,3,0,114.5,20,261,65.6,306,10,12,23,0,264,219,1.1,13.2
Jestin Jacobs,101514,LB,OREGON,13,74,0,264,0,2.0,0.0,81.5,,22.0,0,0,0.0,74.2,1,,,0,0,0.0,0,22,29.7,27,0,0,1,0,0,0,0.0,,0,0,3.9,75.0,81.5,7.3,5.5,0,0,0.0,69.8,0,17,0.0,0,0,81.3,6,44,59.5,54,5,6,8,0,32,18,0.7,5.3
Jacob Wahlberg,101520,LB,W MICHIGAN,13,304,0,347,0,-1.0,100.0,75.3,25.0,25.0,0,0,0.0,61.0,0,14,0.0,0,0,102.1,2,55,18.1,73,1,3,2,0,17,19,0.3,8.5,0,7,3.1,87.5,93.4,7.3,6.3,1,1,3.1,58.9,0,21,10.0,3,1,108.2,28,212,69.7,227,7,20,32,1,239,194,1.2,8.5
John Bullock,101601,LB,NEBRASKA,13,316,0,238,1,0.2,100.0,71.7,13.0,13.0,0,0,0.0,54.8,0,16,16.7,1,0,100.8,5,71,22.5,99,2,4,5,0,41,40,0.6,8.2,0,4,5.6,54.5,93.8,16.8,9.2,0,2,9.1,71.5,1,35,15.0,3,2,63.3,12,212,67.1,226,4,13,22,0,183,143,0.9,15.3
Bryson Shaw,101664,S,USC,13,136,0,326,1,2.5,100.0,98.1,24.0,24.0,0,0,0.0,68.6,0,5,0.0,0,0,118.8,2,51,37.5,52,2,5,2,1,5,3,0.1,2.5,0,1,18.3,66.7,97.3,35.0,23.3,0,0,0.0,58.9,0,23,0.0,0,0,149.3,2,71,52.2,73,0,4,3,1,44,6,0.6,22.0
Tyler Rudolph,101666,S,UMASS,12,254,0,216,1,14.3,33.3,99.0,30.3,10.1,0,1,11.1,57.5,0,31,25.0,2,1,95.1,3,104,40.9,105,0,5,9,1,61,32,0.7,20.3,0,6,12.4,44.4,97.6,19.8,8.8,0,0,0.0,41.5,0,49,25.0,4,0,81.3,4,81,31.9,83,2,6,9,0,91,18,1.2,22.8
Tate Hallock,101668,S,W MICHIGAN,13,348,0,347,1,13.0,50.0,90.8,24.0,12.0,0,1,16.7,90.8,2,52,25.0,1,1,93.8,3,79,22.7,87,1,2,6,1,72,45,1.0,24.0,0,6,8.9,65.4,94.6,12.8,8.4,1,3,11.5,63.9,2,42,14.8,4,2,76.3,17,228,65.5,241,6,17,26,1,243,104,1.1,14.3
Marvin Grant,101670,S,KANSAS,12,308,0,198,0,14.2,38.5,88.9,15.2,5.8,0,4,30.8,57.2,0,36,33.3,3,2,100.6,5,80,26.0,90,1,6,13,2,84,10,1.1,16.8,0,6,5.2,84.2,89.1,9.8,8.3,0,0,0.0,53.6,0,39,5.6,1,0,122.8,16,163,52.9,183,5,11,19,1,176,106,1.1,11.0
Quinn Schulte,101737,S,IOWA,13,464,0,192,2,1.0,100.0,97.8,82.0,82.0,0,0,0.0,76.5,1,2,0.0,0,0,39.6,1,87,18.8,89,2,3,1,0,2,1,0.0,2.0,0,1,14.2,57.1,100.0,25.8,14.8,1,2,9.5,78.1,2,62,29.2,7,2,65.7,12,320,69.0,320,4,16,21,1,200,60,0.6,16.7
Julian Barnett,101745,CB,MEMPHIS,4,26,0,218,0,14.0,100.0,100.0,6.0,6.0,0,0,0.0,55.8,0,15,0.0,0,0,118.8,1,6,23.1,6,0,1,1,0,15,1,2.5,15.0,0,0,,,100.0,,,0,0,,65.4,0,,,0,0,0.0,0,10,38.5,10,0,0,0,0,0,0,0.0,
Gavin Pringle,101756,CB,GA STATE,12,388,0,175,2,9.0,60.0,100.0,16.5,9.9,0,2,20.0,58.9,0,17,22.2,2,2,108.8,6,102,26.3,102,0,5,10,1,56,27,0.6,9.3,0,0,19.0,53.3,99.1,25.4,13.5,0,3,20.0,67.9,1,52,15.4,2,3,101.9,8,214,55.2,216,2,11,15,2,157,67,0.8,19.6
Alijah Huzzie,101807,CB,N CAROLINA,13,437,0,245,1,8.5,46.2,96.6,21.5,9.9,0,4,30.8,68.4,0,28,33.3,2,2,58.5,6,141,32.3,146,1,3,13,0,56,34,0.4,9.3,0,2,16.5,39.3,99.6,23.1,9.1,0,6,21.4,71.3,1,50,12.5,2,3,47.6,11,263,60.2,264,5,12,28,0,186,37,0.7,16.9
Ray Williams,101846,S,JAMES MAD,11,131,0,197,1,15.5,50.0,96.4,12.5,6.3,0,1,25.0,74.7,0,35,50.0,1,1,135.4,2,27,20.6,28,0,0,4,2,52,40,2.1,26.0,0,0,14.5,60.0,100.0,15.3,9.2,0,0,0.0,67.7,0,39,11.1,1,0,95.4,6,93,71.0,93,2,8,10,0,104,47,1.1,17.3
Kamari Stephens,101963,ED,ARK STATE,10,1,0,113,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,32,1,0,0,0,0,0,,,0,1,,,0.9,,,0,0,,55.8,0,,50.0,1,0,0.0,0,1,100.0,110,0,0,0,0,0,0,0.0,
Marquez Tatum,101973,DI,FIU,12,1,0,166,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,20,0,0,0,0,0,0,,,0,2,,,0.9,,,0,0,,60.9,0,,0.0,0,0,0.0,0,1,100.0,110,1,1,0,0,0,0,0.0,
James Carpenter,101993,DI,INDIANA,13,2,0,190,0,,,3.1,,,0,0,,59.7,0,,0.0,0,0,0.0,0,1,50.0,32,2,2,0,0,0,0,0.0,,0,1,,,0.4,,,0,0,,55.3,0,,50.0,4,0,0.0,0,1,50.0,270,5,3,0,0,0,0,0.0,
James Neal,102046,LB,TEXAS ST,13,175,0,314,1,-1.3,83.3,92.9,9.6,8.0,0,0,0.0,58.4,0,22,20.0,1,0,102.8,5,52,29.7,56,1,3,6,0,52,56,1.1,10.4,0,3,6.9,57.1,78.2,22.0,12.6,0,0,0.0,59.4,0,46,10.0,1,0,140.5,4,93,53.1,119,0,6,7,1,86,41,1.0,21.5
Monroe Beard III,102067,LB,MARSHALL,7,36,0,214,0,,,53.3,,,0,0,,71.9,0,,0.0,0,0,0.0,0,8,22.2,15,1,1,0,0,0,0,0.0,,0,0,3.0,100.0,80.8,20.0,20.0,0,0,0.0,55.5,0,6,0.0,0,0,91.7,1,21,58.3,26,2,2,1,0,6,3,0.3,6.0
Tray Dunson,102111,LB,UTEP,10,104,0,330,0,3.0,50.0,60.4,26.0,13.0,0,0,0.0,59.1,0,20,50.0,1,0,85.4,1,29,27.9,48,1,1,2,0,20,11,0.8,20.0,0,1,4.4,88.9,90.1,7.6,6.8,0,0,0.0,48.6,0,19,0.0,0,0,113.0,8,64,61.5,71,1,3,9,0,100,59,1.6,12.5
Jacob Dobbs,102118,LB,JAMES MAD,9,276,0,197,0,-1.3,100.0,76.7,20.3,20.3,0,0,0.0,65.1,0,5,20.0,1,0,118.8,3,69,25.0,90,5,4,3,1,9,13,0.1,3.0,0,3,7.7,69.2,92.3,19.1,13.2,0,0,0.0,66.1,0,17,0.0,0,0,92.1,9,180,65.2,195,2,6,13,0,101,66,0.6,11.2
Taurus Jones,102148,LB,JAMES MAD,11,135,0,197,0,1.0,100.0,71.4,13.0,13.0,0,0,0.0,71.4,0,10,0.0,0,0,95.8,2,30,22.2,42,3,2,2,0,14,12,0.5,7.0,0,0,10.6,75.0,84.1,15.7,11.8,0,0,0.0,47.0,0,36,0.0,0,0,116.7,6,95,70.4,113,3,4,8,0,106,39,1.1,17.7
Jaylon Jimmerson,102450,CB,SM HOUSTON,13,428,0,281,0,11.0,50.0,92.9,11.9,5.9,0,1,6.3,47.7,0,74,42.9,3,0,106.3,8,104,24.3,112,2,4,16,1,160,90,1.7,20.0,0,1,6.5,71.0,92.9,10.1,7.2,0,2,6.5,81.4,3,49,27.3,6,2,47.8,22,234,54.7,252,10,15,31,0,195,123,0.9,8.9
Bryquice Brown,102650,CB,BOSTON COL,8,131,0,121,0,16.5,50.0,100.0,8.5,4.3,0,0,0.0,46.0,0,21,0.0,0,0,74.0,4,36,27.5,36,0,4,8,0,58,14,1.7,14.5,0,2,11.2,91.7,100.0,6.7,6.2,0,2,16.7,73.6,0,29,7.1,1,2,111.1,11,75,57.3,75,3,11,12,0,128,17,1.7,11.6
Anthony Switzer,102668,LB,ARKANSAS,10,91,0,111,0,0.0,100.0,54.8,17.0,17.0,0,0,0.0,56.2,0,9,,0,0,104.2,1,17,18.7,31,0,0,1,0,9,9,0.5,9.0,0,1,11.0,66.7,90.5,31.0,20.7,0,0,0.0,61.3,0,13,33.3,2,0,86.8,2,67,73.6,74,0,3,3,0,21,2,0.3,10.5
Isaiah Rutherford,102685,CB,UMASS,10,166,0,216,0,18.1,50.0,100.0,12.6,6.3,0,4,40.0,57.2,0,40,0.0,0,2,135.4,5,70,42.2,70,0,2,10,2,128,41,2.0,25.6,0,0,8.0,50.0,98.0,45.0,22.5,0,1,50.0,68.8,0,15,,0,1,114.6,1,48,28.9,49,0,0,2,1,15,12,0.3,15.0
K.J. Wallace,102686,S,UCLA,12,401,0,324,0,7.4,61.1,91.7,8.5,5.2,0,3,16.7,70.9,0,17,0.0,0,3,90.7,11,100,24.9,109,5,9,18,1,83,44,0.9,7.5,0,0,9.5,67.7,96.9,10.0,6.7,1,5,16.1,69.1,0,27,0.0,0,3,85.3,21,218,54.4,225,2,19,31,0,199,104,1.0,9.5
George Udo,102695,S,BALL ST,12,373,0,117,0,5.8,70.0,93.3,15.0,10.5,0,2,20.0,57.5,0,27,30.8,4,0,125.4,7,112,30.0,120,2,9,10,1,76,37,0.7,10.9,0,2,5.5,76.9,90.4,10.0,7.7,0,0,0.0,53.4,1,19,22.2,4,0,88.6,20,208,55.8,230,3,12,26,1,160,115,0.8,8.0
Nana Osafo-Mensah,102725,ED,TCU,13,24,0,305,0,-5.0,100.0,22.4,17.0,17.0,0,0,0.0,68.6,0,-3,50.0,1,0,79.2,1,17,70.8,76,1,1,1,0,-3,2,-0.2,-3.0,0,2,,,2.8,,,0,0,,80.3,0,,20.0,1,0,0.0,0,7,29.2,251,4,2,0,0,0,0,0.0,
Kenny Haynes,102763,LB,TEXAS ST,13,147,0,314,0,-0.8,50.0,71.4,14.5,7.3,0,0,0.0,37.8,0,29,100.0,2,0,77.1,2,30,20.4,42,0,0,4,0,32,35,1.1,16.0,0,1,4.9,80.0,91.2,6.7,5.3,0,0,0.0,39.8,0,29,11.1,1,0,123.3,12,83,56.5,91,3,7,15,1,124,92,1.6,10.3
Ositadinma Ekwonu,102788,ED,CHARLOTTE,12,30,0,136,1,,,17.9,,,0,0,,72.5,0,,0.0,0,0,0.0,0,7,23.3,39,0,0,0,0,0,0,0.0,,0,1,6.0,50.0,32.2,19.0,9.5,0,0,0.0,64.5,1,18,0.0,0,0,41.7,1,19,63.3,59,0,0,2,0,18,20,0.9,18.0
Keenan Pili,102794,LB,TENNESSEE,6,85,0,307,0,-1.0,100.0,64.7,20.0,20.0,0,0,0.0,65.2,0,2,,0,0,79.2,1,22,25.9,34,0,0,1,0,2,3,0.1,2.0,0,2,6.5,0.0,82.4,,20.0,0,0,0.0,57.2,0,,0.0,0,0,39.6,0,42,49.4,51,0,3,2,0,0,0,0.0,
Brendan Harrington,102848,LB,APP STATE,11,252,0,108,1,8.8,75.0,86.7,20.7,15.5,0,1,25.0,67.8,0,13,0.0,0,1,89.6,3,65,25.8,75,3,6,4,0,24,19,0.4,8.0,0,2,4.4,83.3,95.9,7.8,6.5,0,0,0.0,54.9,0,34,17.4,4,0,134.4,20,162,64.3,169,9,17,24,2,230,133,1.5,11.5
Jamil Muhammad,102860,ED,USC,13,55,0,326,0,-3.0,0.0,33.3,,28.0,0,0,0.0,59.2,0,,,0,0,39.6,0,28,50.9,84,0,0,1,0,0,0,0.0,,0,0,-2.3,75.0,17.7,7.3,5.5,0,0,0.0,64.3,0,4,33.3,1,0,77.1,3,22,40.0,124,1,2,4,0,6,21,0.3,2.0
Torren Union,103555,S,UTAH ST,11,129,0,329,0,7.6,57.1,84.2,3.8,2.1,0,0,0.0,72.1,0,34,0.0,0,0,72.3,4,16,12.4,19,2,3,7,0,38,18,2.5,9.5,0,3,3.1,85.7,85.4,7.2,6.1,0,0,0.0,48.2,1,22,11.1,1,0,75.0,12,88,68.2,103,0,5,14,0,128,119,1.5,10.7
