player,player_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap
Brian Bates,175788,LB,DELWARE ST,8,15,7.5,5.0,152,0,97.9,2,3,0,29,14,1.93
Marvin Burks Jr.,172561,S,MISSOURI,12,30,7.5,4.3,229,0,87.8,4,7,0,64,37,2.13
Jordan Irvine,165080,S,STHLSK,6,15,7.5,3.8,1470,0,135.4,2,4,1,59,46,3.93
Jaden Boring,177006,LB,WM & MARY,6,15,7.5,7.5,348,0,83.3,2,2,0,8,4,0.53
Luke Weerts,106810,LB,N DAK ST,9,30,7.5,4.3,250,0,90.2,4,7,0,68,43,2.27
Harvey Dyson,157327,ED,TEXAS TECH,8,15,7.5,7.5,315,0,106.3,2,2,0,19,13,1.27
Kahleef Jimmison,147365,S,DELWARE ST,12,218,7.5,5.7,152,0,133.3,29,38,3,377,242,1.73
Brendan Jackson,164501,LB,TROY,10,30,7.5,7.5,318,0,79.2,4,4,0,-1,8,-0.03
Kip Lewis,158071,LB,OKLAHOMA,9,15,7.5,7.5,261,0,79.2,2,2,0,5,12,0.33
DJ Frazier,148587,LB,MERRIMACK,6,15,7.5,5.0,385,0,70.1,2,3,0,4,6,0.27
Makai Shahid,171538,S,YNGTOWN ST,11,45,7.5,4.5,353,0,73.8,6,10,0,52,18,1.16
Kyree Anderson,160075,LB,TXAMCO,8,15,7.5,5.0,1139,0,86.8,2,3,0,21,5,1.4
Jerome Nichols,129591,LB,FL A&M,5,15,7.5,3.0,164,0,64.6,2,5,0,35,18,2.33
Nick Morgan,160010,S,WOFFORD,4,45,7.5,5.0,350,0,86.3,6,9,0,62,56,1.38
Latrelle Smith-Leaks,104238,CB,WM & MARY,8,120,7.5,5.2,348,0,103.0,16,23,1,157,45,1.31
Padro Davidson,168850,CB,LANECOL,1,15,7.5,7.5,942,0,118.8,2,2,0,26,19,1.73
Ken Moore Jr.,159952,CB,W CAROLINA,12,195,7.5,4.3,344,4,67.3,26,45,3,344,174,1.76
DJ Brown,163933,S,LEHIGH,8,15,7.5,3.0,205,0,104.2,2,5,1,35,1,2.33
MJ Stroud,158366,ED,GA SOUTHRN,6,15,7.5,7.5,174,0,104.2,2,2,0,18,0,1.2
Kasyus Kurns,178462,CB,TARLETON,8,15,7.5,3.8,401,0,56.3,2,4,0,7,8,0.47
TJ Smith,122618,S,GA SOUTHRN,6,30,7.5,6.0,174,0,129.6,4,5,1,28,3,0.93
Esaias Guthrie,105959,S,JACKSON ST,13,30,7.5,7.5,194,1,57.3,4,4,0,29,7,0.97
Aiden Fisher,156725,LB,INDIANA,11,30,7.5,6.0,190,0,110.8,4,5,0,53,27,1.77
Devin Malloy,177486,CB,PENN,7,15,7.5,5.0,267,0,133.3,2,3,1,26,15,1.73
Kenneth McShan,162567,LB,NAVY,12,83,7.5,5.2,237,1,52.1,11,16,0,72,17,0.87
Rico Watson III,99809,ED,USF,10,30,7.5,6.0,327,0,105.0,4,5,0,46,29,1.53
Jermaine Mathews Jr.,170257,CB,OHIO STATE,4,15,7.5,5.0,260,0,70.1,2,3,0,-3,4,-0.2
Jaeden Jones,191663,S,MONMOUTH,3,15,7.5,5.0,231,0,75.7,2,3,0,13,17,0.87
DJ Lundy,122405,LB,FLORIDA ST,5,15,7.5,5.0,167,0,84.0,2,3,0,19,22,1.27
Jack Luttrell,174734,S,ARIZONA,6,15,7.5,5.0,109,1,50.0,2,3,0,23,25,1.53
Marques Neal,182856,CB,TEXAS STHN,2,15,7.5,7.5,313,0,79.2,2,2,0,5,11,0.33
Enock Sibomana,148168,CB,N DAK ST,16,194,7.5,6.5,250,1,117.8,26,30,2,308,111,1.59
O.J. Burroughs,144581,S,KANSAS,12,45,7.5,4.1,198,0,105.7,6,11,2,49,32,1.09
Dejuan Lane,191339,S,PENN STATE,7,15,7.5,5.0,266,0,109.7,2,3,1,6,1,0.4
Kent Robinson,158669,CB,W KENTUCKY,10,15,7.5,3.0,346,0,127.1,2,5,1,70,0,4.67
Braden Turner,162854,CB,NWESTERN,12,188,7.5,5.5,256,0,118.8,25,34,2,292,135,1.55
Dedric Walker,166598,S,BRYANT,10,97,7.5,5.4,124,0,101.9,13,18,0,171,72,1.76
Marvae Myers,97517,CB,MIDDLE TN,5,15,7.5,5.0,224,0,140.3,2,3,1,31,2,2.07
CJ Grisar,149570,S,DRAKE,10,30,7.5,6.0,153,0,83.3,4,5,0,20,16,0.67
Jeremiah Cooper,157608,S,IOWA STATE,14,195,7.5,4.6,193,1,115.0,26,42,5,319,107,1.64
Kolbe Fields,146919,LB,LA TECH,11,82,7.5,4.3,208,0,68.5,11,19,0,83,50,1.01
Bailey Despanie,144413,S,TULANE,11,37,7.4,4.6,319,0,74.0,5,8,0,38,27,1.03
Luke Banbury,148804,LB,CORNELL,10,52,7.4,4.0,147,1,65.2,7,13,1,77,48,1.48
Jaylen Stinson,122389,S,DUKE,12,104,7.4,4.5,154,0,92.1,14,23,1,137,59,1.32
Daniel Raymond,148454,S,TOWSON,12,141,7.4,5.4,317,0,111.1,19,26,1,220,101,1.56
DeJuan Lewis,168462,S,LAMAR,12,67,7.4,5.2,204,0,80.3,9,13,0,64,41,0.96
CJ Harris,121524,LB,LA TECH,10,104,7.4,6.1,208,0,97.3,14,17,0,125,65,1.2
Anthony Wilson,97220,S,W VIRGINIA,13,67,7.4,5.6,343,1,109.7,9,12,1,202,146,3.01
TJ Metcalf,172415,S,ARKANSAS,12,52,7.4,5.8,111,0,141.7,7,9,1,82,15,1.58
Diego Addison,196873,S,SCAR STATE,12,52,7.4,3.7,290,1,58.3,7,14,1,69,25,1.33
Ethan Powell,157838,LB,S JOSE ST,12,148,7.4,6.2,285,1,93.1,20,24,1,172,124,1.16
Alex Odom,125337,S,MONMOUTH,7,37,7.4,4.6,231,0,145.8,5,8,1,127,120,3.43
Jacoby McQuiller,186293,CB,CENT ARK,7,67,7.4,5.2,132,0,95.4,9,13,0,111,102,1.66
Tongiaki Mateialona,128238,LB,NEVADA,9,37,7.4,7.4,239,0,95.8,5,5,0,35,35,0.95
Tyler Strain,144814,CB,ILLINOIS,4,37,7.4,6.2,187,0,144.4,5,6,1,55,35,1.49
Kao Hansen,164479,S,WEBER ST,10,52,7.4,4.7,342,0,68.4,7,11,0,35,34,0.67
Owen Goss,143026,S,ARIZONA,11,126,7.4,6.3,109,0,152.3,17,20,3,221,115,1.75
Jakari Embry,184236,CB,FRESNO ST,8,170,7.4,4.9,169,0,108.8,23,35,2,276,162,1.62
Syeed Gibbs,161375,CB,GA TECH,10,147,7.4,4.6,176,0,89.5,20,32,1,191,94,1.3
CJ Brown,130541,S,BOWL GREEN,11,67,7.4,6.7,122,1,105.4,9,10,2,93,34,1.39
Cale Williams,161890,S,CITADEL,12,67,7.4,4.2,139,0,73.2,9,16,0,93,19,1.39
Rocco Nicholl,163143,LB,KENT STATE,8,37,7.4,6.2,201,0,100.0,5,6,0,48,29,1.3
Carl Fauntroy,163014,S,LA MONROE,10,52,7.4,5.2,209,0,102.5,7,10,0,101,104,1.94
PJ Woodland,184471,CB,LSU,10,52,7.4,4.3,211,0,112.5,7,12,1,98,37,1.88
Berry Buxton III,176038,S,SYRACUSE,9,37,7.4,5.3,304,0,97.3,5,7,0,60,44,1.62
Cameron Smith,144281,S,TCU,7,22,7.3,4.4,305,0,64.6,3,5,0,13,7,0.59
Zion Tracy,170301,CB,PENN STATE,16,161,7.3,4.5,266,2,61.5,22,36,1,193,135,1.2
Edwin White-Schultz,144583,S,N ALABAMA,8,58,7.3,6.4,389,0,118.8,8,9,0,115,57,1.98
Keon Sabb,158546,S,ALABAMA,7,95,7.3,6.3,103,1,109.7,13,15,1,175,75,1.84
Trey Harris,148808,S,CORNELL,10,44,7.3,4.0,147,0,106.1,6,11,2,50,11,1.14
Vincent Shavers Jr.,183585,LB,NEBRASKA,10,22,7.3,7.3,238,0,100.0,3,3,0,24,25,1.09
Kyler Fisher,101403,LB,IOWA,10,51,7.3,5.7,192,0,125.5,7,9,1,47,24,0.92
Jaylen Dawson,191858,LB,FORDHAM,8,44,7.3,4.9,168,0,92.8,6,9,0,76,57,1.73
CJ Clinkscales Jr.,162658,CB,CHARLOTTE,6,51,7.3,5.1,136,0,74.6,7,10,0,34,62,0.67
Khari Johnson,123958,CB,BOSTON COL,11,248,7.3,5.3,121,2,101.0,34,47,3,396,203,1.6
Malakai Hoeft,184873,LB,S JOSE ST,5,22,7.3,7.3,285,0,158.3,3,3,1,74,54,3.36
Philjae Bien-Aime,123733,CB,N ALABAMA,9,88,7.3,6.3,389,0,140.8,12,14,1,169,112,1.92
Hunter Washington,143898,S,MISS STATE,12,58,7.3,4.8,227,0,112.2,8,12,1,77,40,1.33
Trez Moore,175648,CB,TEXAS ST,11,22,7.3,5.5,314,0,156.3,3,4,1,71,58,3.23
Jaylen Stanford,101861,S,PRVIEW A&M,11,95,7.3,5.0,270,0,148.9,13,19,3,229,97,2.41
Danny Cronin,148822,LB,DARTMOUTH,9,22,7.3,7.3,148,0,105.6,3,3,0,28,23,1.27
Ky'Won McCray,163967,LB,JVILLE ST,10,29,7.3,7.3,196,0,104.2,4,4,0,36,16,1.24
Jadon Pearson,72538,LB,UTAH ST,8,29,7.3,5.8,329,0,89.2,4,5,0,27,31,0.93
Chris Wright,145329,ED,ABILENE CH,9,29,7.3,7.3,100,0,87.5,4,4,0,20,14,0.69
BJ Wagner,145542,S,DELWARE ST,11,51,7.3,5.1,152,0,84.2,7,10,0,57,33,1.12
Jake Dalmado,150112,ED,NICHOLLS,10,29,7.3,4.8,243,0,109.7,4,6,0,81,39,2.79
Neriyan Brown,143100,S,LAFAYETTE,12,80,7.3,4.7,203,0,124.5,11,17,3,118,50,1.48
Mason Woods,148468,LB,KENT STATE,10,22,7.3,7.3,201,0,118.8,3,3,0,54,40,2.45
Gabriel Valenzuela,150225,S,UTAHTC,6,51,7.3,5.7,1285,1,66.4,7,9,0,85,56,1.67
Quentin Hunter-Colvin,174548,S,RHODE ISLD,13,44,7.3,7.3,274,0,107.6,6,6,0,59,11,1.34
Kristian Pugh,165772,S,LAMAR,12,87,7.3,5.4,204,0,112.8,12,16,1,105,59,1.21
Chase Allen,126962,S,AUSTINPEAY,6,29,7.3,7.3,116,0,118.8,4,4,0,50,50,1.72
Joshua Thornhill,133881,S,BETH COOK,9,29,7.3,4.1,119,0,96.1,4,7,0,78,40,2.69
Nick Verbitsky,162331,LB,SACR HEART,10,22,7.3,5.5,280,0,109.4,3,4,0,43,21,1.95
Colin Ramos,144338,LB,NAVY,13,58,7.3,5.8,237,0,82.9,8,10,0,39,34,0.67
Trey Rucker,97684,S,OKLA STATE,11,58,7.3,5.3,262,1,83.9,8,11,1,76,25,1.31
Isaiah Mananga,150038,S,WOFFORD,12,102,7.3,6.0,350,0,92.6,14,17,0,106,51,1.04
Brooks Russ-Martin,149601,S,PRESBYTERN,10,80,7.3,5.3,271,0,147.8,11,15,2,162,95,2.03
Ryan Moore,162318,S,SACR HEART,6,22,7.3,4.4,280,0,93.8,3,5,0,50,29,2.27
Kyle Jacob,144318,LB,NAVY,11,22,7.3,7.3,237,0,109.7,3,3,0,31,7,1.41
Kamari Ramsey,162465,S,USC,11,102,7.3,5.1,326,0,99.2,14,20,1,106,99,1.04
LaVonta Bentley,99789,LB,COLORADO,12,22,7.3,7.3,143,0,118.8,3,3,0,53,18,2.41
Taniela Latu,174872,LB,S JOSE ST,12,94,7.2,6.3,285,0,87.5,13,15,0,75,47,0.8
Colin Graves,149760,S,VALPO,9,36,7.2,6.0,332,0,140.3,5,6,1,49,43,1.36
Tobias Fletcher,147094,S,COAST CAR,11,43,7.2,4.8,141,0,85.9,6,9,0,61,60,1.42
Dalton Johnson,146252,S,ARIZONA,7,43,7.2,5.4,109,0,156.3,6,8,1,105,32,2.44
Tayden Barnes,175662,S,NEW MEX ST,12,252,7.2,4.6,242,2,96.6,35,55,4,427,171,1.69
CJ Tillman,147894,S,CAMPBELL,6,79,7.2,6.1,131,0,158.3,11,13,2,191,141,2.42
Shamari Simmons,149114,CB,ARIZONA ST,14,374,7.2,5.0,110,1,84.4,52,75,1,462,270,1.24
Jamel Johnson,173140,S,TCU,12,65,7.2,4.1,305,0,99.7,9,16,1,115,55,1.77
Preston Zachman,129939,S,WISCONSIN,12,93,7.2,4.4,349,1,55.1,13,21,0,107,53,1.15
Fredrick Mallay,142976,CB,RHODE ISLD,14,325,7.2,5.2,274,1,91.0,45,63,2,384,171,1.18
Jerrod Cameron Jr.,156679,CB,UMASS,11,65,7.2,4.6,216,0,133.3,9,14,2,128,47,1.97
Langston Patterson,126465,LB,VANDERBILT,10,43,7.2,6.1,333,0,94.6,6,7,0,47,27,1.09
Will Shaffer,131628,LB,ABILENE CH,12,43,7.2,6.1,100,0,86.3,6,7,0,33,25,0.77
Mason Young,175131,S,IDAHO ST,10,43,7.2,4.3,186,0,66.3,6,10,0,34,16,0.79
Isiah King,147616,LB,IDAHO,13,137,7.2,5.5,185,2,59.3,19,25,0,163,105,1.19
Bobby Crosby,172325,S,TEXAS ST,5,36,7.2,4.5,314,0,85.4,5,8,0,60,35,1.67
CJ Baskerville,146166,S,TEXAS TECH,13,78,7.1,5.2,315,0,136.4,11,15,5,121,71,1.55
Preston Hodge,131462,CB,COLORADO,9,270,7.1,4.3,143,2,85.1,38,63,3,455,281,1.69
Stephen Saywahn,184322,S,LA MONROE,6,64,7.1,5.8,209,0,94.7,9,11,0,74,44,1.16
Keyshawn Cobb,157962,CB,NEVADA,11,150,7.1,4.4,239,1,67.5,21,34,0,214,80,1.43
Jailin Walker,148369,LB,INDIANA,13,71,7.1,4.4,190,0,66.7,10,16,0,45,37,0.63
Rabbit Evans,188296,S,UTAH,6,57,7.1,6.3,328,0,94.9,8,9,0,61,73,1.07
Karon Prunty,122574,CB,NC A&T,12,64,7.1,5.3,246,0,134.7,9,12,2,88,52,1.38
Tyson Grimm,159307,S,DARTMOUTH,9,150,7.1,5.4,148,0,106.1,21,28,1,199,142,1.33
Justin Reilly,142681,S,WAGNER,11,128,7.1,5.8,338,0,88.3,18,22,0,114,103,0.89
Daylan Carnell,146885,S,MISSOURI,13,171,7.1,5.5,229,0,92.8,24,31,0,195,114,1.14
Jai'Onte' McMillan,123089,CB,MINNESOTA,10,114,7.1,5.7,225,0,99.8,16,20,0,159,85,1.39
Wrook Brown,150691,S,WYOMING,12,249,7.1,4.2,351,3,68.0,35,60,2,389,156,1.56
Dune Smith,99746,LB,INCAR WORD,12,57,7.1,7.1,189,0,111.5,8,8,0,86,65,1.51
Ron Holmes,138374,LB,ALBANY,12,78,7.1,6.0,106,0,144.4,11,13,1,170,116,2.18
Xander Mueller,129731,LB,NWESTERN,9,57,7.1,5.7,256,0,97.1,8,10,0,73,18,1.28
Keenan Pili,102794,LB,TENNESSEE,3,7,7.0,7.0,307,0,104.2,1,1,0,9,1,1.29
Cam Miller,164178,CB,PENN STATE,16,167,7.0,4.4,266,0,104.7,24,38,2,296,194,1.77
Omari Philyaw,157547,S,TENN TECH,10,35,7.0,3.9,309,3,26.4,5,9,0,38,19,1.09
Jordon Johnson-Rubell,184511,S,TEXAS,2,7,7.0,3.5,311,0,56.3,1,2,0,4,8,0.57
Elias Archie,161823,CB,BROWN,8,49,7.0,4.1,123,0,135.1,7,12,2,129,15,2.63
Nevaeh Gattis,161833,S,BROWN,9,42,7.0,6.0,123,0,158.3,6,7,2,98,3,2.33
Jordan Hansen,130555,S,N ILLINOIS,6,21,7.0,4.2,254,0,91.3,3,5,0,47,6,2.24
Samuel Dankah,157444,ED,E CAROLINA,12,28,7.0,5.6,156,1,66.3,4,5,0,47,19,1.68
Brenyen Scott,156181,S,SCAR STATE,3,7,7.0,3.5,290,0,58.3,1,2,0,7,9,1.0
K.J. Wallace,102686,S,UCLA,12,266,7.0,5.3,324,0,92.4,38,50,0,324,157,1.22
Richie Kimmel,142397,LB,VILLANOVA,12,77,7.0,5.1,334,1,59.9,11,15,0,88,52,1.14
Dexter Ricks Jr.,157387,CB,LIBERTY,5,14,7.0,2.3,206,0,42.4,2,6,0,9,1,0.64
Ja'Had Carter,123033,S,NC STATE,5,56,7.0,5.6,248,0,157.9,8,10,2,124,42,2.21
Nahamani Harris,167154,S,N ARIZONA,5,28,7.0,5.6,252,0,88.3,4,5,0,26,4,0.93
Bralyn Lux,97143,CB,TEXAS TECH,4,7,7.0,2.3,315,0,46.5,1,3,0,12,4,1.71
Davaughn Patterson,176061,S,WAKE,12,218,7.0,5.5,339,0,105.2,31,40,2,210,151,0.96
Zay Gentry,149151,S,E ILLINOIS,11,28,7.0,4.0,158,0,87.8,4,7,0,64,26,2.29
Deon Mclean Jr.,147398,S,CENT CT ST,6,28,7.0,5.6,133,0,95.8,4,5,0,35,2,1.25
Robert Stevens,172065,LB,LAFAYETTE,5,7,7.0,7.0,203,0,100.0,1,1,0,8,2,1.14
Aliou-Rocco Traore,159032,S,N COLORADO,10,42,7.0,4.2,253,0,78.8,6,10,0,64,43,1.52
Luke Zardzin,144819,LB,ILLINOIS,3,7,7.0,7.0,187,0,91.7,1,1,0,6,3,0.86
Harold Miles III,153982,LB,RHODE ISLD,7,14,7.0,7.0,274,0,81.3,2,2,0,7,7,0.5
Evan Jackson,173204,S,N TEXAS,13,126,7.0,4.5,251,1,77.1,18,28,1,164,100,1.3
Wesley Miller,163688,S,S ALABAMA,11,42,7.0,5.3,288,0,140.6,6,8,1,70,36,1.67
Jaylen White,178549,LB,ARKAPB,3,7,7.0,7.0,112,0,158.3,1,1,1,35,23,5.0
DeShawn Pace,53549,LB,UCF,12,139,7.0,5.8,323,1,96.5,20,24,1,192,121,1.38
Daevon Iles,190065,S,DOMINION,8,56,7.0,3.5,263,0,123.2,8,16,2,153,84,2.73
Brian Dukes Jr.,158941,S,CAL POLY,11,63,7.0,6.3,129,0,155.4,9,10,3,118,36,1.87
Marque Collins,78999,CB,BYU,8,14,7.0,4.7,128,0,82.6,2,3,0,18,23,1.29
Courtney McBride,145205,ED,S ALABAMA,7,14,7.0,4.7,288,0,75.7,2,3,0,13,0,0.93
Judaea Moon,105392,LB,CAL POLY,9,21,7.0,7.0,129,0,118.8,3,3,0,43,24,2.05
Clinton Mckinney,178502,S,ALCORN ST,3,7,7.0,7.0,107,0,158.3,1,1,1,15,0,2.14
Tacario Davis,158719,CB,ARIZONA,4,7,7.0,7.0,109,0,112.5,1,1,0,11,2,1.57
Wayne Matthews III,145382,LB,MICH STATE,6,14,7.0,3.5,223,0,58.3,2,4,0,14,10,1.0
Jalan Gaines,164784,ED,ILL STATE,13,35,7.0,7.0,188,0,106.7,5,5,0,48,9,1.37
Trey Jones III,105795,S,TEXAS A&M,4,7,7.0,7.0,312,0,118.8,1,1,0,15,0,2.14
Chris Keys Jr.,129445,S,MISS STATE,7,28,7.0,5.6,227,0,118.8,4,5,0,92,71,3.29
Tawfiq Byard,175309,S,USF,10,28,7.0,7.0,327,0,115.6,4,4,0,47,16,1.68
Ruben Hyppolite II,129516,LB,MARYLAND,11,49,7.0,4.5,215,0,83.1,7,11,0,74,30,1.51
Damaine Wilson,184300,LB,GA STATE,6,14,7.0,4.7,175,1,58.3,2,3,0,29,11,2.07
Trey Sena-Ortega,149630,S,SAN DIEGO,9,35,7.0,4.4,283,0,132.8,5,8,1,75,18,2.14
Jeff Bowens,138200,CB,GARD-WEBB,11,28,7.0,4.7,171,0,141.7,4,6,1,64,18,2.29
Gavin Davis-Smith,104313,S,SACRAMENTO,8,155,7.0,5.2,279,0,108.5,22,30,1,246,132,1.59
Jackson Wiegold,145624,LB,BALL ST,4,7,7.0,7.0,117,0,91.7,1,1,0,6,2,0.86
Bryce McDonald,178650,S,PRVIEW A&M,3,7,7.0,3.5,270,0,60.4,1,2,0,8,3,1.14
Caldra Williford,165205,CB,TENN TECH,7,7,7.0,7.0,309,0,83.3,1,1,0,4,9,0.57
Kekoura Tarnue,170438,S,W VIRGINIA,9,139,7.0,5.3,343,0,93.9,20,26,0,173,157,1.24
B.J. Washington,172875,S,JACKSON ST,6,21,7.0,5.3,194,0,116.7,3,4,0,91,64,4.33
Jordan Okoye,172819,LB,SE LA,5,7,7.0,7.0,294,0,118.8,1,1,0,20,0,2.86
Jarod Washington,196899,CB,SCAR STATE,5,7,7.0,3.5,290,0,56.3,1,2,0,5,0,0.71
Cornell Perry,158305,S,SYRACUSE,2,7,7.0,7.0,304,0,95.8,1,1,0,7,4,1.0
Kahzir Brown,127825,CB,FAU,3,7,7.0,3.5,165,1,95.8,1,2,1,47,15,6.71
KK Meier,158243,CB,NEVADA,4,7,7.0,3.5,239,0,95.8,1,2,0,41,0,5.86
Micah Gardner,85720,S,UTAHTC,4,7,7.0,7.0,1285,0,158.3,1,1,1,31,5,4.43
Andrew Jones,144268,LB,GRAMBLING,9,28,7.0,4.7,177,0,70.1,4,6,0,12,22,0.43
Rondell Carter,184364,S,TROY,3,7,7.0,3.5,318,0,97.9,1,2,1,7,1,1.0
Jalen Bainer,146176,CB,S JOSE ST,9,49,7.0,6.1,285,0,102.6,7,8,0,69,24,1.41
Jerrae Williams,146191,CB,WASH STATE,1,7,7.0,7.0,341,0,158.3,1,1,1,40,20,5.71
Darius Walker,138196,LB,ILL STATE,3,7,7.0,7.0,188,0,118.8,1,1,0,17,12,2.43
Jermaine Brown,103828,LB,STF AUSTIN,9,21,7.0,7.0,301,0,105.6,3,3,0,28,12,1.33
Donovan Parks,155250,S,MHMRTI,1,7,7.0,7.0,999,0,79.2,1,1,0,2,6,0.29
Khalani Riddick,85902,S,SE MO ST,13,77,7.0,4.8,293,1,107.8,11,16,2,134,57,1.74
Stone Blanton,158122,LB,MISS STATE,9,21,7.0,5.3,227,0,107.3,3,4,0,41,17,1.95
John Curry,173634,LB,TEXAS TECH,8,21,7.0,5.3,315,0,99.0,3,4,0,33,18,1.57
Robert Spears-Jennings,158074,S,OKLAHOMA,12,42,7.0,6.0,261,0,101.2,6,7,0,58,23,1.38
Deno Wardlow,195252,S,CATAWB,1,7,7.0,7.0,802,0,118.8,1,1,0,43,0,6.14
Luke Watson,150689,LB,STF AUSTIN,8,21,7.0,4.2,301,2,59.2,3,5,0,56,32,2.67
Lumpy DeWeese,178416,S,STETSON,8,21,7.0,3.5,302,0,85.4,3,6,0,60,58,2.86
Isaiah Birl,170959,CB,ARMY,1,7,7.0,3.5,114,0,100.0,1,2,1,8,0,1.14
Brandon Booker,183248,LB,SMU,2,7,7.0,7.0,287,0,108.3,1,1,0,10,5,1.43
Kempton Shine,100302,CB,VIRGINIA,4,7,7.0,3.5,335,0,56.3,1,2,0,4,0,0.57
Kymon Pope,179864,CB,VIRSTA,1,7,7.0,7.0,1164,0,108.3,1,1,0,10,3,1.43
Clyde Washington,129837,LB,UTAH ST,3,7,7.0,7.0,329,0,116.7,1,1,0,12,7,1.71
Adam Bock,103784,LB,S DAK ST,13,49,7.0,7.0,292,0,98.8,7,7,0,54,21,1.1
Roderick Roman,197481,S,WARNER,1,7,7.0,3.5,407,0,79.2,1,2,0,17,13,2.43
Kandakai Sherman Jr.,191733,S,CORNELL,3,14,7.0,4.7,147,0,143.1,2,3,1,33,30,2.36
Cooper Barnum,164376,LB,MONTANA,3,7,7.0,3.5,232,0,91.7,1,2,0,23,0,3.29
Levi Brown,173846,S,AIR FORCE,4,28,7.0,7.0,101,0,118.8,4,4,0,83,64,2.96
Keonte Huguely,87952,S,MERCYHURST,2,7,7.0,3.5,977,0,60.4,1,2,0,8,1,1.14
Cooper McDonald,131903,ED,TCU,7,7,7.0,7.0,305,0,83.3,1,1,0,4,5,0.57
Charles Brown Jr.,100332,LB,DELWARE ST,6,21,7.0,5.3,152,0,122.9,3,4,1,18,20,0.86
Ashton McShane,190196,CB,BOSTON COL,5,7,7.0,3.5,121,0,75.0,1,2,0,15,4,2.14
Sebastian Castro,101402,S,IOWA,12,281,7.0,5.4,192,1,110.9,40,52,4,338,177,1.2
Roderick Roberson,97471,S,LA TECH,3,7,7.0,3.5,208,0,77.1,1,2,0,16,13,2.29
Myles Norwood,157603,CB,BALL ST,6,28,7.0,4.7,117,0,144.4,4,6,1,68,8,2.43
John Klosterman,157597,LB,IOWA STATE,2,7,7.0,7.0,193,0,108.3,1,1,0,10,3,1.43
Avery Dixon,194420,S,UPIOWA,1,7,7.0,7.0,1156,0,87.5,1,1,0,5,4,0.71
Steven Riveros,177928,S,VA MILT IN,6,28,7.0,5.6,336,0,158.3,4,5,1,74,32,2.64
Jacob Waller,192826,LB,LNDNWD,9,98,7.0,6.5,949,0,102.8,14,15,0,130,79,1.33
James Neal,102046,LB,TEXAS ST,6,7,7.0,7.0,314,0,118.8,1,1,0,22,27,3.14
Kadin Schmitz,171359,LB,OHIO,9,49,7.0,4.9,259,0,95.4,7,10,0,84,39,1.71
Kobe Jenkins,155713,S,LINCOK,2,14,7.0,4.7,1452,0,75.7,2,3,0,13,0,0.93
Tymir Wynn,172000,CB,COLGATE,6,7,7.0,3.5,142,0,56.3,1,2,0,6,0,0.86
Kyon Conyers,192406,LB,LIUSHAR,1,7,7.0,7.0,1298,0,108.3,1,1,0,10,3,1.43
Chris Thompson Jr.,124005,LB,TULSA,8,28,7.0,7.0,320,0,158.3,4,4,1,70,58,2.5
Markeegan Gray,156780,LB,LA MONROE,3,7,7.0,7.0,209,0,112.5,1,1,0,11,1,1.57
Dwayne Carter,192778,S,DELWARE ST,5,14,7.0,2.3,152,0,45.8,2,6,0,23,14,1.64
Mateo Reyes,192174,S,MOREHEAD,6,14,7.0,3.5,234,0,56.3,2,4,0,8,0,0.57
Christen Williams,169215,CB,GRAMBLING,1,7,7.0,3.5,177,0,114.6,1,2,1,15,1,2.14
Cale Reeder,138314,S,S DAK ST,2,7,7.0,7.0,292,0,95.8,1,1,0,7,0,1.0
Cael Brezina,184827,LB,IOWA STATE,2,7,7.0,7.0,193,0,112.5,1,1,0,11,2,1.57
Tray Brown,156681,LB,COAST CAR,6,7,7.0,3.5,141,0,62.5,1,2,0,9,15,1.29
Jordan Campbell,150741,S,SACR HEART,11,119,7.0,5.4,280,0,114.2,17,22,1,172,127,1.45
Markeith Williams,162738,S,MIAMI FL,5,7,7.0,2.3,220,0,70.1,1,3,0,29,3,4.14
Jordan Johnson,184774,S,SO MISS,7,14,7.0,7.0,296,0,106.3,2,2,0,19,12,1.36
Kyle Louis,162770,LB,PITTSBURGH,13,161,7.0,5.0,268,1,72.9,23,32,0,184,163,1.14
Tramayne Mejia-Paster,131662,LB,BETH COOK,4,7,7.0,7.0,119,0,87.5,1,1,0,5,8,0.71
Ramond Stevens,150359,CB,LAMAR,6,7,7.0,7.0,204,0,118.8,1,1,0,13,10,1.86
Phillip Roche,175913,CB,MISSOURI,2,7,7.0,2.3,229,0,42.4,1,3,0,9,5,1.29
Lemondre Joe,148119,CB,MO STATE,3,7,7.0,2.3,230,0,50.7,1,3,0,15,19,2.14
Tah Banda,133231,LB,LAMAR,6,14,7.0,7.0,204,0,87.5,2,2,0,10,17,0.71
Jaylin Crumby,174410,S,N DAK ST,11,35,7.0,5.0,250,0,153.3,5,7,1,99,30,2.83
Dave Herard,123779,S,W KENTUCKY,6,7,7.0,7.0,346,0,112.5,1,1,0,11,13,1.57
Malakai Fakahua,155916,LB,UTAHTC,8,14,7.0,4.7,1285,0,77.1,2,3,0,14,13,1.0
Alex Afari Jr.,163793,LB,KENTUCKY,10,14,7.0,7.0,202,0,87.5,2,2,0,10,16,0.71
Joseph Harper,184773,LB,SO MISS,3,7,7.0,7.0,296,0,79.2,1,1,0,2,8,0.29
