player,player_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap
R.J. Mickens,122153,S,CLEMSON,13,58,8.3,5.8,140,0,110.0,7,10,1,39,20,0.67
Ben Belken,138271,LB,N IOWA,9,25,8.3,5.0,255,0,74.6,3,5,0,27,17,1.08
Raymond Scott,82560,LB,JAMES MAD,8,25,8.3,5.0,197,0,92.9,3,5,0,49,42,1.96
Geoffrey Brown,148087,LB,INDIANA ST,11,66,8.3,7.3,191,0,137.5,8,9,1,73,37,1.11
Makell Esteen,131892,S,WASHINGTON,9,25,8.3,6.3,340,0,103.1,3,4,0,37,10,1.48
Elijah Moffett,123520,S,ABILENE CH,13,108,8.3,4.7,100,1,53.0,13,23,0,121,69,1.12
Ahmere Foster,176372,S,MARSHALL,11,33,8.3,8.3,214,0,115.6,4,4,0,47,11,1.42
Keenan Guthrie,147742,LB,N COLORADO,8,25,8.3,8.3,253,0,101.4,3,3,0,25,28,1.0
Devin Dye,174758,S,KANSAS,6,33,8.3,5.5,198,0,131.3,4,6,1,49,8,1.48
Mario Easterly,156823,S,DOMINION,7,33,8.3,4.7,263,0,81.3,4,7,0,53,26,1.61
Avery Dixon,161864,S,BRYANT,9,33,8.3,6.6,124,0,96.7,4,5,0,36,28,1.09
Jaden Dolphin,130547,LB,N ILLINOIS,11,33,8.3,6.6,254,0,121.3,4,5,1,18,9,0.55
Tyler Erkman,177149,S,N DAKOTA,10,33,8.3,8.3,249,1,108.3,4,4,2,40,13,1.21
Ryan Moran,102150,LB,MONMOUTH,11,41,8.2,8.2,231,0,94.2,5,5,0,33,24,0.8
Marques Thomas,149938,LB,MERCER,12,41,8.2,5.9,219,0,86.6,5,7,0,42,34,1.02
John Schlendorf,149272,S,BUCKNELL,12,245,8.2,6.1,125,0,113.0,30,40,2,305,88,1.24
Phillip Dunnam,156406,S,FAU,10,74,8.2,4.9,165,2,65.4,9,15,3,48,23,0.65
Khalil Baker,109119,S,ELON,12,98,8.2,5.8,162,0,90.3,12,17,0,120,42,1.22
Keithan Gooden,185533,S,MORGAN ST,9,41,8.2,8.2,235,0,80.0,5,5,0,16,17,0.39
Deshawn McCuin,99502,CB,S DIEGO ST,10,147,8.2,5.3,284,0,98.1,18,28,1,205,77,1.39
Zion Washington,145997,S,BOISE ST,14,115,8.2,4.8,120,0,122.2,14,24,3,184,100,1.6
Jordan Montgomery,64332,S,MS VLY ST,12,74,8.2,6.7,228,0,130.9,9,11,2,65,44,0.88
Jaheem Joseph,129726,S,W VIRGINIA,13,41,8.2,6.8,343,0,143.8,5,6,2,54,9,1.32
Jonathan McGill,100607,S,SMU,14,74,8.2,4.9,287,1,103.3,9,15,2,142,89,1.92
Xavier Watts,122914,S,NOTRE DAME,16,98,8.2,5.2,258,1,64.1,12,19,0,143,83,1.46
Teven McKelvey,141854,S,S DAKOTA,14,262,8.2,6.2,291,1,118.8,32,42,3,397,151,1.52
Sharif Denson,174240,S,FLORIDA,11,188,8.2,6.3,163,0,118.3,23,30,2,217,146,1.15
Dude Person,170563,S,CENT ARK,12,137,8.1,5.3,132,0,87.7,17,26,0,194,63,1.42
Ezriel Vasquez,159063,S,PORTLAND,11,81,8.1,5.4,269,0,111.5,10,15,1,114,70,1.41
Antonio Epps,148554,S,DUQUESNE,10,57,8.1,5.2,155,1,41.1,7,11,0,63,30,1.11
Isaiah Mcelvane,128309,S,LA TECH,10,57,8.1,3.8,208,1,30.4,7,15,0,62,52,1.09
Ja'ir Smith,183264,CB,CAL,6,65,8.1,5.0,130,1,101.6,8,13,2,127,71,1.95
Brendan Bell,142391,LB,VILLANOVA,14,113,8.1,5.7,334,0,80.6,14,20,0,97,74,0.86
Myles Woods,186498,CB,COAST CAR,9,65,8.1,6.5,141,0,158.3,8,10,2,162,111,2.49
Kayleb Ervin,177479,S,PENN,10,57,8.1,5.7,267,0,112.5,7,10,0,129,45,2.26
Dominic Morris,149914,CB,COLO STATE,13,258,8.1,4.3,144,1,75.1,32,60,2,352,118,1.36
Marques Buford Jr.,145012,CB,NEBRASKA,10,97,8.1,5.7,238,0,143.5,12,17,2,177,124,1.82
Thomas Joe-Kamara,97527,S,ALBANY,10,89,8.1,5.9,106,0,130.3,11,15,3,99,20,1.11
Caine Savage,131876,CB,NEVADA,11,137,8.1,5.1,239,0,98.1,17,27,1,202,98,1.47
KJ Coleman,97418,S,W ILLINOIS,12,128,8.0,5.1,345,0,87.3,16,25,0,191,86,1.49
Jayden Curry,100926,S,MAINE,8,24,8.0,8.0,212,0,93.1,3,3,0,19,6,0.79
Arion Carter,129186,LB,TENNESSEE,11,56,8.0,5.6,307,1,44.2,7,10,0,56,38,1.0
Gary Bryant III,164824,LB,S DAKOTA,14,64,8.0,5.8,291,1,55.1,8,11,0,80,88,1.25
Anthony Allen,192222,S,VA MILT IN,4,8,8.0,4.0,336,0,56.3,1,2,0,5,7,0.63
Lyrik Rawls,144661,S,OKLA STATE,5,16,8.0,5.3,262,0,109.7,2,3,0,39,9,2.44
Phoenix Grant,177507,LB,YALE,3,8,8.0,8.0,352,0,79.2,1,1,0,2,3,0.25
Slade Dollar,165142,LB,SE MO ST,3,8,8.0,4.0,293,0,56.3,1,2,0,3,8,0.38
Keyshawn Johnson,155973,CB,WAGNER,2,8,8.0,8.0,338,0,79.2,1,1,0,3,0,0.38
Latrell McCutchin Sr.,144639,CB,HOUSTON,8,32,8.0,8.0,182,0,152.1,4,4,1,44,25,1.38
Christian Harrison,163763,CB,TENNESSEE,12,112,8.0,5.9,307,0,94.0,14,19,0,139,78,1.24
Tyler Woodard,184766,S,MISS STATE,4,8,8.0,8.0,227,0,108.3,1,1,0,10,3,1.25
Leisaan Hibbert,154609,S,LIUSHAR,4,8,8.0,4.0,1298,0,56.3,1,2,0,4,0,0.5
Talique Allen,123441,S,SE LA,4,8,8.0,8.0,294,0,118.8,1,1,0,68,30,8.5
Isaiah Jones,156409,LB,INDIANA,6,8,8.0,8.0,190,0,158.3,1,1,1,25,7,3.13
Tyreese Fearbry,163800,ED,KENTUCKY,4,8,8.0,8.0,202,0,118.8,1,1,0,20,6,2.5
Bryce Barnes,159232,S,WM & MARY,4,8,8.0,8.0,348,0,83.3,1,1,0,4,6,0.5
Chris Johnson,156592,S,MIDDLE TN,4,8,8.0,2.7,224,0,56.3,1,3,0,19,13,2.38
Jahfari Harvey,98118,ED,SMU,4,8,8.0,4.0,287,0,62.5,1,2,0,9,3,1.13
Evan DiMaggio,139025,LB,FURMAN,10,32,8.0,6.4,170,0,79.2,4,5,0,6,8,0.19
Tanner Moku,131947,S,WASH STATE,11,24,8.0,4.0,341,0,124.3,3,6,1,59,17,2.46
Tahj Summey,139125,S,VA MILT IN,2,48,8.0,8.0,336,0,118.8,6,6,0,87,49,1.81
Gavin Shipman,148908,CB,HARVARD,6,16,8.0,5.3,179,0,86.8,2,3,0,21,10,1.31
JT Killen,98125,LB,E MICHIGAN,4,24,8.0,6.0,160,0,84.4,3,4,0,19,12,0.79
Will Hardy,162751,S,N CAROLINA,6,16,8.0,4.0,245,0,56.3,2,4,0,9,15,0.56
Gary Zanders,196990,S,VA LYNCHBU,2,8,8.0,4.0,406,0,79.2,1,2,0,17,5,2.13
Brycen Edwards,159774,LB,LEHIGH,9,32,8.0,6.4,205,0,96.7,4,5,0,36,18,1.13
Ricky Knight III,190572,CB,FLORIDA ST,1,8,8.0,4.0,167,0,66.7,1,2,0,11,16,1.38
Jamari Young,162656,LB,GARD-WEBB,8,16,8.0,8.0,171,0,118.8,2,2,0,34,8,2.13
Mason Frye,151271,S,ST FRANCIS,3,8,8.0,8.0,299,0,118.8,1,1,0,31,14,3.88
Remi Johnson,148006,LB,MONMOUTH,4,8,8.0,8.0,231,0,118.8,1,1,0,13,6,1.63
Xavier Williams,145579,S,MIDDLE TN,8,40,8.0,5.7,224,0,98.5,5,7,0,62,23,1.55
Darrian Lewis,145611,S,AKRON,12,160,8.0,5.9,102,1,135.3,20,27,3,323,164,2.02
Jackson Downey,176945,S,NEW HAMP,5,40,8.0,5.0,240,0,79.2,5,8,0,48,49,1.2
Joshua Thomas,194088,S,ECU,1,8,8.0,4.0,1526,1,18.8,1,2,0,7,0,0.88
Luke Herzog,105954,ED,STTHOM,10,24,8.0,6.0,1129,0,82.3,3,4,0,17,9,0.71
Elijah Davis,158479,CB,UTAH,6,8,8.0,8.0,328,0,158.3,1,1,1,21,2,2.63
Mark Johnson,177787,S,VALPO,8,32,8.0,5.3,332,0,102.1,4,6,0,64,44,2.0
Jelani McDonald,176180,S,TEXAS,13,64,8.0,6.4,311,1,50.4,8,10,0,56,37,0.88
Ahlik Booker,181315,S,SVANNAH ST,1,8,8.0,8.0,286,0,118.8,1,1,0,17,16,2.13
TJ Dottery,156243,LB,OLE MISS,11,32,8.0,6.4,226,0,94.2,4,5,0,33,5,1.03
Martell Williams,191817,LB,NORFOLK,4,8,8.0,8.0,244,0,91.7,1,1,0,6,3,0.75
Tyrece Mills,164179,S,PENN STATE,4,8,8.0,4.0,266,1,56.3,1,2,0,45,28,5.63
Javon Colston,178197,S,DUQUESNE,3,8,8.0,4.0,155,0,64.6,1,2,0,10,13,1.25
Esteban Guillory,192522,S,MURRAY ST,10,48,8.0,6.9,236,0,149.7,6,7,1,73,49,1.52
Josh Sanguinetti,101396,S,INDIANA,6,16,8.0,5.3,190,0,149.3,2,3,1,59,49,3.69
Eldric Griffin,146859,S,LIBERTY,6,24,8.0,6.0,206,0,94.8,3,4,0,29,4,1.21
Justin Fleming,155445,LB,WSRAMS,1,8,8.0,4.0,1206,0,66.7,1,2,0,11,1,1.38
Josh Alford,72159,CB,IDAHO ST,2,8,8.0,8.0,186,0,118.8,1,1,0,26,2,3.25
Christopher Townsel,123295,S,KENNESAW,2,8,8.0,4.0,200,0,64.6,1,2,0,10,4,1.25
Jeadyn Lukus,156247,CB,CLEMSON,6,8,8.0,4.0,140,0,70.8,1,2,0,13,6,1.63
Kade Moledor,178293,LB,NC A&T,6,8,8.0,8.0,246,0,116.7,1,1,0,12,10,1.5
Kyle Vocque,193324,LB,ARKAPB,3,8,8.0,8.0,112,0,118.8,1,1,0,24,8,3.0
Tyler Henry,192937,CB,W ILLINOIS,5,8,8.0,8.0,345,0,104.2,1,1,0,9,3,1.13
Justin Parks,147066,LB,ARK STATE,13,216,8.0,6.2,113,0,105.3,27,35,1,247,198,1.14
Avery Hughes,124321,S,LAMAR,3,16,8.0,4.0,204,0,62.5,2,4,0,18,10,1.13
Travor Randle,181171,S,LA MONROE,12,183,8.0,5.7,209,0,81.9,23,32,0,153,144,0.84
Jeffrey Bassa,146552,LB,OREGON,13,40,8.0,8.0,264,0,90.8,5,5,0,29,36,0.73
Will Leota,150201,LB,SACRAMENTO,11,56,8.0,6.2,279,0,88.9,7,9,0,48,39,0.86
Wesley Scott,180963,LB,W CAROLINA,8,16,8.0,4.0,344,0,95.8,2,4,1,8,6,0.5
Ashton Taylor,161685,LB,JACKSON ST,8,24,8.0,6.0,194,0,116.7,3,4,0,54,38,2.25
Peyton Seelmann,185292,LB,RICHMOND,3,8,8.0,4.0,276,0,70.8,1,2,0,13,2,1.63
Dante Bowlding,110672,CB,WSRAMS,1,24,8.0,8.0,1206,0,125.7,3,3,1,14,14,0.58
Jayden Wilson,175744,LB,NEW MEXICO,4,8,8.0,4.0,241,0,93.8,1,2,0,24,0,3.0
Justin Jefferson,172384,LB,ALABAMA,5,8,8.0,8.0,103,0,87.5,1,1,0,5,10,0.63
Markus Knight,156828,S,DOMINION,10,40,8.0,5.7,263,0,102.1,5,7,0,68,54,1.7
Demarcus Riddick,184410,ED,AUBURN,3,8,8.0,8.0,115,0,100.0,1,1,0,8,11,1.0
Zach Hill,186628,LB,MERCYHURST,4,8,8.0,4.0,977,0,75.0,1,2,0,15,20,1.88
Corry Thomas Jr.,100283,CB,IDAHO,8,24,8.0,6.0,185,0,99.0,3,4,0,33,9,1.38
Isman Alston,195766,CB,WV WESLEY,1,8,8.0,4.0,409,0,62.5,1,2,0,9,12,1.13
Tyree Alualu,190653,LB,TEMPLE,2,8,8.0,8.0,306,0,95.8,1,1,0,7,9,0.88
Jhamari Pierre-Louis,159962,S,W CAROLINA,3,8,8.0,8.0,344,0,118.8,1,1,0,17,0,2.13
Josh Baka,156915,S,KENT STATE,11,32,8.0,6.4,201,0,97.5,4,5,0,37,10,1.16
Alex Herriott,149611,LB,PRESBYTERN,9,16,8.0,8.0,271,0,118.8,2,2,0,31,13,1.94
DaCorian Jones-Montgomery,162411,LB,UVAWIS,1,8,8.0,4.0,1320,0,58.3,1,2,0,7,10,0.88
Equandric Ross,168534,LB,ALCORN ST,7,16,8.0,5.3,107,0,70.1,2,3,0,8,3,0.5
Jacob Redding,174639,S,BAYLOR,3,8,8.0,8.0,118,0,79.2,1,1,0,0,0,0.0
Bryon Threats,144240,S,UCF,3,8,8.0,8.0,323,0,83.3,1,1,0,4,7,0.5
Kavir Bains-Marquez,142177,S,UC DAVIS,14,402,8.0,4.8,322,1,79.1,50,83,2,474,245,1.18
Kodi DeCambra,174120,S,UNLV,5,8,8.0,8.0,325,0,118.8,1,1,1,2,0,0.25
Jaylen Castleberry,171518,CB,YNGTOWN ST,4,8,8.0,4.0,353,0,72.9,1,2,0,14,2,1.75
Dorrian Smith,184289,CB,GA SOUTHRN,4,8,8.0,8.0,174,0,118.8,1,1,0,15,0,1.88
Silas Walters,75263,S,MIAMI OH,14,199,8.0,4.9,221,0,91.4,25,41,2,219,57,1.1
Devin Grind,152543,S,AVEMAR,1,16,8.0,8.0,1450,0,154.2,2,2,1,23,5,1.44
Samuel Scaife IV,86521,CB,LAMAR,1,16,8.0,8.0,204,0,89.6,2,2,0,11,14,0.69
Wallace Melton,168454,S,ALCORN ST,9,16,8.0,3.2,107,0,47.9,2,5,0,7,4,0.44
Ricardo Jones,183200,S,CLEMSON,5,16,8.0,8.0,140,1,79.2,2,2,0,32,26,2.0
K.C. Beard,168406,S,AIR FORCE,2,8,8.0,4.0,101,0,62.5,1,2,0,9,12,1.13
Mac McWilliams,121497,CB,UCF,8,32,8.0,4.6,323,0,62.2,4,7,0,19,10,0.59
Monroe Beard III,102067,LB,MARSHALL,3,8,8.0,8.0,214,0,91.7,1,1,0,6,3,0.75
LaCarea Pleasant-Johnson,100394,CB,SO UTAH,4,24,8.0,4.8,298,1,34.2,3,5,0,26,12,1.08
Mister Williams,70521,LB,INCAR WORD,11,48,8.0,6.9,189,0,81.0,6,7,0,24,33,0.5
Malik McConico,191369,S,UTAH ST,5,16,8.0,8.0,329,0,97.9,2,2,0,15,5,0.94
Darius Thomas,163056,LB,W KENTUCKY,12,64,8.0,7.1,346,0,100.0,8,9,0,72,22,1.13
Damari Roberson,97609,S,W MICHIGAN,13,191,8.0,6.0,347,0,109.0,24,32,1,261,163,1.37
Christian Thomas,142306,LB,MAINE,7,16,8.0,8.0,212,0,108.3,2,2,0,20,1,1.25
Terian Williams II,157274,S,BUCKNELL,9,24,8.0,6.0,125,0,95.8,3,4,0,30,2,1.25
Keion Bryant,181320,S,SVANNAH ST,1,8,8.0,8.0,286,0,108.3,1,1,0,10,9,1.25
Kyle Elphick,178421,LB,STETSON,5,8,8.0,8.0,302,0,95.8,1,1,0,7,4,0.88
Dom Jones,106697,CB,COLO STATE,6,8,8.0,8.0,144,0,116.7,1,1,0,12,13,1.5
Tre Freeman,143853,LB,DUKE,12,80,8.0,5.0,154,0,77.6,10,16,0,90,65,1.13
Jacob Clark,196859,LB,S DAKOTA,4,8,8.0,8.0,291,0,79.2,1,1,0,3,0,0.38
CJ Wood,172093,CB,LEHIGH,1,8,8.0,8.0,205,0,87.5,1,1,0,5,4,0.63
Jaylon Guilbeau,157307,CB,TEXAS,16,326,8.0,5.9,311,0,97.8,41,55,1,364,177,1.12
Bryan Longwell,172620,LB,VANDERBILT,8,16,8.0,5.3,333,0,75.7,2,3,0,13,20,0.81
Gabriel Hardman,177191,LB,S DAKOTA,8,16,8.0,5.3,291,1,66.7,2,3,0,35,20,2.19
Nasir Hill,167650,S,PRINCETON,10,24,8.0,6.0,272,0,116.7,3,4,0,60,13,2.5
Dwight Jacobs Jr.,122750,CB,ALABAMA ST,11,88,8.0,6.8,105,0,118.3,11,13,1,81,50,0.92
Daveren Rayner,130573,LB,KENTUCKY,4,16,8.0,8.0,202,0,102.1,2,2,0,17,8,1.06
Keionte Scott,163644,CB,AUBURN,7,48,8.0,6.9,115,0,155.1,6,7,1,82,29,1.71
Jacob Fields,170457,S,LA TECH,10,56,8.0,5.1,208,0,130.9,7,11,1,120,63,2.14
Bryce Llewellyn,162120,LB,E MICHIGAN,4,8,8.0,4.0,160,0,135.4,1,2,1,78,52,9.75
Triston Newson,172569,LB,MISSOURI,7,16,8.0,5.3,229,0,84.0,2,3,0,19,20,1.19
TJ Rausch,143733,S,MONTANA,9,24,8.0,8.0,232,0,158.3,3,3,1,73,41,3.04
Stacy Brown,98892,S,PRVIEW A&M,3,8,8.0,8.0,270,0,116.7,1,1,0,12,12,1.5
Vincent Paige Jr.,196766,LB,SOUTHERN U,9,16,8.0,5.3,297,0,70.1,2,3,0,9,0,0.56
Matthew Littlejohn,174148,S,CAL,7,87,7.9,5.8,130,0,112.6,11,15,1,98,70,1.13
Dominic Njoku,165225,S,DAVIDSON,7,63,7.9,3.9,149,0,87.2,8,16,1,87,50,1.38
J.B. Brown,130354,LB,KANSAS,12,55,7.9,6.9,198,0,92.7,7,8,0,50,25,0.91
Hasson Manning Jr.,173614,S,DELAWARE,11,119,7.9,5.2,151,0,114.6,15,23,2,161,52,1.35
Jadon Canady,144405,CB,OLE MISS,12,118,7.9,4.9,226,0,115.5,15,24,1,273,60,2.31
Kadari Machen,164673,S,PENN,10,237,7.9,6.2,267,0,101.2,30,38,1,235,137,0.99
Nick Emmanwori,158121,S,S CAROLINA,13,79,7.9,5.3,289,0,73.2,10,15,0,56,24,0.71
Anthony Thornton,174449,S,PRESBYTERN,10,55,7.9,4.6,271,0,78.8,7,12,0,81,25,1.47
Nate Ewell,185545,LB,S DAKOTA,11,55,7.9,6.9,291,0,151.6,7,8,1,87,56,1.58
Da'Quan Johnson,122375,S,CAMPBELL,12,71,7.9,4.7,131,0,99.9,9,15,1,92,22,1.3
Will Jones II,99276,S,DOMINION,11,127,7.9,5.1,263,2,70.6,16,25,2,131,77,1.03
Juan Powell,97330,CB,COAST CAR,13,244,7.9,5.4,141,0,111.4,31,45,3,321,215,1.32
Quinton Hammonds,190613,S,N TEXAS,10,55,7.9,6.9,251,0,118.8,7,8,0,130,75,2.36
Tyler Mullins,157517,S,TENN MARTN,11,63,7.9,5.7,310,0,139.2,8,11,1,122,22,1.94
Devon King,151046,S,E CAROLINA,9,31,7.8,4.4,156,0,68.2,4,7,0,31,16,1.0
Ubayd Steed,148461,S,S ILLINOIS,12,140,7.8,6.7,295,0,150.7,18,21,3,224,71,1.6
Gavin Gibson,156453,S,E CAROLINA,12,227,7.8,5.4,156,3,59.5,29,42,1,219,146,0.96
Kendrick Simpkins,123466,S,BAYLOR,5,31,7.8,6.2,118,0,90.8,4,5,0,29,27,0.94
William White,155968,S,NWSTATE,7,62,7.8,5.2,257,0,125.7,8,12,1,116,41,1.87
Khalil Barnes,170001,S,CLEMSON,14,204,7.8,4.6,140,1,79.1,26,44,1,313,131,1.53
Braden Awls,171370,CB,TOLEDO,13,290,7.8,5.2,316,4,66.1,37,56,1,441,124,1.52
DJ Harris,192090,S,YNGTOWN ST,10,62,7.8,5.6,353,0,124.4,8,11,1,83,44,1.34
Quentin Reddish,184938,S,VA TECH,11,39,7.8,6.5,337,0,158.3,5,6,1,79,21,2.03
Aman Greenwood,99753,CB,AKRON,11,86,7.8,4.8,102,0,68.1,11,18,0,65,48,0.76
K.C. Ossai,147158,LB,LA LAFAYET,12,39,7.8,3.9,207,0,75.0,5,10,0,75,41,1.92
Jordan Nelson,142399,LB,VILLANOVA,9,31,7.8,5.2,334,0,90.3,4,6,0,47,32,1.52
Koi Perich,188710,S,MINNESOTA,8,31,7.8,3.1,225,1,15.8,4,10,0,48,21,1.55
Eric Taylor,174581,CB,TENN TECH,11,101,7.8,5.9,309,0,115.3,13,17,1,122,83,1.21
VJ Payne,157780,S,KANSAS ST,13,62,7.8,5.6,199,0,126.3,8,11,1,88,48,1.42
Coryell Pierce,150170,S,SE LA,9,31,7.8,4.4,294,1,22.6,4,7,0,17,23,0.55
Jadin Jones,165449,LB,SCAR STATE,11,70,7.8,6.4,290,0,106.1,9,11,0,104,53,1.49
Devin Grant,157942,S,SYRACUSE,11,164,7.8,6.1,304,1,104.2,21,27,2,183,73,1.12
Jeremiah Vessel,175689,CB,UNLV,5,47,7.8,5.9,325,1,82.8,6,8,1,35,10,0.74
Jamar Shegog,103825,LB,ROB MORRIS,10,31,7.8,6.2,277,0,158.3,4,5,1,73,67,2.35
Trenilyas Tatum,143931,LB,GA TECH,13,39,7.8,6.5,176,0,158.3,5,6,1,81,68,2.08
Lonnel McCall,197464,CB,WARNER,1,31,7.8,5.2,407,0,74.3,4,6,0,24,9,0.77
Ahmad Nelson,138090,LB,TENN STATE,13,62,7.8,5.2,308,0,70.1,8,12,0,36,21,0.58
Trayson Fowler,104245,S,CHARLES SO,12,39,7.8,4.9,135,1,87.0,5,8,1,63,14,1.62
Kaleb Cost,175392,CB,N CAROLINA,13,350,7.8,5.4,245,2,103.3,45,65,4,559,212,1.6
Jay Jones,145432,S,SO MISS,11,39,7.8,5.6,296,0,140.5,5,7,2,66,61,1.69
Ryan Palmieri,177314,S,SACR HEART,6,31,7.8,4.4,280,0,76.5,4,7,0,45,30,1.45
Xavier Toliver,154606,S,HOUCHR,9,31,7.8,5.2,183,0,71.5,4,6,0,20,13,0.65
Ryan Crandall,164935,LB,W ILLINOIS,11,149,7.8,6.5,345,0,114.9,19,23,1,186,92,1.25
Jackson Woodard,123973,LB,UNLV,11,46,7.7,6.6,325,0,100.0,6,7,0,56,30,1.22
Derrick Canteen,97329,S,CINCINNATI,12,108,7.7,4.5,138,0,80.4,14,24,0,171,39,1.58
Ricky Harleston,102467,S,NORFOLK,12,69,7.7,5.8,244,1,88.2,9,12,1,88,28,1.28
Woodi Washington,97379,CB,OKLAHOMA,10,108,7.7,6.0,261,0,113.4,14,18,1,122,98,1.13
James Kratochvil,178388,LB,MARIST,9,54,7.7,6.0,213,1,72.5,7,9,0,98,92,1.81
Jaydon Hill,98645,CB,TEXAS A&M,12,192,7.7,5.6,312,0,127.2,25,34,2,361,182,1.88
Wendol Philord,160975,S,FAU,10,170,7.7,4.9,165,0,79.6,22,35,0,211,137,1.24
Daymion Sanford,172595,LB,TEXAS A&M,11,23,7.7,4.6,312,0,64.6,3,5,0,13,6,0.57
Jordan Jenkins,159400,CB,INDIANA ST,10,147,7.7,5.7,191,0,102.2,19,26,0,245,87,1.67
Nathan Hajduk,162245,S,PRESBYTERN,12,184,7.7,5.9,271,1,100.6,24,31,2,193,169,1.05
Tommy Bestpitch,163914,S,HOLY CROSS,9,46,7.7,6.6,181,0,106.0,6,7,0,66,17,1.43
Kendron Wayman,123405,ED,WAKE,7,23,7.7,5.8,339,0,104.2,3,4,0,38,29,1.65
J.J. O'Neal,164807,S,MO STATE,11,46,7.7,5.8,230,0,88.5,6,8,0,46,18,1.0
William Parton,172089,LB,LEHIGH,10,23,7.7,7.7,205,0,87.5,3,3,0,15,14,0.65
Treydan Stukes,131596,CB,ARIZONA,4,92,7.7,5.4,109,1,101.1,12,17,2,104,54,1.13
Boo Carter,184881,CB,TENNESSEE,13,184,7.7,5.3,307,1,84.2,24,35,1,230,125,1.25
Malachi Williams,147702,S,W GEORGIA,9,46,7.7,5.8,1177,0,128.1,6,8,2,46,12,1.0
Tim White,148022,S,S DAKOTA,13,108,7.7,5.7,291,1,69.6,14,19,0,128,45,1.19
Doneiko Slaughter,124297,CB,ARKANSAS,13,352,7.7,5.0,111,1,95.4,46,70,3,508,406,1.44
Kamdon McFarland,131188,S,N TEXAS,6,23,7.7,7.7,251,0,158.3,3,3,1,77,23,3.35
Kyle Chen,186411,S,AIR FORCE,5,23,7.7,4.6,101,0,97.1,3,5,0,54,6,2.35
Martell Hughes,183743,LB,ARIZONA ST,11,23,7.7,4.6,110,0,72.1,3,5,0,24,10,1.04
Chance Keith,147333,LB,ARMY,13,185,7.7,6.0,114,0,98.3,24,31,0,236,152,1.28
Brent Austin,156723,CB,USF,10,23,7.7,4.6,327,0,77.9,3,5,0,31,4,1.35
Tyler Hutcherson,178173,CB,STF AUSTIN,8,152,7.6,5.2,301,0,106.0,20,29,1,243,105,1.6
Izaiah Kelley,144364,S,ABILENE CH,12,145,7.6,5.8,100,2,71.4,19,25,1,156,99,1.08
Willy Love,191668,S,MONMOUTH,12,84,7.6,4.4,231,0,65.5,11,19,0,69,49,0.82
Nay'Ron Jenkins,160230,LB,FL A&M,12,61,7.6,5.1,164,0,99.3,8,12,0,120,56,1.97
Dylan Smith,174309,S,OKLA STATE,11,91,7.6,5.7,262,0,97.9,12,16,0,128,49,1.41
Patrick Marshall,160220,S,GRAMBLING,12,137,7.6,5.5,177,1,67.6,18,25,0,133,96,0.97
Malaki Starks,157069,S,GEORGIA,14,175,7.6,5.0,173,1,94.2,23,35,1,334,154,1.91
Max Epps,160080,S,TXAMCO,11,136,7.6,3.9,1139,1,68.4,18,35,1,217,119,1.6
Ty Leonard,105110,S,SE MO ST,12,68,7.6,5.7,293,1,57.3,9,12,0,79,36,1.16
Alijah Clark,145141,S,SYRACUSE,12,76,7.6,4.5,304,0,112.1,10,17,2,89,14,1.17
Kooper Ebel,174665,LB,IOWA STATE,13,38,7.6,4.2,193,0,72.5,5,9,0,52,15,1.37
Trevon Ferrell,162973,CB,MIDDLE TN,5,53,7.6,5.9,224,0,158.3,7,9,2,124,68,2.34
Jalen Brooks,122823,LB,CAMPBELL,12,38,7.6,4.2,131,0,135.4,5,9,1,108,80,2.84
Jacob Ellis,157590,LB,IOWA STATE,12,68,7.6,4.9,193,0,73.8,9,14,0,61,37,0.9
Caleb Curtain,148341,S,ELON,12,91,7.6,4.8,162,0,73.1,12,19,0,84,44,0.92
Eric Gant,192810,S,LNDNWD,12,99,7.6,3.4,949,0,56.4,13,29,0,118,51,1.19
Kendal Daniels,144668,LB,OKLA STATE,12,38,7.6,6.3,262,0,147.9,5,6,1,60,34,1.58
Marcus Fuqua,97563,S,BUFFALO,12,53,7.6,5.9,126,0,94.9,7,9,0,61,37,1.15
Bo Spearman,129400,LB,AUSTINPEAY,12,61,7.6,7.6,116,0,88.0,8,8,0,41,14,0.67
Jahleel Culbreath,163527,LB,DOMINION,10,53,7.6,6.6,263,0,84.4,7,8,0,34,31,0.64
Isiah Revis,174881,S,S JOSE ST,13,45,7.5,7.5,285,0,94.4,6,6,0,40,30,0.89
TJ McGill,170943,S,WM & MARY,12,120,7.5,5.2,348,0,125.8,16,23,2,203,61,1.69
George Udo,102695,S,BALL ST,11,120,7.5,5.5,117,1,100.4,16,22,2,139,83,1.16
Kelvin Hunter,184493,CB,S CAROLINA,3,15,7.5,5.0,289,0,70.1,2,3,0,7,15,0.47
Sebastian Adamski,149572,LB,DRAKE,11,30,7.5,7.5,153,0,100.0,4,4,0,32,18,1.07
DJ VanHook,157540,CB,N ARIZONA,6,15,7.5,5.0,252,0,102.1,2,3,0,32,12,2.13
Donovan Kaufman,124351,S,NC STATE,12,75,7.5,5.0,248,0,113.2,10,15,1,120,38,1.6
Sean Fresch,129846,CB,RICE,7,15,7.5,7.5,275,0,91.7,2,2,0,12,7,0.8
