player_name,school,position,season,years_played,years_played_seasons,years_played_source,qb_qbr,qb_epa_per_play,qb_success_rate,qb_pressure_to_sack_rate,qb_under_pressure_epa,qb_under_pressure_success_rate,yprr,target_share,targets_per_route_run,explosive_run_rate,missed_tackles_forced_per_touch,pressure_rate,pressures_per_pass_rush_snap,sacks_per_pass_rush_snap,coverage_plays_per_target,yards_allowed_per_coverage_snap,opp_def_ppa_allowed_avg,opp_def_success_rate_allowed_avg,opp_def_toughness_index,opp_def_adjustment_multiplier,opp_def_context_source,cfb_prod_quality_label,cfb_prod_reliability,cfb_prod_real_features,cfb_prod_proxy_features,cfb_prod_provenance,source
Jack Velling,Michigan State,TE,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,1.75,0.15,0.3193,,,,,,,,0.133,0.4184,0.517,1.0034,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Jaren Kanak,Oklahoma,TE,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,2.044,0.1673,0.2122,,,,,,,,0.1131,0.4034,0.7443,1.0489,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Jeremiah Franklin,Boston College,TE,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,1.778,0.1672,0.2121,,,,,,,,0.1352,0.4086,0.5985,1.0197,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Joe Royer,Cincinnati,TE,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,2.352,0.1295,0.2542,,,,,,,,0.141,0.4078,0.5742,1.0148,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Josh Cuevas,Alabama,TE,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,1.904,0.1079,0.1617,,,,,,,,0.1052,0.3943,0.8247,1.0649,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Justin Joly,NC State,TE,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,1.75,0.175,0.2188,,,,,,,,0.1149,0.3927,0.7913,1.0583,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Kenyon Sadiq,Oregon,TE,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,1.89,0.1629,0.2085,,,,,,,,0.1503,0.4188,0.393,0.9786,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Lake Mcree,USC,TE,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,2.45,0.1071,0.161,,,,,,,,0.1686,0.4328,0.2201,0.944,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Marlin Klein,Michigan,TE,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,1.792,0.1188,0.171,,,,,,,,0.1239,0.4147,0.59,1.018,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Max Klare,Ohio State,TE,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,1.806,0.1374,0.1868,,,,,,,,0.1578,0.4282,0.295,0.959,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Michael Trigg,Baylor,TE,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,2.296,0.1618,0.2075,,,,,,,,0.1148,0.4047,0.7249,1.045,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Miles Kitselman,Tennessee,TE,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,1.708,0.089,0.1457,,,,,,,,0.1657,0.4182,0.3336,0.9667,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Nate Boerkircher,Texas A&M,TE,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,1.778,0.0806,0.1532,,,,,,,,0.1206,0.401,0.7225,1.0445,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Oscar Delp,Georgia,TE,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,2.184,0.0697,0.1292,,,,,,,,0.1403,0.4163,0.4954,0.9991,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Riley Nowakowski,Indiana,TE,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,2.044,0.1096,0.1632,,,,,,,,0.1314,0.4224,0.4904,0.9981,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Rj Maryland,SMU,TE,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,2.016,0.0885,0.1452,,,,,,,,0.1481,0.4036,0.5607,1.0121,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Rohan Jones,Arkansas,TE,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,3.5,0.0823,0.1055,,,,,,,,0.1119,0.3921,0.8124,1.0625,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Sam Roush,Stanford,TE,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,1.904,0.2188,0.256,,,,,,,,0.1122,0.395,0.7943,1.0589,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Seydou Traore,Mississippi State,TE,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,1.834,0.144,0.3086,,,,,,,,0.1286,0.4051,0.6662,1.0332,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Tanner Arkin,Illinois,TE,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,1.582,0.0518,0.114,,,,,,,,0.1379,0.4202,0.474,0.9948,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Tanner Koziol,Houston,TE,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,1.722,0.3058,0.38,,,,,,,,0.1425,0.4029,0.6133,1.0227,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Aaron Anderson,LSU,WR,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,2.044,0.1134,0.2351,,,,,,,,0.1098,0.3855,0.8437,1.0687,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Anthony Smith,East Carolina,WR,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,2.66,0.2246,0.2609,,,,,,,,0.1768,0.4312,0.1852,0.937,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Antonio Williams,Clemson,WR,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,1.89,0.178,0.2213,,,,,,,,0.1439,0.412,0.5046,1.0009,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Barion Brown,LSU,WR,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,1.75,0.1821,0.2248,,,,,,,,0.1098,0.3855,0.8437,1.0687,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Brenen Thompson,Mississippi State,WR,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,2.94,0.2346,0.38,,,,,,,,0.1286,0.4051,0.6662,1.0332,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Bryce Lance,North Dakota State,WR,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,3.318,0.2713,0.38,,,,,,,,,,,,,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Caleb Douglas,Texas Tech,WR,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,2.548,0.1667,0.2117,,,,,,,,0.1395,0.4062,0.6044,1.0209,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Carnell Tate,Ohio State,WR,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,2.758,0.1629,0.251,,,,,,,,0.1578,0.4282,0.295,0.959,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Caullin Lacy,Louisville,WR,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,1.834,0.2239,0.2603,,,,,,,,0.1162,0.39,0.7919,1.0584,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Chase Roberts,BYU,WR,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,2.436,0.2101,0.2486,,,,,,,,0.0932,0.3892,0.8683,1.0737,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Chris Bell,Louisville,WR,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,2.128,0.2687,0.2984,,,,,,,,0.1162,0.39,0.7919,1.0584,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Chris Brazzell Ii,Tennessee,WR,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,2.646,0.2123,0.38,,,,,,,,0.1657,0.4182,0.3336,0.9667,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Chris Hilton Jr,LSU,WR,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,2.058,0.0344,0.0992,,,,,,,,0.1098,0.3855,0.8437,1.0687,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Cj Daniels,Miami,WR,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,1.904,0.1408,0.2766,,,,,,,,0.1351,0.4012,0.6677,1.0335,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Colbie Young,Georgia,WR,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,2.282,0.0906,0.1876,,,,,,,,0.1403,0.4163,0.4954,0.9991,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Cyrus Allen,Cincinnati,WR,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,2.198,0.2232,0.38,,,,,,,,0.141,0.4078,0.5742,1.0148,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Dane Key,Nebraska,WR,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,1.974,0.15,0.1975,,,,,,,,0.1523,0.4334,0.291,0.9582,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Daniel Sobkowicz,Illinois State,WR,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,2.268,0.2378,0.2721,,,,,,,,-0.0158,0.307,0.9952,1.099,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Deion Burks,Oklahoma,WR,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,1.876,0.2167,0.2542,,,,,,,,0.1131,0.4034,0.7443,1.0489,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Denzel Boston,Washington,WR,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,2.338,0.2431,0.38,,,,,,,,0.1623,0.4351,0.2352,0.947,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Devonte Ross,Penn State,WR,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,2.296,0.1593,0.3013,,,,,,,,0.142,0.4173,0.4668,0.9934,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Dezhaun Stribling,Ole Miss,WR,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,2.408,0.1618,0.3546,,,,,,,,0.141,0.4165,0.4843,0.9969,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Dillon Bell,Georgia,WR,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,1.736,0.0941,0.15,,,,,,,,0.1403,0.4163,0.4954,0.9991,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Donavon Greene,Virginia Tech,WR,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,2.688,0.0889,0.1716,,,,,,,,0.1072,0.3932,0.8277,1.0655,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Elijah Sarratt,Indiana,WR,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,2.114,0.2192,0.38,,,,,,,,0.1314,0.4224,0.4904,0.9981,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Emmanuel Henderson Jr,Kansas,WR,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,2.73,0.2133,0.2513,,,,,,,,0.1011,0.3904,0.8524,1.0705,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Eric Mcalister,TCU,WR,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,2.66,0.2353,0.38,,,,,,,,0.1249,0.409,0.6382,1.0276,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Eric Rivers,Georgia Tech,WR,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,2.352,0.1709,0.2153,,,,,,,,0.1753,0.4093,0.3653,0.9731,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Eric Singleton Jr,Auburn,WR,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,1.638,0.2624,0.293,,,,,,,,0.136,0.3986,0.6758,1.0352,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Germie Bernard,Alabama,WR,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,2.24,0.1866,0.2286,,,,,,,,0.1052,0.3943,0.8247,1.0649,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Hank Beatty,Illinois,WR,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,2.072,0.2789,0.38,,,,,,,,0.1379,0.4202,0.474,0.9948,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Harrison Wallace Iii,Ole Miss,WR,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,2.492,0.1794,0.3572,,,,,,,,0.141,0.4165,0.4843,0.9969,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Isaiah Sategna,Oklahoma,WR,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,2.394,0.2471,0.28,,,,,,,,0.1131,0.4034,0.7443,1.0489,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Jakobi Lane,USC,WR,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,2.478,0.175,0.3273,,,,,,,,0.1686,0.4328,0.2201,0.944,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Jalen Walthall,Incarnate Word,WR,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,2.044,0.4192,0.34,,,,,,,,0.1359,0.3804,0.7434,1.0487,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Jeff Caldwell,Cincinnati,WR,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,2.436,0.1429,0.3048,,,,,,,,0.141,0.4078,0.5742,1.0148,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Jordan Hudson,SMU,WR,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,2.114,0.2,0.38,,,,,,,,0.1481,0.4036,0.5607,1.0121,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Jordyn Tyson,Arizona State,WR,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,1.988,0.243,0.2765,,,,,,,,0.1175,0.3985,0.7517,1.0503,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Josh Cameron,Baylor,WR,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,2.114,0.2233,0.2598,,,,,,,,0.1148,0.4047,0.7249,1.045,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Kevin Coleman Jr,Missouri,WR,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,1.904,0.2882,0.315,,,,,,,,0.1499,0.4069,0.5177,1.0035,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Kevin Concepcion,Texas A&M,WR,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,2.464,0.246,0.2791,,,,,,,,0.1206,0.401,0.7225,1.0445,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Lewis Bond,Boston College,WR,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,1.932,0.3101,0.38,,,,,,,,0.1352,0.4086,0.5985,1.0197,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Makai Lemon,USC,WR,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,2.394,0.2821,0.3098,,,,,,,,0.1686,0.4328,0.2201,0.944,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Malachi Fields,Notre Dame,WR,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,2.8,0.1659,0.211,,,,,,,,0.1721,0.408,0.3945,0.9789,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Michael Briscoe,Cal Poly,WR,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,2.884,0.1937,0.3632,,,,,,,,0.0675,0.3814,0.9124,1.0825,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Michael Wortham,Montana,WR,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,2.366,0.2493,0.38,,,,,,,,,,,,,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Nic Anderson,LSU,WR,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,1.582,0.0412,0.105,,,,,,,,0.1098,0.3855,0.8437,1.0687,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Noah Thomas,Georgia,WR,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,2.576,0.0557,0.1173,,,,,,,,0.1403,0.4163,0.4954,0.9991,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Nyck Harbor,South Carolina,WR,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,3.234,0.1435,0.2549,,,,,,,,0.1199,0.387,0.7917,1.0583,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Omar Cooper Jr,Indiana,WR,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,2.268,0.2397,0.38,,,,,,,,0.1314,0.4224,0.4904,0.9981,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Skyler Bell,UConn,WR,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,2.114,0.329,0.34,,,,,,,,0.2328,0.4375,0.0721,0.9144,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Squirrel White,Florida State,WR,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,1.806,0.03,0.0955,,,,,,,,0.1255,0.3935,0.7493,1.0499,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Ted Hurst,Georgia State,WR,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,2.324,0.2465,0.2795,,,,,,,,0.1503,0.408,0.5055,1.0011,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Trebor Pena,Penn State,WR,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,1.932,0.2168,0.2543,,,,,,,,0.142,0.4173,0.4668,0.9934,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Treyvhon Saunders,Colgate,WR,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,2.31,0.1969,0.2374,,,,,,,,0.2663,0.4492,0.0356,0.9071,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Zachariah Branch,Georgia,WR,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,1.75,0.2822,0.3099,,,,,,,,0.1403,0.4163,0.4954,0.9991,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Zavion Thomas,LSU,WR,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,2.016,0.1409,0.1898,,,,,,,,0.1098,0.3855,0.8437,1.0687,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
