player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Virgil Marshall,163049,S,W KENTUCKY,5,1,1.5,0,0,346,60.4,63.1,81.9,74.7,58.5,79.8,0.0,0,1,53,53,3.8,2,2
Deante McCray,163050,ED,W KENTUCKY,14,14,3.8,0,0,346,70.7,75.4,86.2,61.0,77.8,84.5,0.0,0,0,323,324,7.4,24,41
Marcus Patterson,163054,ED,W KENTUCKY,14,8,1.3,0,0,346,63.6,59.7,60.8,59.6,59.1,64.8,9.5,2,1,206,206,4.4,9,11
Darius Thomas,163056,LB,W KENTUCKY,13,12,3.5,1,0,346,57.6,50.0,53.4,77.4,38.1,66.8,11.9,5,2,321,322,3.7,12,25
Hosea Wheeler,163058,DI,W KENTUCKY,14,16,3.3,0,1,346,60.9,65.7,70.2,53.1,70.2,76.8,3.7,2,1,396,398,6.1,24,36
Antavious Fish,163069,LB,AKRON,12,15,3.2,0,0,102,36.6,43.6,84.6,50.6,52.4,28.3,21.1,12,0,326,336,4.9,16,30
Jordan Coleman,163079,S,BALL ST,12,8,9.6,0,0,117,40.8,46.3,88.3,77.6,56.1,59.7,22.2,6,0,344,349,1.5,5,13
Jackson Constantine,163080,ED,BALL ST,2,1,,0,0,117,60.0,52.0,74.3,56.0,51.8,42.5,50.0,1,0,10,10,0.0,0,0
Dakari Frazier,163081,DI,BALL ST,7,3,2.0,0,0,117,,45.5,26.0,58.4,41.1,30.5,25.0,2,1,51,51,3.9,2,3
Caden Johnson,163086,LB,BALL ST,10,0,5.5,0,0,117,72.5,77.7,80.0,69.4,73.2,72.8,20.0,1,0,40,40,5.0,2,4
Jalon Jones,163087,CB,BALL ST,4,1,5.0,0,0,117,54.0,54.0,76.2,,56.7,83.0,0.0,0,0,25,25,0.0,0,2
Danny Royster,163094,ED,BALL ST,4,0,-1.0,0,0,117,,54.0,80.8,52.1,57.8,72.2,0.0,0,0,26,27,3.8,1,1
Blair Schonhorst,163095,CB,BALL ST,4,1,23.0,0,0,117,51.3,46.2,75.9,,39.5,60.5,33.3,1,0,48,49,0.0,0,1
Myles Bradley,163103,ED,BOWL GREEN,13,6,5.5,0,0,122,51.6,59.3,87.2,60.6,60.4,60.7,12.5,2,0,118,119,3.4,4,8
Jalen Huskey,163106,S,MARYLAND,12,4,5.6,0,0,215,68.1,71.0,84.8,70.9,73.4,74.4,19.4,6,3,259,262,3.9,10,21
Darius Lorfils,163110,S,BOWL GREEN,9,3,8.0,0,0,122,69.4,65.9,83.5,60.8,54.6,50.3,28.6,4,0,177,178,1.1,2,7
Davonte Miles,163113,DI,BOWL GREEN,12,2,2.3,0,0,122,60.0,51.0,80.9,53.9,49.6,44.8,18.2,2,0,100,101,5.0,5,7
Joseph Sipp Jr.,163114,LB,BOWL GREEN,13,16,3.8,0,0,122,61.4,67.3,84.7,75.2,65.3,68.5,10.2,6,1,294,297,9.2,27,37
Marcus Badgett,163120,CB,C MICHIGAN,3,0,10.0,0,0,134,62.4,57.4,74.9,,51.7,38.8,33.3,1,0,27,27,0.0,0,2
Oliver Billotte,163123,DI,KENT STATE,5,3,3.7,0,0,201,60.0,67.8,40.5,66.0,68.1,59.1,14.3,1,1,91,91,1.1,1,3
Tyler Bivens,163124,CB,KENT STATE,1,0,,0,0,201,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Stephen Daley,163126,ED,KENT STATE,12,13,3.0,0,0,201,78.0,81.1,55.4,76.5,76.7,48.7,18.6,8,2,273,278,5.5,15,22
Rocco Nicholl,163143,LB,KENT STATE,8,11,3.0,0,0,201,53.1,63.9,85.1,62.4,71.8,59.4,16.3,7,0,243,249,7.8,19,25
Nasir Bowers,163152,CB,TOLEDO,12,0,7.8,1,0,316,77.2,77.7,52.1,55.9,78.1,90.1,8.3,1,3,337,341,0.6,2,11
Kiel Eldridge,163153,ED,TOLEDO,2,0,,0,0,316,,65.0,75.6,60.0,65.6,,,0,0,8,8,0.0,0,0
Emmanuel McNeil-Warren,163155,S,TOLEDO,8,6,6.0,0,2,316,84.4,83.6,85.1,68.9,78.8,81.6,10.5,4,0,225,228,5.8,13,28
Junior Vandeross III,163156,WR,TOLEDO,1,0,7.0,0,0,316,,58.4,,,60.0,,0.0,0,3,1,1,0.0,0,1
Jayden Childers,163159,ED,W MICHIGAN,10,4,1.3,0,0,347,66.1,77.5,80.6,57.5,83.4,81.1,0.0,0,0,49,50,14.3,7,8
Kemari Copeland,163180,DI,VA TECH,4,1,7.0,0,0,337,,68.0,76.1,60.0,69.1,75.5,0.0,0,0,28,28,3.6,1,4
Eric Ford,163188,ED,ARMY,13,4,4.5,0,0,114,46.1,62.9,19.8,76.4,64.7,53.9,17.6,3,2,100,101,5.0,5,10
Kalib Fortner,163190,LB,ARMY,14,10,3.1,0,0,114,68.4,68.6,84.1,69.6,64.1,66.2,10.5,6,0,256,260,9.4,24,41
Deshontez Gray,163193,DI,ARMY,11,1,1.3,0,0,114,60.7,69.8,79.9,63.0,71.6,70.9,9.1,1,0,66,68,12.1,8,9
Casey Larkin,163198,S,ARMY,14,10,6.2,0,0,114,68.9,71.7,88.3,59.9,74.4,59.9,8.1,3,3,270,274,3.3,9,24
Jack Latore,163199,DI,ARMY,14,6,2.2,0,0,114,60.0,56.5,83.0,56.2,55.5,54.1,15.4,2,0,183,185,2.7,5,5
Clev Lubin,163200,ED,COAST CAR,10,9,5.1,0,1,141,88.5,90.3,49.6,92.0,69.1,51.1,20.0,6,2,192,195,6.8,13,15
Collin Matteson,163203,S,ARMY,9,1,2.5,0,0,114,54.8,61.3,80.3,58.6,77.2,77.2,0.0,0,0,38,38,7.9,3,4
Donavon Platt,163211,CB,ARMY,14,2,4.3,0,0,114,67.3,64.0,84.4,66.8,45.2,28.2,50.0,5,1,219,223,0.9,2,3
Kenny Reedy,163214,DI,TROY,1,0,1.0,0,0,318,,69.6,68.8,60.0,67.0,71.5,0.0,0,0,2,3,50.0,1,1
Gavin Shields,163219,S,ARMY,9,0,0.0,0,0,114,64.0,63.0,80.1,59.8,56.8,69.8,0.0,0,0,28,28,3.6,1,1
Noah Short,163220,WR,ARMY,1,0,,0,0,114,,60.1,60.0,,60.0,,,0,1,1,1,0.0,0,0
Andon Thomas,163225,LB,ARMY,14,22,4.5,1,0,114,71.8,72.7,53.7,58.4,72.7,66.6,14.5,11,1,262,266,8.0,21,43
Jacob Tuioti,163227,DI,ARMY,12,1,2.3,0,0,114,60.0,61.0,83.6,63.9,54.6,77.0,0.0,0,0,73,74,4.1,3,3
Jabril Williams,163230,CB,ARMY,9,0,7.5,0,0,114,76.8,76.6,77.3,58.1,68.0,82.2,0.0,0,0,24,24,0.0,0,2
CJ Bazile Jr.,163232,ED,LIBERTY,12,12,2.3,0,0,206,60.4,67.1,34.7,73.3,63.3,48.7,22.7,10,3,263,270,6.1,16,22
Sone Aupiu,163236,LB,NEW MEX ST,12,5,3.7,0,0,242,71.0,63.9,27.0,58.6,59.9,65.5,13.8,8,2,334,338,8.7,29,45
Chika Ebunoha,163244,CB,BYU,3,0,14.0,0,0,128,53.5,56.8,73.9,,62.5,74.2,0.0,0,0,4,4,0.0,0,1
Evan Johnson,163250,CB,BYU,12,0,7.0,0,0,128,78.1,78.6,81.5,83.5,63.0,60.1,25.0,1,0,78,78,1.3,1,3
Parker Kingston,163251,WR,BYU,1,0,,0,0,128,,60.0,60.0,,60.0,,,0,1,1,1,0.0,0,0
Bodie Schoonover,163256,ED,BYU,10,1,3.0,0,0,128,49.7,65.9,78.8,61.3,72.1,46.6,0.0,0,0,31,31,9.7,3,4
James Djonkam,163264,LB,E MICHIGAN,10,18,2.3,0,0,160,49.7,82.3,86.8,91.5,81.9,73.0,10.0,8,1,254,255,15.7,40,54
Saadite Green Jr.,163266,CB,UNLV,1,0,,0,0,325,60.8,61.5,66.9,,60.0,,,0,0,1,1,0.0,0,0
Blazen Lono-Wong,163270,DI,ARIZONA ST,11,0,3.2,0,0,110,,57.2,79.9,54.5,59.1,76.3,0.0,0,0,57,61,3.5,2,5
Brandon McElroy,163271,DI,UMASS,12,2,1.9,0,0,216,,54.7,0.0,59.1,59.0,62.1,18.2,2,3,119,122,4.2,5,7
Jalil Rivera-Harvey,163275,DI,W KENTUCKY,4,3,2.5,0,0,346,,66.0,80.0,58.9,67.9,59.3,12.5,1,0,44,45,6.8,3,4
Bryce Boettcher,163288,LB,OREGON,14,17,4.0,0,0,264,84.4,89.8,83.4,84.5,83.0,79.9,7.0,4,0,220,223,10.0,22,36
Sir Mells,163299,DI,GA STATE,6,2,5.6,0,0,175,57.9,41.7,7.2,51.7,51.2,59.6,0.0,0,1,26,27,15.4,4,5
Ben Roberts,163301,DI,MICH STATE,10,3,0.8,0,0,223,,61.8,0.0,64.5,64.9,34.3,18.2,2,2,64,65,7.8,5,6
Emar'rion Winston,163310,ED,OREGON,12,4,3.0,0,0,264,54.2,65.7,84.3,64.0,67.6,68.5,11.1,1,0,92,92,4.3,4,4
Jack Procter,163315,DI,WASH STATE,1,1,,0,0,341,,67.3,70.5,58.6,67.0,69.7,0.0,0,0,5,6,0.0,0,0
DeAndre Gill Jr.,163322,ED,COLO STATE,5,0,3.0,0,0,144,60.0,57.8,80.0,55.9,59.4,29.8,50.0,1,0,26,27,3.8,1,1
A.J. Haulcy,163349,S,HOUSTON,12,15,6.2,1,0,182,85.5,80.5,13.3,63.7,73.5,67.4,13.1,8,3,325,327,4.6,15,38
Jermarius Lewis,163354,S,UTSA,13,6,3.6,0,0,331,45.0,53.2,86.2,69.5,71.0,51.5,10.0,2,2,163,164,3.1,5,12
Zach Morris,163355,CB,UTSA,5,0,,0,0,331,46.0,46.4,0.0,76.8,54.4,39.3,100.0,1,2,44,44,0.0,0,0
David Murphy,163356,S,NEW MEXICO,3,2,7.0,0,0,241,50.9,53.9,0.0,76.4,63.8,61.5,25.0,1,2,7,7,0.0,0,1
Bryson Taylor,163360,CB,NEW MEXICO,11,8,9.5,0,0,241,52.2,55.5,0.0,54.6,75.1,66.7,6.7,2,5,363,371,1.1,4,20
Gavin Hambrick,163376,LB,BOISE ST,1,0,,0,0,120,,60.9,64.2,,60.0,,,0,0,1,1,0.0,0,0
Mason Jacobsen,163377,ED,BOISE ST,1,0,,0,0,120,,60.1,65.6,,60.0,,,0,0,1,1,0.0,0,0
Jake Ripp,163387,ED,BOISE ST,11,1,2.5,0,0,120,51.7,63.8,83.3,71.5,57.9,59.1,25.0,1,0,42,44,2.4,1,2
Dionte Thornton,163391,CB,BOISE ST,2,1,,0,0,120,64.5,66.5,71.7,,63.3,73.5,0.0,0,0,5,5,0.0,0,0
Jayden Virgin-Morgan,163392,ED,BOISE ST,14,9,1.0,0,1,120,74.3,68.1,66.7,60.0,71.3,54.5,19.4,7,2,293,301,6.1,18,20
Jayden Davis,163397,S,FRESNO ST,13,7,8.2,0,0,169,64.2,59.1,39.2,60.9,49.8,53.0,25.9,7,2,271,275,0.7,2,13
Jacob Holmes,163401,DI,FRESNO ST,12,5,1.6,2,0,169,60.7,69.7,24.5,70.9,68.7,38.6,15.8,3,3,138,141,6.5,9,11
Jahzon Jacks,163403,ED,FRESNO ST,12,10,2.6,0,0,169,56.3,59.1,67.5,50.0,67.1,52.8,11.1,3,1,206,211,4.9,10,14
Gavriel Lightfoot,163405,DI,FRESNO ST,12,13,2.9,0,0,169,61.2,56.9,86.2,58.0,54.7,52.7,12.9,4,0,254,259,3.5,9,14
Jalen Moss,163408,WR,FRESNO ST,1,0,,0,0,169,,60.0,60.0,,60.0,,,0,0,2,2,0.0,0,0
Sione Noa,163409,ED,FRESNO ST,13,3,2.6,0,0,169,52.9,60.5,85.2,56.5,63.6,27.5,28.6,6,0,144,145,4.9,7,12
Tim Thomas,163417,LB,FRESNO ST,2,0,3.0,0,0,169,63.4,65.8,0.0,,76.3,80.4,0.0,0,1,12,13,16.7,2,4
Ryan Wilson,163420,S,FRESNO ST,4,2,4.7,0,0,169,64.6,68.6,75.5,,69.5,68.6,11.1,1,0,51,51,5.9,3,6
Merhauti Xepera,163422,ED,FRESNO ST,3,1,,0,0,169,60.0,56.3,79.0,55.3,63.8,29.4,0.0,0,0,29,30,0.0,0,0
JD Drew,163429,CB,UTAH ST,12,1,12.1,0,0,329,61.1,59.9,11.8,57.0,60.7,74.0,6.3,1,5,320,325,0.9,3,14
Omari Okeke,163437,S,UTAH ST,6,1,10.0,0,0,329,73.3,72.2,78.7,,65.8,63.8,16.7,1,0,33,34,3.0,1,4
Chams Diagne,163487,CB,GA STATE,4,0,17.0,1,0,175,66.6,65.9,0.0,,71.0,82.0,0.0,0,1,43,44,0.0,0,3
James Smith,163520,ED,LA MONROE,4,0,7.6,0,0,209,,57.8,76.8,62.2,54.2,77.4,0.0,0,0,25,25,8.0,2,5
Car'lin Vigers,163521,CB,LA MONROE,12,4,7.9,0,0,209,63.4,64.6,84.0,74.8,63.8,52.6,25.0,5,1,228,231,1.3,3,11
Cooper Webb,163522,DI,UNLV,6,0,4.3,0,0,325,67.8,55.8,81.9,57.7,49.5,75.0,0.0,0,0,70,74,2.9,2,3
Jahleel Culbreath,163527,LB,DOMINION,11,17,2.6,0,0,263,57.3,64.4,60.4,64.0,69.0,57.8,20.0,12,1,274,276,7.3,20,31
Koa Naotala,163537,LB,DOMINION,12,16,3.5,0,1,263,53.4,69.1,87.7,65.8,74.3,56.7,17.2,11,1,282,287,9.2,26,37
Jaylon White-McClain,163543,ED,DOMINION,12,5,2.8,0,0,263,61.6,70.4,84.7,62.2,72.0,52.9,18.9,7,0,266,270,6.0,16,25
Christopher Wallace Jr.,163553,S,S ALABAMA,7,2,6.5,0,0,288,56.4,60.1,0.0,59.1,76.7,57.5,0.0,0,1,59,59,1.7,1,4
Iliyas Fuavai,163559,DI,SO MISS,1,0,,0,0,296,,64.6,71.9,59.7,64.1,,,0,0,9,9,0.0,0,0
Cameron Knox,163562,S,SO MISS,4,0,6.0,0,0,296,62.8,66.1,71.9,,64.9,76.2,0.0,0,0,12,12,0.0,0,1
Isaiah Hastings,163594,ED,SYRACUSE,13,4,3.0,0,0,304,60.0,50.6,13.7,51.9,56.7,77.4,0.0,0,2,92,95,2.2,2,2
Antonio Kite,163598,CB,AUBURN,5,0,14.0,0,0,115,58.3,60.0,80.8,59.3,68.6,64.8,0.0,0,2,80,81,0.0,0,1
Earl Little Jr.,163601,S,FLORIDA ST,9,3,12.9,0,0,167,38.5,42.5,0.0,67.5,53.9,62.5,26.7,4,1,96,97,1.0,1,8
Amari Niblack,163606,TE,TEXAS,1,1,,0,0,311,,60.0,60.0,,60.0,72.6,0.0,0,2,1,1,0.0,0,0
Jake Pope,163608,S,GEORGIA,2,0,,0,0,173,57.4,58.4,71.7,,60.0,27.0,,0,0,6,6,0.0,0,0
Nico Davillier,163626,ED,ARKANSAS,10,4,3.1,0,0,111,66.0,71.0,39.5,70.7,69.9,65.6,14.3,2,2,138,139,4.3,6,8
Isaiah Sategna III,163642,WR,ARKANSAS,2,0,,0,0,111,,44.3,60.0,,44.4,21.3,100.0,1,2,2,2,0.0,0,0
Keionte Scott,163644,CB,AUBURN,9,1,10.3,0,0,115,44.3,48.1,82.4,54.3,69.3,56.2,0.0,0,2,82,83,3.7,3,7
Tyler Banks,163648,LB,OLE MISS,7,0,4.0,0,0,226,71.3,71.0,77.3,53.9,68.9,52.9,25.0,1,0,41,43,4.9,2,3
Nick Cull,163652,S,OLE MISS,5,0,7.5,0,0,226,54.7,58.0,77.3,59.2,67.6,56.4,20.0,1,0,22,23,4.5,1,4
Zxavian Harris,163658,DI,OLE MISS,13,7,2.5,0,0,226,80.7,74.4,19.6,61.4,72.7,43.5,21.4,6,3,162,167,6.8,11,15
Trip White,163670,LB,OLE MISS,2,2,2.0,0,0,226,42.0,51.3,69.6,57.4,66.0,78.6,0.0,0,0,11,11,9.1,1,1
Jaron Willis,163671,LB,S CAROLINA,2,1,,0,0,289,63.4,68.0,71.4,,67.0,73.2,0.0,0,0,5,5,0.0,0,0
Audavion Collins,163676,CB,PENN STATE,13,4,10.5,0,0,266,67.9,70.8,84.6,70.5,75.5,84.8,9.1,1,2,99,102,2.0,2,6
Kalvin Dinkins,163680,DI,MISS STATE,1,0,,0,0,227,,61.5,72.3,67.9,55.9,70.1,,0,0,5,5,0.0,0,0
Tanner Johnson,163682,S,MISS STATE,6,6,6.4,0,0,227,65.8,61.4,78.2,60.0,56.4,51.6,21.4,3,0,43,43,2.3,1,5
Javae Gilmore,163683,LB,MISS STATE,3,0,-1.0,0,0,227,64.5,70.9,77.2,58.2,75.1,76.5,0.0,0,0,19,19,10.5,2,2
Wesley Miller,163688,S,S ALABAMA,13,6,10.6,0,1,288,68.7,66.1,53.9,59.3,61.1,53.3,27.7,13,1,333,341,1.5,5,28
Khalid Moore,163689,ED,SO MISS,5,1,4.5,0,0,296,,49.2,81.6,61.7,43.5,44.4,40.0,2,0,36,38,0.0,0,2
DonTerry Russell,163693,LB,MISS STATE,1,3,,0,0,227,65.3,73.5,0.0,77.3,72.1,80.0,0.0,0,1,10,10,0.0,0,0
Trent Singleton,163694,S,S ALABAMA,1,0,,0,0,288,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Avery Sledge,163695,LB,SO MISS,8,2,5.4,0,0,296,55.4,56.6,0.0,68.8,59.5,84.3,0.0,0,1,72,72,2.8,2,5
Zavion Thomas,163697,WR,LSU,2,0,,0,0,211,,60.1,60.0,,60.0,,,0,0,2,2,0.0,0,0
Trevion Williams,163699,DI,MISS STATE,11,4,2.9,0,0,227,60.0,57.5,82.7,56.8,56.9,59.7,8.3,2,0,166,172,7.8,13,18
Nathan Jackson,163702,DI,TEXAS A&M,1,0,,0,0,312,,66.3,67.7,58.6,60.0,,,0,0,1,1,0.0,0,0
Darren Agu,163703,ED,VANDERBILT,2,0,,0,0,333,61.2,52.2,0.0,62.9,56.5,,,0,1,12,12,0.0,0,0
Trudell Berry,163705,CB,VANDERBILT,12,1,8.5,0,0,333,57.7,61.4,80.3,60.0,77.8,61.6,0.0,0,1,66,71,1.5,1,2
Bryce Cowan,163707,LB,VANDERBILT,8,3,8.4,0,0,333,63.3,54.6,80.6,57.4,42.8,63.9,11.1,1,0,46,49,0.0,0,5
BJ Diakite,163709,ED,VANDERBILT,6,1,,0,0,333,72.0,57.4,83.3,53.9,50.5,78.0,0.0,0,0,33,37,0.0,0,0
Bradley Mann,163718,DI,VANDERBILT,9,3,2.0,1,0,333,58.9,61.8,23.1,58.1,67.2,77.8,0.0,0,1,54,57,7.4,4,5
Yilanan Ouattara,163722,DI,VANDERBILT,13,10,0.9,0,0,333,62.6,63.3,50.7,61.5,63.9,59.9,11.1,3,2,232,238,5.6,13,14
Jadais Richard,163724,CB,MIAMI FL,9,1,3.7,0,0,220,59.1,62.4,85.1,62.1,77.6,78.2,0.0,0,3,128,133,3.1,4,7
Savion Riley,163725,S,COLORADO,6,1,6.8,0,0,143,67.5,65.4,74.6,59.2,61.4,85.2,0.0,0,0,46,46,2.2,1,5
Nick Rinaldi,163726,LB,VANDERBILT,12,9,4.4,0,0,333,69.4,65.1,16.5,60.9,64.2,73.9,4.2,1,3,128,129,5.5,7,14
Jeffrey Ugochukwu,163729,S,VANDERBILT,4,0,,0,0,333,49.2,52.2,80.2,53.9,62.7,61.8,,0,0,43,43,0.0,0,0
Linus Zunk,163732,ED,VANDERBILT,13,7,1.7,0,0,333,58.1,64.7,20.7,69.1,63.1,59.1,18.8,3,3,156,158,3.2,5,6
Julio Humphrey,163742,CB,GEORGIA,11,1,0.0,0,0,173,67.3,67.5,84.2,,63.8,42.7,50.0,2,1,160,164,0.6,1,1
Marvin Jones Jr.,163745,ED,FLORIDA ST,11,3,1.0,0,0,167,59.1,61.5,66.0,59.4,62.8,58.5,10.5,2,1,185,189,7.0,13,14
E.J. Lightsey,163746,LB,GA TECH,8,4,2.5,0,0,176,59.3,67.5,83.3,59.4,74.9,68.4,6.3,1,0,80,82,11.3,9,11
Christen Miller,163747,DI,GEORGIA,12,13,2.5,0,0,173,,82.2,84.2,70.7,83.9,72.5,3.0,1,0,184,188,8.7,16,19
Jaheim Singletary,163751,CB,ARKANSAS,11,1,11.0,1,0,111,42.9,46.9,83.7,52.8,71.4,50.7,14.3,1,6,170,171,0.6,1,5
Ben Bolton,163759,LB,TENNESSEE,2,1,4.0,0,0,307,63.8,77.7,72.5,60.0,79.9,78.9,0.0,0,0,8,8,25.0,2,2
Christian Harrison,163763,CB,TENNESSEE,12,0,1.3,0,0,307,62.0,66.2,85.3,69.1,72.5,73.6,0.0,0,0,123,126,4.1,5,6
Joshua Helsdon,163764,DI,TENNESSEE,4,0,,0,0,307,,41.6,73.4,57.3,41.8,,,0,0,14,14,0.0,0,0
Jayson Jenkins,163767,ED,TENNESSEE,13,4,-1.0,0,0,307,60.0,75.5,47.9,75.2,72.0,70.7,10.0,1,1,101,104,4.0,4,5
Joshua Josephs,163768,ED,TENNESSEE,13,8,1.2,1,2,307,57.7,89.7,23.0,86.4,91.4,62.9,13.8,4,3,149,151,8.7,13,17
James Pearce Jr.,163770,ED,TENNESSEE,13,4,1.8,2,1,307,66.7,86.9,8.2,88.9,84.1,63.4,0.0,0,5,178,185,10.1,18,21
Deone Walker,163783,DI,KENTUCKY,11,12,2.2,0,0,202,59.9,71.2,34.6,75.4,67.7,61.9,7.9,3,3,271,273,6.6,18,23
Jordan Robinson,163791,CB,CINCINNATI,10,2,10.2,0,1,138,69.4,75.7,82.7,55.4,90.7,70.6,0.0,0,0,111,113,1.8,2,10
Alex Afari Jr.,163793,LB,KENTUCKY,12,12,2.7,0,0,202,55.7,53.2,43.6,63.3,52.5,68.3,15.0,9,1,247,250,9.7,24,39
Keaten Wade,163794,ED,COLORADO,6,2,3.0,0,0,143,53.4,74.1,83.3,65.5,80.3,74.2,0.0,0,0,43,43,14.0,6,10
Kobi Albert,163795,S,MISS STATE,4,0,4.3,0,0,227,52.3,54.7,79.1,59.6,61.9,27.3,0.0,0,0,33,34,6.1,2,3
Noah Matthews,163797,ED,KENTUCKY,12,3,1.3,0,0,202,70.6,58.6,86.3,69.1,46.7,29.6,33.3,3,0,114,115,2.6,3,3
Tyreese Fearbry,163800,ED,KENTUCKY,11,1,5.0,0,0,202,66.1,55.7,40.8,52.5,55.9,33.5,28.6,4,1,94,96,5.3,5,9
Brian Dilworth,163804,CB,KANSAS,2,0,,0,0,198,51.8,53.2,71.5,,61.6,28.3,,0,1,9,9,0.0,0,0
Jalen Dye,163806,S,KANSAS,5,1,8.4,0,0,198,53.5,55.4,80.5,53.7,63.0,73.1,14.3,1,0,57,57,3.5,2,5
Mason Ellis,163807,S,KANSAS,4,1,18.0,0,0,198,62.0,60.7,76.5,,57.3,49.8,0.0,0,0,28,28,0.0,0,1
Tristian Fletcher,163810,LB,KANSAS,2,1,-3.0,0,0,198,74.8,79.7,71.8,,70.6,77.9,0.0,0,0,9,9,11.1,1,1
Dean Miller,163813,ED,KANSAS,12,9,5.9,0,0,198,66.8,67.9,89.3,62.2,68.3,75.7,3.4,1,0,211,212,5.2,11,19
Nickendre Stiger,163823,CB,KANSAS ST,10,2,8.3,0,0,199,61.3,60.8,80.4,57.7,59.2,60.2,16.7,1,1,40,41,0.0,0,3
DJ McKinney,163824,CB,COLORADO,13,7,7.9,0,0,143,75.3,74.3,7.3,,73.7,81.8,7.1,2,4,387,394,1.6,6,19
X'Avion Brice,163841,CB,N TEXAS,1,0,,0,0,251,,60.0,64.5,,60.0,,,0,0,2,2,0.0,0,0
Ethan Burke,163843,ED,TEXAS,16,5,1.7,0,0,311,73.5,64.8,58.9,68.2,57.6,33.4,27.6,8,1,166,168,6.6,11,16
Graham Gillespie,163847,S,TEXAS,3,0,9.0,0,0,311,65.3,66.4,73.6,,63.4,75.3,0.0,0,0,10,10,0.0,0,1
Austin Jordan,163850,S,TCU,12,4,4.6,0,0,305,71.9,70.5,82.1,70.3,62.9,63.1,15.4,2,0,136,137,2.9,4,7
Carson Marshall,163852,CB,TEXAS,1,0,,0,0,311,60.0,47.3,69.8,,45.5,20.4,100.0,1,0,5,5,0.0,0,0
Kris Ross,163859,ED,NEVADA,13,7,4.4,1,0,239,71.1,68.0,0.0,79.4,61.6,45.7,21.9,7,7,237,246,5.1,12,18
Zac Swanson,163862,DI,ARIZONA ST,13,7,1.6,0,0,110,61.8,62.6,81.1,58.7,62.6,71.7,5.6,1,0,106,108,7.5,8,10
Jaylon Shelton,163873,CB,UTEP,10,1,5.8,0,0,330,55.1,54.8,82.8,59.0,53.1,70.8,12.5,1,3,153,156,2.6,4,6
Jibreel Al-Amin,163936,LB,JVILLE ST,9,5,4.8,0,0,196,63.3,63.2,80.9,66.3,57.6,75.5,8.3,1,0,91,93,5.5,5,6
Jaleel Birdsong,163943,LB,JVILLE ST,2,0,3.0,0,0,196,62.3,59.5,70.8,60.0,57.0,26.8,50.0,1,0,8,8,12.5,1,1
Jumarion Larry,163959,ED,JVILLE ST,5,1,6.0,0,0,196,,66.2,77.0,69.6,61.6,48.8,0.0,0,0,29,29,3.4,1,2
Jabari Mack,163962,CB,JVILLE ST,13,2,6.0,0,0,196,67.3,67.5,83.9,60.0,65.6,64.1,20.0,4,4,235,241,3.4,8,14
Ky'Won McCray,163967,LB,JVILLE ST,14,12,4.4,0,0,196,76.4,61.3,61.0,62.9,49.5,67.2,11.6,5,2,283,289,5.3,15,26
Fred Perry,163971,S,JVILLE ST,12,22,5.5,1,0,196,52.7,64.9,0.0,72.3,86.2,70.7,13.3,11,7,372,375,5.4,20,50
Darrell Prater,163972,ED,JVILLE ST,13,12,1.8,0,0,196,62.4,58.4,63.1,55.4,59.4,67.2,8.0,2,1,226,230,3.5,8,11
Larry Worth III,163980,S,ARKANSAS,12,18,6.0,0,0,111,47.8,63.5,85.3,72.2,84.6,86.0,8.3,4,1,216,219,6.0,13,26
Jalik Thomas,164048,S,APP STATE,4,1,2.3,0,0,108,66.4,63.1,80.9,57.3,57.1,63.1,20.0,1,0,38,38,5.3,2,3
Sam Benjamin,164058,DI,S DIEGO ST,9,0,2.7,0,0,284,,54.3,81.7,51.6,55.8,29.9,25.0,2,0,115,120,3.5,4,6
Brandon Lane,164104,DI,WISCONSIN,10,1,3.3,0,0,349,,48.4,78.2,53.2,48.0,50.5,20.0,1,0,59,59,3.4,2,3
Austin Brawley,164120,S,OHIO,7,6,10.6,0,0,259,64.4,65.0,86.9,55.9,65.2,77.7,15.0,3,0,150,152,1.3,2,11
Xander Karagosian,164123,LB,OHIO,1,0,6.0,0,0,259,,65.0,64.2,,63.0,74.3,0.0,0,0,4,4,0.0,0,1
Michael Molnar,164125,LB,OHIO,2,0,-2.0,0,0,259,64.2,70.4,70.4,57.9,72.0,76.1,0.0,0,0,6,6,16.7,1,1
Adonis Williams Jr.,164130,S,OHIO,9,5,2.9,1,0,259,69.7,66.6,48.6,56.3,61.5,41.3,22.2,4,1,164,165,3.7,6,9
Jonquis Hardaway,164132,CB,KENTUCKY,12,2,8.3,0,0,202,74.9,71.6,45.7,57.5,57.8,73.2,22.2,4,1,317,322,1.3,4,12
Oliver Bridges,164136,CB,BUFFALO,10,1,18.5,0,0,126,65.9,66.5,83.3,55.3,67.8,61.3,0.0,0,0,112,112,0.0,0,4
Kalen Carroll,164139,CB,CINCINNATI,10,1,2.0,0,0,138,56.5,58.2,83.4,60.0,65.6,72.3,16.7,1,1,153,153,2.6,4,4
